,datetime,O3,STATUS,NO,STATUS2,NO2,STATUS3,NOX,STATUS4,SO2,STATUS5,CO,STATUS6,PM10,STATUS7,Temp Int,STATUS8,Temp Ext,STATUS9,RH,STATUS10,WS,STATUS11,WD,STATUS12,PRECIPITACION,STATUS13,Rad Solar,PM10 Analogico,STATUS14,PM2.5 Analogico,O32,STATUS15,NO3,STATUS16,NO22,STATUS17,NOX2,STATUS18,SO22,STATUS19,CO2,STATUS20,PM2.5 Digital,UV,UVI,STATUS21
10,2021-05-01 10:00:00,0.024,144.0,0.004,144.0,0.009,144.0,0.012,144.0,0.0006,144.0,0.552,144.0,24.9,151.0,24.2,144.0,23.7,144.0,38.1,144.0,3.6,144.0,179.9,144.0,0.0,144.0,7.0,24.7,144.0,7.0,0.024,151.0,0.004,144.0,0.008,144.0,0.012,144.0,0.0007,144.0,0.548,144.0,7.0,7.0,4.36,151.0
11,2021-05-01 11:00:00,0.023,144.0,0.005,144.0,0.005,144.0,0.009,144.0,0.0005,144.0,0.406,144.0,6.4,151.0,24.3,144.0,25.9,144.0,26.1,144.0,5.3,144.0,260.2,144.0,0.0,144.0,7.0,6.3,144.0,7.0,0.023,144.0,0.004,144.0,0.005,144.0,0.009,144.0,0.0007,144.0,0.401,144.0,7.0,7.0,6.95,151.0
12,2021-05-01 12:00:00,0.021,144.0,0.004,144.0,0.004,144.0,0.007,144.0,0.0004,146.0,0.327,144.0,0.7,146.0,24.4,144.0,27.5,144.0,21.9,144.0,6.9,144.0,254.8,144.0,0.0,144.0,7.0,0.6,146.0,7.0,0.022,144.0,0.003,144.0,0.003,144.0,0.006,144.0,0.0004,144.0,0.322,144.0,7.0,7.0,9.07,151.0
13,2021-05-01 13:00:00,0.021,144.0,0.003,144.0,0.004,144.0,0.007,144.0,0.0005,144.0,0.3,144.0,2.5,151.0,24.4,144.0,28.8,144.0,20.0,144.0,11.1,144.0,256.2,144.0,0.0,144.0,7.0,2.5,144.0,7.0,0.021,144.0,0.003,144.0,0.004,144.0,0.007,144.0,0.0007,144.0,0.296,144.0,7.0,7.0,10.06,151.0
14,2021-05-01 14:00:00,0.024,144.0,0.004,144.0,0.005,144.0,0.009,144.0,0.0006,144.0,0.342,144.0,14.1,151.0,24.5,144.0,29.7,144.0,21.4,144.0,10.2,144.0,257.8,144.0,0.0,144.0,7.0,13.9,144.0,7.0,0.024,144.0,0.003,144.0,0.005,144.0,0.008,144.0,0.0007,144.0,0.34,144.0,7.0,7.0,9.65,151.0
15,2021-05-01 15:00:00,0.025,144.0,0.004,144.0,0.005,144.0,0.008,144.0,0.0005,144.0,0.354,144.0,25.6,151.0,24.5,144.0,30.5,144.0,20.8,144.0,10.6,144.0,259.5,144.0,0.0,144.0,7.0,25.4,144.0,7.0,0.026,144.0,0.003,144.0,0.005,144.0,0.008,144.0,0.0007,144.0,0.351,144.0,7.0,7.0,8.41,151.0
16,2021-05-01 16:00:00,0.025,144.0,0.006,144.0,0.006,144.0,0.011,144.0,0.001,144.0,0.377,144.0,25.1,151.0,24.6,144.0,31.2,144.0,19.8,144.0,9.5,144.0,256.7,144.0,0.0,144.0,7.0,24.8,144.0,7.0,0.025,144.0,0.005,144.0,0.006,144.0,0.011,144.0,0.0013,144.0,0.373,144.0,7.0,7.0,6.4,151.0
17,2021-05-01 17:00:00,0.025,144.0,0.003,144.0,0.004,144.0,0.007,144.0,0.0003,146.0,0.386,144.0,25.3,151.0,24.6,144.0,31.5,144.0,18.6,144.0,8.8,144.0,238.9,144.0,0.0,144.0,7.0,25.1,144.0,7.0,0.025,144.0,0.002,144.0,0.004,144.0,0.006,144.0,0.0004,144.0,0.384,144.0,7.0,7.0,3.75,151.0
18,2021-05-01 18:00:00,0.023,144.0,0.003,144.0,0.005,144.0,0.008,144.0,0.0006,144.0,0.358,144.0,23.9,144.0,24.6,144.0,31.3,144.0,16.4,144.0,10.4,144.0,256.3,144.0,0.0,144.0,7.0,23.7,144.0,7.0,0.024,144.0,0.003,144.0,0.005,144.0,0.007,144.0,0.0007,144.0,0.355,144.0,7.0,7.0,1.74,151.0
19,2021-05-01 19:00:00,0.031,144.0,0.004,144.0,0.008,144.0,0.011,144.0,0.0009,144.0,0.422,144.0,20.2,144.0,24.5,144.0,29.6,144.0,14.4,144.0,8.8,144.0,280.0,144.0,0.0,144.0,7.0,20.0,144.0,7.0,0.031,144.0,0.004,144.0,0.007,144.0,0.011,144.0,0.0011,144.0,0.42,144.0,7.0,7.0,0.53,151.0
20,2021-05-01 20:00:00,0.035,144.0,0.002,144.0,0.008,144.0,0.01,144.0,0.0003,146.0,0.528,144.0,28.8,151.0,24.4,144.0,27.2,144.0,14.2,144.0,8.0,144.0,275.7,144.0,0.0,144.0,7.0,28.5,144.0,7.0,0.035,144.0,0.001,144.0,0.008,144.0,0.009,144.0,0.0004,144.0,0.53,144.0,7.0,7.0,0.23,151.0
21,2021-05-01 21:00:00,0.027,144.0,0.002,144.0,0.016,144.0,0.018,144.0,0.0006,144.0,0.61,144.0,23.2,151.0,24.3,144.0,25.3,144.0,18.4,144.0,6.8,144.0,275.6,144.0,0.0,144.0,7.0,23.0,144.0,7.0,0.027,144.0,0.002,144.0,0.016,144.0,0.017,144.0,0.0009,144.0,0.617,144.0,7.0,7.0,0.21,151.0
22,2021-05-01 22:00:00,0.025,144.0,0.005,144.0,0.015,144.0,0.019,144.0,0.0017,144.0,0.567,144.0,24.5,151.0,24.3,144.0,24.2,144.0,23.5,144.0,7.7,144.0,274.1,144.0,0.0,144.0,7.0,24.3,144.0,7.0,0.025,144.0,0.004,144.0,0.015,144.0,0.019,144.0,0.0019,144.0,0.571,144.0,7.0,7.0,0.22,151.0
23,2021-05-01 23:00:00,0.021,144.0,0.003,144.0,0.014,144.0,0.016,144.0,0.0009,144.0,0.595,144.0,19.0,151.0,24.2,144.0,23.2,144.0,30.0,144.0,4.6,144.0,280.8,144.0,0.0,144.0,7.0,18.8,144.0,7.0,0.022,144.0,0.002,144.0,0.013,144.0,0.015,144.0,0.0012,151.0,0.6,151.0,7.0,7.0,0.22,151.0
24,2021-05-02 00:00:00,0.02,144.0,0.002,144.0,0.012,144.0,0.014,144.0,0.0008,144.0,0.654,144.0,22.2,151.0,24.3,144.0,22.3,144.0,35.6,144.0,3.2,144.0,269.8,144.0,0.0,144.0,7.0,22.0,144.0,7.0,0.021,144.0,0.001,144.0,0.012,144.0,0.013,144.0,0.0011,151.0,0.66,144.0,7.0,7.0,0.21,151.0
25,2021-05-02 01:00:00,0.016,144.0,0.002,144.0,0.016,144.0,0.018,144.0,0.0009,144.0,0.687,144.0,22.8,151.0,24.3,144.0,21.5,144.0,38.3,144.0,1.1,144.0,244.7,144.0,0.0,144.0,7.0,22.6,144.0,7.0,0.016,144.0,0.002,144.0,0.016,144.0,0.017,144.0,0.0012,144.0,0.691,144.0,7.0,7.0,0.22,151.0
26,2021-05-02 02:00:00,0.021,144.0,0.002,144.0,0.01,144.0,0.012,144.0,0.0006,144.0,0.647,144.0,24.2,151.0,24.3,144.0,20.9,144.0,38.1,144.0,1.6,144.0,240.7,144.0,0.0,144.0,7.0,23.9,144.0,7.0,0.021,144.0,0.001,144.0,0.01,144.0,0.011,144.0,0.0007,144.0,0.653,144.0,7.0,7.0,0.22,151.0
27,2021-05-02 03:00:00,0.021,144.0,0.002,144.0,0.009,144.0,0.011,144.0,0.0003,146.0,0.648,144.0,15.6,151.0,24.3,144.0,19.3,144.0,42.3,144.0,3.3,144.0,288.0,144.0,0.0,144.0,7.0,15.4,144.0,7.0,0.021,144.0,0.001,144.0,0.009,144.0,0.01,144.0,0.0003,144.0,0.654,144.0,7.0,7.0,0.21,151.0
28,2021-05-02 04:00:00,0.027,144.0,0.002,144.0,0.005,144.0,0.007,144.0,0.0003,146.0,0.589,144.0,12.5,151.0,24.3,144.0,18.4,144.0,41.1,144.0,3.4,144.0,276.8,144.0,0.0,144.0,7.0,12.3,144.0,7.0,0.027,144.0,0.001,144.0,0.005,144.0,0.006,144.0,0.0002,144.0,0.595,144.0,7.0,7.0,0.21,151.0
29,2021-05-02 05:00:00,0.026,144.0,0.002,144.0,0.007,144.0,0.008,144.0,0.0003,146.0,0.602,144.0,8.8,151.0,24.3,144.0,17.6,144.0,43.6,144.0,2.6,144.0,266.9,144.0,0.0,144.0,7.0,8.7,144.0,7.0,0.026,144.0,0.002,144.0,0.006,144.0,0.008,144.0,0.0002,144.0,0.609,144.0,7.0,7.0,0.21,151.0
30,2021-05-02 06:00:00,0.026,144.0,0.002,144.0,0.006,144.0,0.007,144.0,0.0003,146.0,0.621,144.0,9.4,151.0,24.3,144.0,17.0,144.0,46.3,144.0,2.6,144.0,263.0,144.0,0.0,144.0,7.0,9.3,144.0,7.0,0.026,144.0,0.001,144.0,0.005,144.0,0.007,144.0,0.0003,144.0,0.627,144.0,7.0,7.0,0.21,151.0
31,2021-05-02 07:00:00,0.024,144.0,0.003,144.0,0.009,144.0,0.012,144.0,0.0004,146.0,0.618,144.0,10.5,144.0,24.3,144.0,16.6,144.0,46.9,144.0,2.5,144.0,283.8,144.0,0.0,144.0,7.0,10.4,144.0,7.0,0.024,144.0,0.002,144.0,0.009,144.0,0.011,144.0,0.0004,144.0,0.623,144.0,7.0,7.0,0.26,151.0
32,2021-05-02 08:00:00,0.026,144.0,0.007,144.0,0.013,144.0,0.02,144.0,0.0003,146.0,0.635,144.0,7.4,151.0,24.3,144.0,18.1,144.0,41.5,144.0,2.6,144.0,185.7,144.0,0.0,144.0,7.0,7.3,144.0,7.0,0.027,144.0,0.007,144.0,0.013,144.0,0.019,144.0,0.0003,144.0,0.64,144.0,7.0,7.0,0.75,151.0
33,2021-05-02 09:00:00,0.029,144.0,0.006,144.0,0.013,144.0,0.019,144.0,0.0005,144.0,0.613,144.0,14.7,151.0,24.3,144.0,19.6,144.0,35.7,144.0,2.1,144.0,154.9,144.0,0.0,144.0,7.0,14.6,144.0,7.0,0.029,144.0,0.006,144.0,0.012,144.0,0.018,144.0,0.0007,144.0,0.618,144.0,7.0,7.0,2.11,151.0
34,2021-05-02 10:00:00,0.035,144.0,0.008,144.0,0.014,144.0,0.021,144.0,0.0009,144.0,0.602,144.0,18.2,151.0,24.2,144.0,21.8,144.0,29.0,144.0,2.1,144.0,164.2,144.0,0.0,144.0,7.0,18.0,144.0,7.0,0.035,144.0,0.007,144.0,0.014,144.0,0.021,144.0,0.0012,144.0,0.607,144.0,7.0,7.0,4.24,151.0
35,2021-05-02 11:00:00,0.043,144.0,0.006,144.0,0.013,144.0,0.019,144.0,0.0009,144.0,0.531,144.0,21.2,151.0,24.2,144.0,24.6,144.0,20.8,144.0,2.5,144.0,135.8,144.0,0.0,144.0,7.0,21.0,144.0,7.0,0.043,144.0,0.005,144.0,0.013,144.0,0.019,144.0,0.0011,144.0,0.53,144.0,7.0,7.0,6.62,151.0
36,2021-05-02 12:00:00,0.057,144.0,0.003,144.0,0.004,144.0,0.007,144.0,0.0006,144.0,0.339,144.0,12.6,151.0,24.2,151.0,28.0,144.0,5.1,144.0,10.2,144.0,261.6,144.0,0.0,144.0,7.0,12.5,144.0,7.0,0.058,151.0,0.003,151.0,0.004,144.0,0.007,144.0,0.0007,144.0,0.338,144.0,7.0,7.0,8.79,151.0
37,2021-05-02 13:00:00,0.055,144.0,0.003,144.0,0.004,144.0,0.007,144.0,0.0004,146.0,0.343,144.0,9.6,144.0,24.4,144.0,29.2,144.0,6.4,144.0,8.4,144.0,255.8,144.0,0.0,144.0,7.0,9.5,144.0,7.0,0.055,144.0,0.002,144.0,0.004,144.0,0.006,144.0,0.0006,144.0,0.343,144.0,7.0,7.0,9.7,151.0
38,2021-05-02 14:00:00,0.049,144.0,0.004,144.0,0.006,144.0,0.009,144.0,0.0008,144.0,0.338,144.0,13.6,144.0,24.5,144.0,30.5,144.0,5.0,144.0,9.2,144.0,270.2,144.0,0.0,144.0,7.0,13.4,144.0,7.0,0.049,144.0,0.003,144.0,0.005,144.0,0.008,144.0,0.001,144.0,0.34,144.0,7.0,7.0,9.72,151.0
39,2021-05-02 15:00:00,0.047,144.0,0.003,144.0,0.004,144.0,0.007,144.0,0.0004,146.0,0.342,144.0,12.5,151.0,24.5,144.0,31.1,144.0,6.2,144.0,9.0,144.0,261.0,144.0,0.0,144.0,7.0,12.4,144.0,7.0,0.047,144.0,0.003,144.0,0.004,144.0,0.007,144.0,0.0005,144.0,0.345,144.0,7.0,7.0,8.55,151.0
40,2021-05-02 16:00:00,0.044,144.0,0.005,144.0,0.008,144.0,0.012,144.0,0.0015,144.0,0.391,144.0,15.3,144.0,24.6,144.0,31.8,144.0,6.1,144.0,9.4,144.0,267.4,144.0,0.0,144.0,7.0,15.1,144.0,7.0,0.044,144.0,0.004,144.0,0.008,144.0,0.012,144.0,0.0018,144.0,0.391,144.0,7.0,7.0,6.33,151.0
41,2021-05-02 17:00:00,0.045,144.0,0.005,144.0,0.01,144.0,0.015,144.0,0.0016,144.0,0.455,144.0,19.4,151.0,24.7,144.0,32.0,144.0,5.6,144.0,8.7,144.0,264.8,144.0,0.0,144.0,7.0,19.3,144.0,7.0,0.045,144.0,0.005,144.0,0.01,144.0,0.014,144.0,0.002,144.0,0.457,144.0,7.0,7.0,3.76,151.0
42,2021-05-02 18:00:00,0.05,144.0,0.002,144.0,0.004,144.0,0.006,144.0,0.0004,146.0,0.483,144.0,20.6,151.0,24.7,144.0,31.7,144.0,6.8,144.0,5.8,144.0,245.9,144.0,0.0,144.0,7.0,20.4,144.0,7.0,0.05,144.0,0.002,144.0,0.004,144.0,0.006,144.0,0.0005,144.0,0.486,144.0,7.0,7.0,1.6,151.0
43,2021-05-02 19:00:00,0.048,144.0,0.002,144.0,0.009,144.0,0.01,144.0,0.0003,146.0,0.557,144.0,21.4,151.0,24.7,144.0,30.9,144.0,7.0,144.0,7.1,144.0,243.0,144.0,0.0,144.0,7.0,21.2,144.0,7.0,0.048,144.0,0.002,144.0,0.008,144.0,0.01,144.0,0.0003,144.0,0.564,144.0,7.0,7.0,0.5,151.0
44,2021-05-02 20:00:00,0.042,144.0,0.002,144.0,0.012,144.0,0.013,144.0,0.0004,146.0,0.613,144.0,27.7,144.0,24.6,144.0,28.8,144.0,8.4,144.0,7.3,144.0,256.5,144.0,0.0,144.0,7.0,27.4,144.0,7.0,0.042,144.0,0.001,144.0,0.012,144.0,0.013,144.0,0.0004,144.0,0.623,144.0,7.0,7.0,0.23,151.0
45,2021-05-02 21:00:00,0.03,144.0,0.003,144.0,0.023,144.0,0.026,144.0,0.0026,144.0,0.56,144.0,34.4,151.0,24.4,144.0,26.4,144.0,13.0,144.0,7.3,144.0,269.5,144.0,0.0,144.0,7.0,34.1,144.0,7.0,0.03,144.0,0.003,144.0,0.023,144.0,0.025,144.0,0.0031,144.0,0.57,144.0,7.0,7.0,0.22,151.0
46,2021-05-02 22:00:00,0.037,144.0,0.002,144.0,0.011,144.0,0.013,144.0,0.0007,144.0,0.547,144.0,23.6,151.0,24.3,144.0,24.8,144.0,17.5,144.0,4.3,144.0,262.8,144.0,0.0,144.0,7.0,23.4,144.0,7.0,0.037,144.0,0.001,144.0,0.011,144.0,0.012,144.0,0.0011,144.0,0.55,144.0,7.0,7.0,0.22,151.0
47,2021-05-02 23:00:00,0.034,144.0,0.002,144.0,0.014,144.0,0.016,144.0,0.0016,144.0,0.574,144.0,23.9,151.0,24.3,144.0,23.8,144.0,21.3,144.0,4.3,144.0,266.9,144.0,0.0,144.0,7.0,23.7,144.0,7.0,0.034,144.0,0.002,144.0,0.014,144.0,0.015,144.0,0.002,151.0,0.581,151.0,7.0,7.0,0.22,151.0
48,2021-05-03 00:00:00,0.037,144.0,0.002,144.0,0.007,144.0,0.008,144.0,0.0005,144.0,0.705,144.0,28.3,151.0,24.3,144.0,22.5,144.0,24.8,144.0,4.3,144.0,193.4,144.0,0.0,144.0,7.0,28.0,144.0,7.0,0.038,144.0,0.001,144.0,0.007,144.0,0.008,144.0,0.0003,151.0,0.713,144.0,7.0,7.0,0.22,151.0
49,2021-05-03 01:00:00,0.032,144.0,0.003,144.0,0.009,144.0,0.011,144.0,0.0003,146.0,0.7,144.0,20.6,151.0,24.3,144.0,20.3,144.0,30.3,144.0,2.6,144.0,215.5,144.0,0.0,144.0,7.0,20.4,144.0,7.0,0.033,144.0,0.002,144.0,0.008,144.0,0.01,144.0,-0.0001,146.0,0.707,144.0,7.0,7.0,0.21,151.0
50,2021-05-03 02:00:00,0.032,144.0,0.003,144.0,0.007,144.0,0.01,144.0,0.0003,146.0,0.707,144.0,22.7,151.0,24.2,144.0,19.0,144.0,33.9,144.0,3.6,144.0,297.6,144.0,0.0,144.0,7.0,22.4,151.0,7.0,0.032,144.0,0.002,144.0,0.007,144.0,0.009,144.0,-0.0001,146.0,0.715,144.0,7.0,7.0,0.22,151.0
51,2021-05-03 03:00:00,0.032,144.0,0.003,144.0,0.007,144.0,0.01,144.0,0.0003,146.0,0.715,144.0,22.1,144.0,24.3,144.0,18.0,144.0,36.9,144.0,2.1,144.0,214.4,144.0,0.0,144.0,7.0,21.9,144.0,7.0,0.033,144.0,0.003,144.0,0.006,144.0,0.009,144.0,-0.0004,146.0,0.723,144.0,7.0,7.0,0.21,151.0
52,2021-05-03 04:00:00,0.031,144.0,0.002,144.0,0.007,144.0,0.008,144.0,0.0003,146.0,0.756,144.0,19.3,151.0,24.3,144.0,17.4,144.0,38.0,144.0,2.4,144.0,259.4,144.0,0.0,144.0,7.0,19.1,144.0,7.0,0.031,144.0,0.001,146.0,0.007,144.0,0.008,144.0,-0.0003,146.0,0.762,144.0,7.0,7.0,0.21,151.0
53,2021-05-03 05:00:00,0.028,144.0,0.002,144.0,0.013,144.0,0.014,144.0,0.0004,146.0,0.847,144.0,21.2,151.0,24.3,144.0,16.9,144.0,38.3,144.0,1.2,144.0,232.7,144.0,0.0,144.0,7.0,21.0,144.0,7.0,0.028,144.0,0.001,144.0,0.013,144.0,0.014,144.0,-0.0002,146.0,0.852,144.0,7.0,7.0,0.21,151.0
54,2021-05-03 06:00:00,0.016,144.0,0.005,144.0,0.032,144.0,0.037,144.0,0.0003,146.0,1.143,144.0,31.8,151.0,24.2,144.0,16.2,144.0,39.5,144.0,1.9,144.0,249.1,144.0,0.0,144.0,7.0,31.5,144.0,7.0,0.016,144.0,0.004,144.0,0.032,144.0,0.036,144.0,-0.0001,146.0,1.147,144.0,7.0,7.0,0.21,151.0
55,2021-05-03 07:00:00,0.009,144.0,0.005,144.0,0.046,144.0,0.051,144.0,0.0003,146.0,1.296,144.0,37.8,151.0,24.2,144.0,15.5,144.0,39.6,144.0,1.9,144.0,283.1,144.0,0.0,144.0,7.0,37.5,144.0,7.0,0.009,144.0,0.005,144.0,0.046,144.0,0.05,144.0,0.0001,146.0,1.299,144.0,7.0,7.0,0.27,151.0
56,2021-05-03 08:00:00,0.021,144.0,0.013,144.0,0.036,144.0,0.048,144.0,0.0004,146.0,1.278,144.0,44.7,151.0,24.3,144.0,17.2,144.0,34.2,144.0,1.1,144.0,243.0,144.0,0.0,144.0,7.0,44.3,144.0,7.0,0.021,144.0,0.012,144.0,0.036,144.0,0.048,144.0,0.0004,144.0,1.282,144.0,7.0,7.0,0.75,151.0
57,2021-05-03 09:00:00,0.02,144.0,0.025,144.0,0.049,144.0,0.074,144.0,0.0009,144.0,1.569,144.0,50.2,144.0,24.3,144.0,19.9,144.0,29.0,144.0,1.7,144.0,129.5,144.0,0.0,144.0,7.0,49.8,144.0,7.0,0.02,144.0,0.025,144.0,0.049,144.0,0.074,144.0,0.0013,144.0,1.572,144.0,7.0,7.0,2.09,151.0
58,2021-05-03 10:00:00,0.032,144.0,0.018,144.0,0.043,144.0,0.06,144.0,0.0024,144.0,1.446,144.0,56.6,151.0,24.3,144.0,21.9,144.0,24.4,144.0,2.7,144.0,133.4,144.0,0.0,144.0,7.0,56.1,144.0,7.0,0.033,144.0,0.017,144.0,0.042,144.0,0.059,144.0,0.0029,144.0,1.449,144.0,7.0,7.0,4.13,151.0
59,2021-05-03 11:00:00,0.049,144.0,0.005,144.0,0.015,144.0,0.02,144.0,0.0004,146.0,0.857,144.0,52.2,151.0,24.3,144.0,23.9,144.0,16.5,144.0,3.5,144.0,171.7,144.0,0.0,144.0,7.0,51.7,144.0,7.0,0.05,144.0,0.005,144.0,0.015,144.0,0.02,144.0,0.0004,144.0,0.863,144.0,7.0,7.0,6.63,151.0
60,2021-05-03 12:00:00,0.053,144.0,0.004,144.0,0.009,144.0,0.013,144.0,0.0003,146.0,0.698,144.0,39.9,151.0,24.4,144.0,26.5,144.0,9.3,144.0,4.0,144.0,180.2,144.0,0.0,144.0,7.0,39.5,144.0,7.0,0.053,144.0,0.003,144.0,0.009,144.0,0.012,144.0,0.0,146.0,0.706,144.0,7.0,7.0,8.81,151.0
61,2021-05-03 13:00:00,0.046,144.0,0.003,144.0,0.005,144.0,0.008,144.0,0.0003,146.0,0.613,144.0,21.0,151.0,24.5,144.0,28.7,144.0,5.8,144.0,6.1,144.0,224.3,144.0,0.0,144.0,7.0,20.8,144.0,7.0,0.046,144.0,0.002,144.0,0.005,144.0,0.007,144.0,-0.0004,146.0,0.622,144.0,7.0,7.0,9.96,151.0
62,2021-05-03 14:00:00,0.048,144.0,0.003,144.0,0.005,144.0,0.007,144.0,0.0003,146.0,0.647,144.0,26.1,144.0,24.6,144.0,29.7,144.0,6.0,144.0,7.5,144.0,223.3,144.0,0.0,144.0,7.0,25.8,144.0,7.0,0.049,144.0,0.003,144.0,0.004,144.0,0.007,144.0,-0.0003,146.0,0.655,144.0,7.0,7.0,9.38,151.0
63,2021-05-03 15:00:00,0.053,144.0,0.002,144.0,0.005,144.0,0.007,144.0,0.0003,146.0,0.715,144.0,28.9,151.0,24.7,144.0,30.7,144.0,4.6,144.0,7.8,144.0,239.0,144.0,0.0,144.0,7.0,28.6,144.0,7.0,0.053,144.0,0.002,144.0,0.005,144.0,0.006,144.0,-0.0001,146.0,0.724,144.0,7.0,7.0,7.62,151.0
64,2021-05-03 16:00:00,0.049,144.0,0.003,144.0,0.005,144.0,0.008,144.0,0.0003,146.0,0.729,144.0,38.6,151.0,24.8,144.0,31.1,144.0,4.0,144.0,8.5,144.0,223.6,144.0,0.0,144.0,7.0,38.2,144.0,7.0,0.05,144.0,0.003,144.0,0.005,144.0,0.008,144.0,-0.0003,146.0,0.739,144.0,7.0,7.0,5.67,151.0
65,2021-05-03 17:00:00,0.052,144.0,0.003,144.0,0.007,144.0,0.01,144.0,0.0003,146.0,0.801,144.0,39.6,151.0,24.8,144.0,31.2,144.0,4.1,144.0,8.0,144.0,226.9,144.0,0.0,144.0,7.0,39.2,144.0,7.0,0.052,144.0,0.003,144.0,0.007,144.0,0.009,144.0,-0.0001,146.0,0.811,144.0,7.0,7.0,3.15,151.0
66,2021-05-03 18:00:00,0.053,144.0,0.002,144.0,0.008,144.0,0.01,144.0,0.0003,146.0,0.871,144.0,37.1,151.0,24.8,144.0,30.9,144.0,4.1,144.0,6.8,144.0,229.2,144.0,0.0,144.0,7.0,36.7,144.0,7.0,0.053,144.0,0.001,144.0,0.008,144.0,0.009,144.0,-0.0001,146.0,0.883,144.0,7.0,7.0,1.31,151.0
