,AGU,ATM,LDO,LPIN,MIR,SFE,TLA,VAL,CEN,OBL_med,OBL_pred
20,-1.0,-1.0,48.8,-1.0,-1.0,-1.0,-1.0,33.8,33.58,32.8,27.797031
21,62.3,-1.0,-1.0,58.4,66.33,200.98,-1.0,38.9,48.61,69.2,38.420563
22,-1.0,27.5,33.0,96.5,-1.0,-1.0,28.99,27.6,32.16,52.1,33.594395
23,-1.0,-1.0,57.8,117.3,61.58,130.12,31.2,38.0,24.6,26.6,27.155382
24,-1.0,29.1,38.8,38.2,-1.0,-1.0,-1.0,20.7,34.09,32.2,32.95841
25,-1.0,39.6,57.1,370.6,104.0,227.36,142.3,-1.0,88.7,119.1,72.8604
26,-1.0,42.1,39.0,50.2,65.27,140.11,-1.0,-1.0,43.9,52.5,49.857494
27,-1.0,60.7,40.9,27.0,-1.0,82.374,40.8,35.0,42.3,24.2,47.65035
28,42.5,51.6,-1.0,76.6,72.79,83.058,-1.0,75.9,48.5,47.2,48.632694
29,47.2,44.2,-1.0,-1.0,75.3,68.303,60.62,-1.0,43.72,30.3,34.000748
30,33.99,-1.0,39.31,-1.0,74.77,26.67,26.44,37.09,37.94,38.22,42.902225
31,-1.0,98.4,59.3,149.0,78.56,178.36,88.6,50.3,-1.0,58.7,77.35023
32,-1.0,25.5,44.8,32.7,39.25,37.456,48.1,-1.0,21.8,25.0,30.467855
33,-1.0,55.4,76.9,78.8,29.0,72.839,47.11,-1.0,-1.0,38.6,50.71636
34,-1.0,10.1,23.2,34.4,-1.0,-1.0,-1.0,-1.0,19.72,20.6,22.245918
35,-1.0,-1.0,50.8,39.3,30.55,42.904,25.3,15.8,13.8,12.7,18.260584
36,-1.0,-1.0,19.7,47.7,42.25,54.33,40.7,30.2,43.1,33.9,32.354416
37,-1.0,1.2,13.3,11.6,24.44,47.037,11.8,11.3,13.07,9.5,11.627989
38,29.43,50.87,45.61,52.2,-1.0,79.31,43.12,54.82,51.36,57.84,56.600124
39,-1.0,66.0,97.3,172.0,226.45,163.29,93.1,-1.0,17.9,76.6,68.9145
40,-1.0,-1.0,32.0,-1.0,-1.0,-1.0,-1.0,51.8,28.04,19.3,28.515862
41,72.44,117.33,-1.0,-1.0,-1.0,31.11,87.58,40.04,70.69,72.69,75.93212
42,54.45,66.95,42.51,-1.0,-1.0,112.96,41.0,44.92,39.84,52.57,57.63415
43,-1.0,23.3,44.0,36.7,-1.0,-1.0,-1.0,38.3,35.29,37.5,33.613228
44,-1.0,16.5,-1.0,47.2,-1.0,-1.0,-1.0,23.0,25.23,18.7,21.474926
45,-1.0,-1.0,-1.0,14.1,18.54,28.948,2.5,22.4,12.3,8.8,14.05342
46,-1.0,42.3,46.9,40.6,-1.0,-1.0,38.95,17.4,26.28,20.2,29.81926
47,15.82,10.32,9.85,-1.0,74.05,70.76,7.4,13.93,16.07,12.98,17.29987
48,-1.0,-1.0,-1.0,12.5,26.67,31.034,16.7,15.7,11.6,16.6,12.971117
49,-1.0,45.1,79.1,174.8,66.32,141.31,47.3,-1.0,34.6,71.7,40.502266
50,33.1,23.3,-1.0,90.0,40.02,67.147,40.9,29.0,33.81,24.8,33.646633
51,66.1,55.2,57.9,175.0,108.36,182.31,84.3,51.9,91.43,46.9,65.46008
52,17.9,-1.0,-1.0,26.0,18.68,28.004,26.6,19.6,24.28,13.3,20.325462
53,-1.0,-1.0,-1.0,19.7,36.08,25.363,19.5,8.1,12.1,12.1,14.964217
54,-1.0,-1.0,25.6,20.7,18.85,39.944,16.0,49.6,16.2,16.6,19.687574
55,40.47,58.22,68.57,-1.0,-1.0,93.38,38.45,40.17,44.52,45.47,53.12934
56,-1.0,17.2,38.9,72.4,-1.0,-1.0,-1.0,27.0,38.11,26.7,28.592184
57,-1.0,6.5,47.1,97.9,-1.0,50.46,26.6,-1.0,19.8,26.8,26.452684
58,-1.0,73.2,58.1,219.7,106.89,158.67,64.5,-1.0,76.0,65.7,65.94946
59,43.68,36.36,62.67,67.12,-1.0,-1.0,48.41,37.25,28.92,24.59,39.1393
60,-1.0,24.0,22.9,33.9,-1.0,54.563,15.0,-1.0,10.3,20.6,25.23533
61,-1.0,21.7,51.4,51.8,25.98,41.703,23.2,-1.0,18.6,68.6,24.927086
62,-1.0,44.4,51.1,155.6,-1.0,-1.0,69.28,30.8,55.06,55.3,48.18105
63,-1.0,20.8,69.9,61.7,-1.0,-1.0,-1.0,38.4,30.64,32.1,33.4316
64,-1.0,-1.0,-1.0,44.9,43.54,57.089,25.6,25.8,26.8,30.9,26.327194
65,-1.0,-1.0,-1.0,8.1,17.34,26.927,15.7,18.4,16.1,15.2,13.866576
66,21.5,27.1,-1.0,30.0,24.19,58.315,-1.0,28.5,21.07,21.8,22.082209
67,14.2,11.1,-1.0,41.7,27.4,24.44,23.09,-1.0,17.67,10.3,14.618187
68,-1.0,-1.0,-1.0,17.7,22.72,35.956,22.4,21.3,32.3,17.3,20.474777
69,-1.0,25.0,57.9,197.2,-1.0,-1.0,-1.0,16.1,20.03,20.3,31.421473
70,-1.0,41.9,51.0,101.9,115.18,126.19,51.5,-1.0,34.9,18.7,41.36781
71,31.2,-1.0,-1.0,53.0,68.01,65.727,54.2,44.2,61.0,44.7,49.829075
72,-1.0,16.0,35.1,21.5,-1.0,43.927,21.8,11.9,22.6,1.2,19.339087
73,14.84,28.13,20.5,-1.0,-1.0,53.69,25.65,26.82,20.74,18.0,26.589252
74,-1.0,-1.0,-1.0,17.1,29.44,36.303,18.6,37.1,20.1,21.1,19.337307
75,15.6,33.18,34.21,-1.0,97.52,90.19,20.11,26.35,23.1,30.98,28.928896
76,-1.0,-1.0,-1.0,23.7,15.6,35.115,18.8,5.5,18.1,15.2,14.301633
77,-1.0,-1.0,31.8,39.5,43.35,112.7,16.5,48.3,29.3,31.4,30.738657
78,22.46,27.84,-1.0,-1.0,-1.0,70.58,25.37,54.51,26.97,22.94,29.088259
79,9.5,-1.0,-1.0,4.0,-1.0,20.003,19.6,14.9,7.0,6.1,6.669661
80,-1.0,-1.0,74.6,100.6,101.66,134.37,71.6,88.3,95.1,32.7,72.63073
81,-1.0,36.9,83.2,177.7,127.45,305.42,46.7,40.8,44.7,29.5,41.283875
82,-1.0,40.4,94.0,152.2,-1.0,-1.0,56.34,31.4,37.8,37.4,39.03787
83,-1.0,-1.0,-1.0,45.2,34.75,42.595,39.4,56.0,41.6,29.4,35.949326
84,-1.0,38.8,42.5,91.4,81.27,95.197,50.2,-1.0,18.9,47.3,42.442272
85,33.76,56.36,32.67,-1.0,-1.0,55.23,47.01,17.49,57.64,35.11,68.22151
86,24.0,32.29,40.51,70.55,-1.0,99.16,24.8,30.99,-1.0,27.41,27.96444
87,-1.0,71.2,61.3,51.9,87.41,88.818,67.1,-1.0,69.0,41.8,67.090416
88,-1.0,84.6,106.5,220.6,145.69,121.3,56.6,-1.0,30.3,82.0,81.61407
89,25.6,20.36,16.62,30.71,-1.0,-1.0,24.65,15.28,26.27,21.47,29.06331
90,-1.0,57.7,45.7,62.4,78.3,71.51,57.2,-1.0,-1.0,30.9,57.558914
91,-1.0,-1.0,16.6,34.7,-1.0,-1.0,32.58,32.5,12.83,12.4,14.812911
92,-1.0,17.8,26.7,45.6,47.51,51.311,21.2,-1.0,27.1,18.2,24.463099
93,11.1,18.6,-1.0,53.0,40.31,32.655,15.9,16.9,13.41,10.8,15.86051
94,38.67,56.01,42.05,-1.0,-1.0,149.96,32.55,52.97,59.1,52.21,49.895847
95,-1.0,28.8,45.1,48.9,-1.0,-1.0,44.37,60.2,38.41,35.4,39.74411
96,7.1,14.9,-1.0,-1.0,17.7,17.919,30.38,-1.0,9.69,8.6,12.952104
97,-1.0,14.0,77.1,62.3,-1.0,-1.0,-1.0,35.9,33.68,27.4,33.242363
98,-1.0,59.3,75.7,151.4,-1.0,108.143,56.1,50.7,79.6,63.6,66.99076
99,12.6,-1.0,-1.0,24.9,-1.0,62.709,30.5,31.3,20.0,16.4,17.721304
100,-1.0,26.0,11.8,33.5,45.46,61.47,16.8,-1.0,15.7,18.4,25.179224
101,-1.0,28.8,65.2,107.5,-1.0,-1.0,38.96,39.0,33.88,39.8,38.747383
102,-1.0,-1.0,9.1,18.3,17.31,42.093,25.8,24.4,17.5,23.5,18.295551
103,-1.0,41.6,56.0,102.8,162.05,60.31,48.9,-1.0,44.0,47.0,44.310665
104,-1.0,32.8,39.1,35.7,43.3,69.765,30.0,-1.0,35.8,27.7,35.704063
105,-1.0,37.3,42.7,39.7,64.6,55.791,20.28,-1.0,-1.0,50.4,39.083027
106,72.3,62.3,-1.0,249.3,84.63,145.99,56.8,46.8,41.21,56.5,52.253746
107,-1.0,41.9,70.5,45.4,-1.0,59.804,45.6,-1.0,39.2,57.1,45.3909
108,-1.0,-1.0,22.7,16.1,19.74,57.796,33.7,21.3,16.2,17.7,19.808207
109,27.2,28.1,-1.0,61.3,37.02,54.293,-1.0,23.6,37.19,41.4,30.555414
110,32.8,-1.0,-1.0,60.4,47.27,76.374,-1.0,45.0,34.3,32.3,33.18387
111,-1.0,16.0,63.3,61.1,-1.0,-1.0,41.86,43.0,31.31,32.3,35.596474
112,-1.0,52.3,56.4,159.0,-1.0,-1.0,91.88,91.3,85.76,52.2,73.61059
113,-1.0,25.4,25.1,81.4,-1.0,-1.0,-1.0,72.1,30.5,56.9,30.654917
114,-1.0,55.8,84.9,106.1,61.59,76.255,54.8,57.3,45.63,52.9,42.447933
115,-1.0,12.0,23.1,8.1,33.96,44.91,13.6,15.8,-1.0,0.09,16.944946
116,-1.0,-1.0,-1.0,49.5,-1.0,105.91,16.6,28.1,19.4,14.0,14.233019
117,-1.0,53.0,46.8,107.8,120.98,117.84,57.6,-1.0,69.8,70.1,56.259377
118,-1.0,-1.0,-1.0,21.0,-1.0,75.997,13.3,22.6,28.2,13.5,14.940242
119,-1.0,39.1,79.7,66.4,-1.0,-1.0,55.5,26.1,29.56,38.8,35.52613
120,-1.0,-1.0,32.3,46.7,33.63,52.608,43.3,75.6,39.6,39.8,37.351048
121,43.3,58.5,-1.0,105.9,46.57,159.5,39.4,42.8,42.93,50.2,44.276432
122,-1.0,9.57,23.87,-1.0,253.64,57.29,23.33,7.93,16.98,5.37,20.475164
123,-1.0,64.1,61.9,93.6,67.8,105.02,70.1,-1.0,72.1,57.9,64.076065
124,52.8,-1.0,-1.0,80.8,60.17,184.63,47.1,49.7,58.13,42.2,54.891743
125,-1.0,15.0,27.3,32.0,-1.0,-1.0,24.28,15.4,15.56,25.8,19.00709
126,-1.0,43.8,81.7,-1.0,-1.0,-1.0,36.74,47.0,38.64,50.9,53.384598
127,29.3,29.7,-1.0,76.1,35.26,65.885,-1.0,30.6,30.5,80.0,32.688435
128,-1.0,88.8,227.3,352.3,309.78,269.09,138.9,221.8,156.5,75.9,129.89142
129,64.31,115.96,71.29,167.98,-1.0,29.33,68.42,62.43,-1.0,80.28,99.12857
130,66.2,46.0,-1.0,92.4,74.33,122.26,-1.0,52.9,39.76,55.6,45.527
131,-1.0,-1.0,32.1,229.3,201.8,147.67,45.73,-1.0,-1.0,28.3,36.933617
132,-1.0,10.7,45.6,75.9,-1.0,-1.0,-1.0,45.3,29.51,33.7,28.38485
133,-1.0,80.8,61.2,93.8,185.24,124.71,56.2,53.8,53.62,49.6,58.20299
134,53.1,-1.0,-1.0,-1.0,43.9,50.628,30.53,-1.0,15.05,14.7,14.161873
135,26.6,-1.0,-1.0,91.5,45.83,-1.0,-1.0,9.9,18.8,24.2,36.271683
136,-1.0,70.6,107.3,128.7,-1.0,187.8,83.0,-1.0,47.1,71.0,65.18564
137,-1.0,73.8,98.8,-1.0,-1.0,-1.0,-1.0,76.0,61.06,73.5,73.54949
138,34.83,62.59,83.4,-1.0,37.2,111.92,77.38,53.64,79.15,76.01,74.62816
139,-1.0,16.7,39.3,77.9,-1.0,66.586,25.9,-1.0,36.6,29.3,33.822124
140,44.6,39.7,-1.0,43.2,52.94,46.34,-1.0,48.9,46.89,33.0,40.41277
141,-1.0,-1.0,-1.0,90.9,66.69,76.158,42.8,22.1,14.1,10.6,23.805681
142,7.7,18.6,-1.0,-1.0,21.8,18.883,23.43,-1.0,13.89,11.6,11.125153
143,-1.0,52.6,61.5,80.4,59.13,97.725,50.1,-1.0,50.8,42.8,53.368137
144,39.8,-1.0,-1.0,118.9,60.12,161.95,-1.0,51.1,22.44,24.3,23.219612
145,-1.0,115.5,86.2,347.2,188.66,259.64,120.9,-1.0,121.3,82.6,99.79117
146,-1.0,-1.0,-1.0,30.5,-1.0,33.84,12.3,39.0,12.3,11.0,17.527838
147,-1.0,-1.0,-1.0,28.9,29.35,55.278,17.4,35.8,23.1,14.3,21.419003
148,-1.0,5.5,51.6,67.2,-1.0,-1.0,-1.0,30.8,25.42,29.4,25.007113
149,-1.0,40.8,45.0,54.2,36.58,62.937,49.5,-1.0,46.2,44.4,42.45322
150,-1.0,57.9,105.4,151.4,77.29,157.8,81.9,-1.0,75.1,56.9,66.10623
151,-1.0,32.8,40.5,68.3,-1.0,-1.0,43.56,34.8,31.61,29.4,36.94376
152,27.9,-1.0,-1.0,66.1,57.09,49.966,54.1,19.0,35.86,33.0,23.783821
153,-1.0,-1.0,29.2,35.7,19.01,91.238,21.6,49.1,17.3,20.1,19.262428
154,14.0,15.6,-1.0,41.4,30.43,48.95,15.7,8.0,12.51,20.2,16.020191
155,-1.0,-1.0,-1.0,27.1,22.83,31.688,26.4,30.7,14.9,6.1,16.344908
156,-1.0,21.3,41.6,66.8,-1.0,-1.0,-1.0,57.2,36.93,26.2,33.74288
157,63.52,70.65,38.9,-1.0,-1.0,22.51,56.79,62.53,55.75,66.44,69.196915
158,7.8,12.88,13.27,-1.0,300.92,40.86,16.72,10.11,16.2,32.32,20.946215
159,21.3,25.0,-1.0,27.0,36.18,47.483,-1.0,15.7,25.75,18.6,24.052076
160,-1.0,-1.0,-1.0,3.3,8.71,5.043,47.2,4.8,13.6,11.1,11.302248
161,2.07,4.13,-1.0,-1.0,33.38,11.98,-1.0,6.84,3.93,7.56,9.576493
162,-1.0,42.3,64.2,-1.0,-1.0,-1.0,-1.0,49.8,49.12,51.2,52.05181
163,20.58,14.85,12.95,-1.0,-1.0,48.91,22.85,16.18,46.82,4.43,34.400715
164,20.02,33.32,54.6,73.6,-1.0,-1.0,38.3,23.85,30.94,35.97,33.576977
165,-1.0,9.5,13.78,15.46,-1.0,-1.0,14.58,8.53,6.84,9.03,11.371442
166,45.06,69.59,44.44,-1.0,21.31,13.36,68.48,64.63,100.67,56.61,91.33047
167,-1.0,50.8,62.4,59.5,-1.0,-1.0,31.39,68.9,60.57,50.7,60.077766
168,-1.0,23.0,82.1,358.8,244.5,254.34,59.0,-1.0,-1.0,63.9,49.723553
169,32.98,38.27,45.39,-1.0,74.38,50.75,30.64,28.83,36.76,33.36,38.48369
170,-1.0,-1.0,-1.0,54.2,19.4,46.751,17.9,14.1,17.1,15.2,16.588715
171,-1.0,12.0,33.7,-1.0,-1.0,-1.0,-1.0,-1.0,28.39,30.6,28.893288
172,-1.0,27.2,46.5,65.6,-1.0,-1.0,-1.0,-1.0,22.89,28.4,29.770906
173,39.7,54.5,-1.0,140.0,144.24,149.6,65.9,33.6,80.82,55.4,44.55448
174,11.15,11.49,16.86,-1.0,212.34,42.3,12.81,12.16,12.85,32.07,15.410483
175,45.5,45.9,-1.0,96.0,55.61,67.77,-1.0,52.0,37.59,43.0,43.924774
176,-1.0,-1.0,-1.0,18.3,34.71,53.922,34.3,7.8,24.0,18.6,20.134834
177,-1.0,-1.0,-1.0,15.3,-1.0,49.893,11.5,24.3,12.8,12.8,11.041649
178,-1.0,97.1,78.1,133.5,188.03,185.84,71.4,103.5,135.56,79.4,92.3062
179,-1.0,11.4,-1.0,37.0,35.48,61.763,45.7,44.1,42.89,36.6,30.379143
180,-1.0,36.0,52.7,154.9,-1.0,117.58,36.3,-1.0,21.2,29.0,32.84511
181,51.8,53.6,-1.0,61.9,99.79,86.207,-1.0,74.3,71.12,35.6,58.063236
182,68.42,43.37,42.39,-1.0,40.72,18.42,38.06,47.94,45.45,40.99,54.926353
183,-1.0,-1.0,19.2,-1.0,-1.0,-1.0,-1.0,25.0,17.62,8.8,15.076663
184,25.9,-1.0,-1.0,25.9,-1.0,82.558,20.3,26.2,9.8,18.1,12.317558
185,50.3,49.4,86.6,179.6,115.23,204.23,83.8,61.4,92.04,54.2,58.598206
186,-1.0,29.1,47.1,78.7,-1.0,-1.0,-1.0,38.2,31.45,41.0,34.480835
187,-1.0,27.8,44.3,108.7,49.13,73.627,44.1,0.0,36.0,32.0,34.502037
188,33.22,46.93,37.07,-1.0,110.87,148.74,29.24,26.36,30.33,29.9,35.443573
189,37.3,44.1,-1.0,39.0,47.36,74.56,-1.0,47.1,49.18,38.7,40.465305
190,78.6,-1.0,-1.0,91.6,92.14,74.902,-1.0,67.7,59.95,54.9,67.06909
191,-1.0,74.7,86.5,-1.0,-1.0,-1.0,67.41,63.0,46.4,70.0,69.6617
192,-1.0,87.6,135.1,98.7,154.92,211.4,97.1,101.0,113.01,92.5,85.93849
193,-1.0,11.5,51.7,58.1,-1.0,-1.0,-1.0,18.7,18.45,26.4,18.778568
194,-1.0,-1.0,-1.0,35.7,19.72,39.393,14.8,19.5,10.6,10.9,13.141047
195,-1.0,38.4,56.4,42.4,55.8,47.709,52.57,-1.0,-1.0,35.3,39.695015
196,-1.0,23.6,29.6,77.0,74.38,55.139,26.8,-1.0,71.5,22.8,37.079903
197,-1.0,-1.0,47.8,32.9,30.89,35.579,36.6,42.9,20.1,23.7,25.827574
198,-1.0,20.6,33.0,37.0,-1.0,-1.0,9.67,18.0,22.64,17.4,25.004147
199,48.3,-1.0,-1.0,164.7,164.72,102.78,69.1,37.7,60.94,39.7,40.30567
200,-1.0,-1.0,20.5,116.0,52.42,86.038,50.4,27.4,29.5,20.9,31.234486
201,10.5,20.5,-1.0,-1.0,11.3,-1.0,32.21,-1.0,-1.0,12.9,9.418984
202,84.64,-1.0,59.23,-1.0,52.17,99.62,47.29,59.31,81.42,91.65,83.048386
203,12.45,20.12,24.68,-1.0,-1.0,35.34,20.47,17.79,20.24,14.48,23.232883
204,29.88,39.92,52.79,66.07,-1.0,16.73,42.7,31.09,-1.0,33.46,50.917637
205,15.26,26.66,-1.0,-1.0,125.14,80.32,25.45,16.75,32.82,53.47,30.63179
206,27.6,18.5,30.7,25.3,31.39,32.897,29.6,29.1,21.05,14.5,23.99025
207,70.6,-1.0,-1.0,31.7,61.15,115.54,34.0,83.7,-1.0,25.8,36.50848
208,-1.0,25.5,31.9,42.5,48.01,94.022,49.5,-1.0,31.6,37.6,32.183563
209,-1.0,19.7,27.7,24.3,-1.0,-1.0,22.72,41.7,28.05,30.1,28.060345
210,3.2,21.4,-1.0,7.3,2.4,16.642,17.96,-1.0,4.35,7.7,6.2234488
211,-1.0,23.6,37.7,34.9,38.35,69.264,49.5,-1.0,28.7,10.9,29.521385
212,-1.0,41.0,59.4,290.5,-1.0,92.192,50.6,45.2,42.2,37.3,51.894737
213,-1.0,149.1,95.8,421.9,148.18,218.73,180.4,153.2,235.48,90.2,136.0401
214,77.14,-1.0,105.9,-1.0,37.04,86.53,92.34,79.54,61.31,41.65,66.31764
215,18.72,35.63,28.08,-1.0,30.72,22.47,31.45,21.52,26.42,25.93,32.67596
216,-1.0,31.8,48.4,91.9,-1.0,97.858,53.5,26.0,45.8,44.7,36.695885
217,-1.0,27.0,53.6,50.9,37.11,100.04,35.8,-1.0,-1.0,17.6,36.12539
218,-1.0,177.7,84.0,-1.0,-1.0,-1.0,-1.0,-1.0,109.0,100.8,122.76378
219,90.56,59.87,36.85,58.04,-1.0,-1.0,75.46,46.21,48.18,35.09,70.999374
220,-1.0,-1.0,20.1,20.5,19.02,42.737,18.0,35.8,11.7,16.5,15.651928
221,12.31,34.74,24.21,-1.0,52.23,-1.0,25.79,26.29,23.25,19.69,29.387903
222,-1.0,17.65,12.85,8.44,-1.0,142.49,6.25,5.38,15.12,9.84,13.871654
223,-1.0,-1.0,-1.0,9.3,29.78,25.873,5.8,23.5,17.8,20.2,16.81917
224,-1.0,-1.0,23.6,28.0,-1.0,24.582,14.1,37.8,27.2,29.6,24.52224
225,23.84,39.01,39.02,-1.0,-1.0,23.11,50.18,-1.0,54.81,51.78,57.943897
226,39.5,6.6,-1.0,19.3,36.0,44.715,1.03,-1.0,17.99,15.4,16.390305
227,-1.0,-1.0,32.3,-1.0,-1.0,-1.0,-1.0,30.1,33.29,22.9,24.97622
228,-1.0,102.98,144.4,-1.0,-1.0,43.17,100.94,85.52,108.09,103.08,100.91462
229,46.2,54.0,-1.0,131.2,56.37,185.7,-1.0,56.0,43.95,37.6,49.052425
230,-1.0,34.5,39.4,54.2,57.7,60.188,32.4,-1.0,37.7,37.5,35.668495
231,29.1,-1.0,-1.0,89.7,31.84,69.768,-1.0,35.5,34.27,21.4,34.116074
232,-1.0,21.1,38.7,38.5,24.47,50.496,27.9,-1.0,18.8,29.3,26.047876
233,-1.0,42.9,47.6,139.8,115.35,144.48,58.9,-1.0,41.8,47.2,48.069756
234,36.6,-1.0,-1.0,28.9,31.82,61.281,-1.0,30.6,31.16,23.8,30.07912
235,-1.0,23.8,37.1,61.5,-1.0,-1.0,16.17,6.1,15.37,25.9,15.902965
236,-1.0,25.0,27.9,40.9,26.04,32.942,24.9,-1.0,10.7,24.5,29.70017
237,-1.0,82.7,148.8,239.8,197.96,255.55,95.1,124.6,138.59,76.7,85.64305
238,-1.0,-1.0,-1.0,35.5,42.51,51.701,36.3,43.7,21.9,25.6,23.127914
239,45.7,90.86,76.76,395.2,-1.0,-1.0,118.61,59.28,111.9,123.39,92.75745
240,-1.0,-1.0,27.2,31.1,52.05,131.25,19.6,45.5,-1.0,37.6,24.837217
241,20.8,-1.0,15.7,30.7,17.69,93.498,26.2,12.3,20.01,14.0,24.274057
242,-1.0,56.9,66.3,-1.0,-1.0,-1.0,54.94,53.9,-1.0,51.2,53.457954
243,-1.0,43.3,29.7,54.8,78.12,64.869,40.6,-1.0,68.5,47.3,46.086884
244,-1.0,29.1,45.0,65.5,44.68,41.519,28.5,-1.0,33.0,18.3,33.012024
245,-1.0,80.6,135.3,298.3,196.35,296.47,103.5,71.9,140.5,34.9,64.22361
246,-1.0,-1.0,-1.0,80.4,71.04,67.954,28.6,29.6,28.7,32.0,25.206944
247,-1.0,19.3,24.8,19.8,-1.0,-1.0,25.54,-1.0,18.79,18.4,9.984779
248,35.13,38.46,26.44,-1.0,218.3,51.46,29.49,38.07,36.59,40.04,35.872055
249,-1.0,38.8,103.3,147.1,-1.0,-1.0,108.72,38.9,-1.0,69.3,42.568165
250,39.7,37.7,-1.0,48.3,38.59,-1.0,-1.0,44.6,40.1,29.4,37.192326
251,13.7,0.4,-1.0,-1.0,23.4,40.792,24.83,-1.0,14.77,15.7,12.160683
252,-1.0,47.0,62.2,119.6,73.16,121.72,71.0,76.0,-1.0,56.4,59.776764
253,-1.0,11.6,26.1,71.9,58.04,170.61,35.7,-1.0,23.2,14.2,19.181763
254,18.4,20.6,-1.0,24.9,-1.0,25.778,12.02,-1.0,9.35,12.6,8.750765
255,-1.0,30.2,22.4,26.9,54.68,70.383,34.0,-1.0,56.0,29.4,36.864742
256,-1.0,-1.0,26.0,27.5,-1.0,67.008,19.8,49.1,36.2,36.5,33.35566
257,-1.0,35.4,79.2,111.1,-1.0,-1.0,108.06,66.7,73.04,65.1,60.206463
258,39.1,27.2,-1.0,85.7,127.24,78.093,46.4,41.1,38.62,12.9,24.62375
259,64.7,74.7,-1.0,79.5,7.99,123.55,63.1,76.7,71.83,23.2,55.803833
260,-1.0,-1.0,45.6,139.5,-1.0,71.112,53.6,45.6,31.1,27.0,29.836782
261,18.44,19.69,18.92,-1.0,33.3,17.22,37.35,22.48,28.49,32.65,30.139832
262,36.49,25.56,21.46,20.22,-1.0,-1.0,42.54,16.6,21.56,25.25,27.004057
263,-1.0,71.6,83.3,107.0,136.57,136.55,80.7,-1.0,74.6,54.9,68.47213
264,35.4,36.4,-1.0,91.9,53.86,162.08,-1.0,36.3,28.76,36.1,33.517746
265,37.5,48.3,-1.0,59.1,49.13,68.312,-1.0,38.1,46.29,22.7,40.96936
266,-1.0,32.3,31.9,134.8,147.81,152.07,41.7,-1.0,46.0,55.6,38.629864
267,-1.0,35.8,50.1,45.6,55.61,56.182,49.5,-1.0,43.5,38.3,38.653313
268,-1.0,76.7,88.4,101.3,71.2,119.99,63.0,-1.0,63.1,67.5,70.3614
269,-1.0,-1.0,16.4,20.9,38.36,28.992,31.2,40.5,22.1,15.7,24.368769
270,28.18,29.66,30.02,-1.0,-1.0,85.04,26.84,30.31,22.96,22.69,28.185755
271,-1.0,34.3,39.8,6.7,-1.0,-1.0,-1.0,25.2,27.18,27.9,32.527397
272,-1.0,24.3,49.5,25.7,41.09,45.71,26.3,-1.0,4.1,27.9,27.094603
273,-1.0,77.0,69.1,-1.0,-1.0,-1.0,-1.0,-1.0,29.72,51.3,55.923782
274,29.92,41.53,22.71,-1.0,-1.0,55.15,22.72,38.11,41.55,25.87,38.138077
275,-1.0,33.6,59.4,70.0,-1.0,-1.0,155.25,91.9,61.43,61.5,65.85031
276,17.1,26.9,-1.0,50.9,51.76,-1.0,-1.0,25.8,18.81,13.2,21.029594
277,-1.0,39.6,26.9,167.1,87.57,216.98,47.5,-1.0,37.6,54.0,32.54184
278,48.1,-1.0,-1.0,61.7,99.67,-1.0,95.2,37.8,66.39,37.1,52.602333
279,-1.0,-1.0,-1.0,33.6,29.41,59.441,38.2,40.5,26.1,19.5,25.085194
