,AGU,ATM,LDO,LPIN,OBL,SFE,TLA,VAL,CEN,MIR_med,MIR_pred
36,37.7,31.4,-1.0,34.2,35.8,117.76,-1.0,40.5,35.87,60.25,52.301365
37,-1.0,19.0,78.3,202.6,57.4,116.43,76.9,-1.0,-1.0,153.28,125.73236
38,58.8,-1.0,-1.0,153.5,56.4,115.61,64.4,54.2,55.56,176.97,83.11539
39,-1.0,61.0,79.1,154.7,44.5,161.93,70.4,-1.0,51.9,88.74,109.91189
40,51.6,-1.0,-1.0,98.5,63.3,116.4,81.4,60.6,88.14,79.06,111.36933
41,-1.0,42.8,74.7,148.2,49.8,154.58,110.6,103.0,73.2,124.82,144.56448
42,-1.0,-1.0,-1.0,-1.0,-1.0,61.333,49.1,-1.0,14.54,20.0,39.384426
43,-1.0,5.7,-1.0,-1.0,-1.0,33.668,14.24,-1.0,12.55,23.5,17.654633
44,-1.0,7.8,26.6,45.3,16.3,79.814,16.8,35.2,23.46,27.28,45.7049
45,6.2,3.6,-1.0,5.9,10.9,20.469,-1.0,5.0,15.07,16.0,15.278773
46,-1.0,-1.0,-1.0,-1.0,-1.0,31.333,24.6,-1.0,20.61,21.5,28.827854
47,-1.0,50.9,47.4,-1.0,-1.0,65.607,94.0,-1.0,-1.0,54.1,114.22116
48,20.6,32.5,-1.0,89.2,25.1,66.242,-1.0,27.6,29.69,53.44,50.42916
49,-1.0,62.5,92.6,116.5,46.6,-1.0,60.1,-1.0,113.9,85.65,218.12167
50,8.3,43.6,-1.0,17.2,15.2,32.752,27.44,-1.0,11.55,8.2,24.515137
51,-1.0,35.8,36.9,56.3,34.6,84.987,48.9,-1.0,14.1,57.99,65.720665
52,-1.0,-1.0,-1.0,27.42,-1.0,51.14,-1.0,-1.0,-1.0,37.29,33.90277
53,-1.0,20.1,27.5,59.6,15.5,80.02,24.0,-1.0,27.2,49.19,42.23884
54,8.5,2.0,-1.0,-1.0,9.5,17.981,25.86,-1.0,9.18,17.5,22.338789
55,-1.0,39.1,36.4,49.3,64.1,53.411,45.8,-1.0,35.3,42.59,47.10898
56,-1.0,-1.0,-1.0,6.2,7.1,24.319,5.4,9.8,9.5,13.38,12.603009
57,-1.0,-1.0,27.2,191.3,38.4,156.57,85.7,48.1,-1.0,176.73,119.65216
58,17.61,19.15,28.48,-1.0,28.16,63.3,19.47,17.32,23.52,26.77,94.763504
59,-1.0,-1.0,-1.0,34.2,17.3,61.813,22.6,29.4,-1.0,31.21,30.910591
60,-1.0,66.6,77.0,60.0,71.5,85.978,34.7,-1.0,73.7,74.65,84.81615
61,-1.0,-1.0,43.79,50.02,-1.0,-1.0,-1.0,-1.0,-1.0,61.17,67.4205
62,-1.0,-1.0,-1.0,-1.0,-1.0,14.901,2.38,-1.0,10.33,14.9,13.530133
63,21.5,4.6,-1.0,-1.0,0.0,27.341,17.61,-1.0,13.3,24.5,30.636805
64,-1.0,-1.0,37.6,44.4,9.0,74.513,36.5,37.8,29.4,39.28,58.090702
65,-1.0,39.7,76.0,-1.0,-1.0,51.973,-1.0,-1.0,18.36,18.9,43.463745
66,-1.0,24.7,-1.0,-1.0,-1.0,64.605,34.66,-1.0,23.48,117.1,44.49414
67,44.0,25.7,-1.0,45.8,29.4,65.891,36.4,33.1,32.05,45.05,46.649464
68,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.72,2.7,14.254291
69,-1.0,-1.0,-1.0,94.8,-1.0,47.396,41.4,55.1,60.6,54.65,63.70006
70,34.8,16.6,-1.0,69.7,23.7,54.34,-1.0,29.5,26.44,29.52,49.7252
71,46.3,-1.0,18.2,30.9,21.3,45.804,30.8,39.7,24.89,38.6,43.29497
72,-1.0,-1.0,-1.0,8.2,3.7,9.715,3.7,7.6,3.7,7.73,6.5923214
73,57.18,92.83,61.06,-1.0,94.54,72.85,66.43,94.48,87.99,16.96,63.414803
74,-1.0,110.2,110.9,402.7,101.3,277.26,114.7,128.6,183.59,314.27,269.99014
75,38.9,2.1,-1.0,33.3,28.1,45.72,-1.0,-1.0,37.78,50.4,50.586586
76,38.8,18.6,-1.0,41.1,30.9,58.888,-1.0,22.8,41.06,39.77,48.76203
77,88.67,75.97,62.33,-1.0,73.5,38.0,66.08,110.06,67.64,47.28,41.49537
78,-1.0,53.2,266.1,60.0,49.8,265.16,240.7,-1.0,87.9,217.08,357.8393
79,65.4,33.1,-1.0,69.5,34.2,62.105,-1.0,52.5,43.22,87.11,72.750435
80,-1.0,34.3,11.7,66.1,51.1,46.892,41.4,-1.0,23.6,40.3,48.141598
81,9.5,-1.0,-1.0,-1.0,-1.0,7.136,19.61,-1.0,8.54,16.9,13.545878
82,23.5,28.9,-1.0,23.9,29.5,61.446,-1.0,31.2,22.51,29.97,31.102188
83,11.1,5.6,-1.0,-1.0,19.9,33.188,16.92,-1.0,9.76,33.4,25.171337
84,45.6,43.6,-1.0,160.0,-1.0,160.65,73.2,50.7,97.6,173.46,150.36607
85,-1.0,-1.0,20.2,23.3,22.3,48.827,26.1,23.5,19.2,32.68,31.64087
86,-1.0,25.5,22.6,47.4,21.0,86.363,27.8,73.0,23.3,38.86,51.335186
87,-1.0,-1.0,-1.0,-1.0,21.3,63.929,23.6,22.2,27.5,56.68,35.64279
88,20.5,27.5,-1.0,37.7,21.8,47.484,-1.0,34.7,29.89,54.47,36.735554
89,-1.0,-1.0,-1.0,29.7,12.5,31.642,23.4,23.1,19.7,17.77,28.00591
90,-1.0,41.7,63.1,156.8,48.7,71.708,63.8,-1.0,43.0,122.63,69.57145
91,38.4,-1.0,-1.0,30.8,16.6,77.092,16.1,16.2,11.78,37.65,36.31337
92,-1.0,25.4,34.0,94.0,20.0,92.387,27.9,31.5,-1.0,47.44,57.10369
93,-1.0,-1.0,-1.0,90.8,37.7,96.131,32.9,69.3,34.1,73.49,61.45948
94,6.1,12.6,-1.0,108.3,-1.0,51.26,17.97,-1.0,11.43,25.3,45.448303
95,33.1,51.3,-1.0,31.4,-1.0,60.646,35.45,-1.0,18.85,69.9,49.267773
96,2.97,11.68,34.71,-1.0,19.81,46.41,16.99,12.94,19.5,54.21,59.363163
97,-1.0,-1.0,-1.0,-1.0,-1.0,29.879,-1.0,-1.0,16.2,27.7,19.531633
98,-1.0,-1.0,-1.0,46.4,25.7,41.021,43.9,42.2,24.9,46.24,45.238735
99,15.3,-1.0,-1.0,25.4,41.9,29.889,18.2,4.9,7.9,10.12,26.340868
100,18.4,21.4,31.9,105.7,16.3,124.23,20.9,15.0,19.65,67.16,47.902866
101,7.68,18.48,-1.0,-1.0,18.32,26.98,-1.0,9.23,22.45,40.6,48.993156
102,51.24,73.3,83.65,-1.0,97.94,117.6,114.74,38.74,60.75,160.3,89.46615
103,-1.0,28.3,78.7,69.0,51.5,87.485,92.3,-1.0,54.0,99.52,78.77862
104,-1.0,119.4,99.9,209.9,111.5,117.55,77.7,-1.0,68.9,111.17,108.495804
105,24.4,28.7,-1.0,109.9,23.2,99.476,42.9,26.5,30.17,90.29,68.99933
106,-1.0,-1.0,-1.0,22.2,27.5,20.596,23.1,30.0,21.0,88.56,29.331861
107,14.8,-1.0,-1.0,10.6,7.4,30.885,13.2,17.9,5.02,13.84,21.972626
108,-1.0,-1.0,38.49,50.36,-1.0,-1.0,-1.0,-1.0,-1.0,81.28,69.735825
109,30.0,32.6,-1.0,100.5,23.2,98.519,32.4,31.2,42.72,40.13,76.21086
110,-1.0,39.6,57.1,370.6,119.1,227.36,142.3,-1.0,88.7,104.0,291.81747
111,-1.0,-1.0,16.47,29.64,-1.0,-1.0,-1.0,-1.0,-1.0,156.05,70.76026
112,33.6,-1.0,29.2,79.7,27.8,54.506,42.0,51.3,43.91,28.02,71.786964
113,-1.0,51.7,59.8,144.8,36.6,94.261,45.7,59.7,42.3,47.72,73.30859
114,26.58,-1.0,34.78,-1.0,35.72,10.75,24.58,30.5,31.69,81.62,86.116104
115,-1.0,32.5,-1.0,-1.0,-1.0,19.45,43.76,-1.0,21.66,41.6,29.150969
116,-1.0,89.8,111.7,162.7,83.2,330.55,93.2,-1.0,65.2,103.71,132.50461
117,139.1,84.8,78.9,310.3,-1.0,259.37,143.5,87.9,144.19,271.06,234.84938
118,-1.0,-1.0,-1.0,7.2,12.3,26.272,16.2,27.4,12.8,21.87,15.066788
119,32.4,-1.0,-1.0,67.9,33.2,61.796,23.7,29.3,-1.0,38.71,48.02457
120,89.3,-1.0,-1.0,75.0,-1.0,104.08,-1.0,86.1,91.27,95.47,143.14847
121,-1.0,-1.0,22.05,25.41,-1.0,-1.0,-1.0,-1.0,-1.0,192.67,70.78866
122,53.4,59.3,-1.0,159.1,23.2,125.56,95.8,48.0,82.44,126.78,193.60352
123,35.4,40.9,-1.0,-1.0,25.7,36.521,38.63,-1.0,31.27,35.1,32.83506
124,29.3,29.7,-1.0,76.1,80.0,65.885,-1.0,30.6,30.5,35.26,55.077682
125,23.1,23.4,-1.0,47.4,8.0,50.789,-1.0,31.2,24.24,51.76,38.811893
126,-1.0,-1.0,-1.0,-1.0,-1.0,83.079,-1.0,-1.0,33.65,39.6,57.647186
127,-1.0,23.9,34.9,58.6,16.7,59.711,21.9,-1.0,-1.0,64.46,42.50613
128,-1.0,-1.0,-1.0,-1.0,-1.0,22.935,16.83,-1.0,14.32,16.1,21.469784
129,31.4,25.4,-1.0,64.0,22.5,49.988,-1.0,11.0,16.23,59.28,41.733364
130,45.4,23.0,23.9,33.6,31.0,-1.0,31.9,34.6,30.86,47.83,51.92611
131,-1.0,-1.0,-1.0,14.5,8.8,37.134,15.9,9.6,7.7,20.71,19.244457
132,-1.0,-1.0,57.4,45.2,50.5,70.474,68.35,-1.0,-1.0,49.0,76.82643
133,-1.0,63.0,50.4,50.7,55.5,156.26,43.1,-1.0,-1.0,114.25,114.946785
134,15.3,10.3,-1.0,20.1,19.2,48.415,-1.0,21.1,14.16,21.57,29.474342
135,33.5,74.6,-1.0,25.2,19.3,45.649,11.02,-1.0,26.09,51.4,42.50306
136,-1.0,-1.0,-1.0,18.1,16.9,29.232,12.9,17.9,13.1,23.35,17.625757
137,-1.0,42.1,111.0,-1.0,-1.0,89.111,72.69,-1.0,-1.0,220.3,86.87522
138,-1.0,-1.0,-1.0,-1.0,-1.0,45.859,50.4,-1.0,21.83,31.0,39.514126
139,23.3,20.3,-1.0,58.0,32.6,82.239,-1.0,26.2,21.25,33.86,44.203415
140,21.9,3.9,-1.0,14.8,5.0,-1.0,21.02,-1.0,10.39,42.5,34.92169
141,-1.0,27.2,51.3,48.7,33.1,48.461,49.9,44.1,-1.0,65.22,59.937077
142,35.5,32.7,-1.0,66.1,35.6,65.983,-1.0,36.7,31.38,54.57,54.05414
143,-1.0,-1.0,88.8,347.9,100.6,216.74,194.97,-1.0,-1.0,355.4,327.80377
144,18.2,-1.0,-1.0,-1.0,22.4,35.65,33.2,15.4,40.43,29.4,34.126087
145,36.9,19.5,-1.0,42.9,34.1,70.041,-1.0,26.3,30.24,38.34,47.184532
146,21.2,20.5,-1.0,-1.0,21.7,-1.0,25.42,-1.0,22.21,32.8,31.810278
147,-1.0,-1.0,10.6,8.1,20.7,23.198,3.1,8.4,6.2,11.02,17.381956
148,-1.0,-1.0,12.13,17.37,-1.0,-1.0,-1.0,-1.0,-1.0,25.06,64.42611
149,-1.0,26.9,-1.0,-1.0,-1.0,65.429,41.94,-1.0,30.06,44.1,65.16194
150,-1.0,29.8,45.4,-1.0,-1.0,90.546,-1.0,-1.0,44.95,89.2,84.9916
151,-1.0,-1.0,-1.0,22.7,6.4,23.052,12.5,12.8,12.8,23.15,18.266289
152,-1.0,-1.0,-1.0,30.7,17.3,49.949,43.0,51.8,24.4,12.13,36.570385
153,10.49,24.82,34.85,-1.0,30.28,86.33,16.36,15.64,25.07,127.13,96.16309
154,31.7,-1.0,-1.0,171.0,30.3,71.723,42.8,31.9,39.24,44.82,61.798786
155,29.2,-1.0,-1.0,37.6,41.9,54.688,42.8,31.5,31.33,35.37,41.356907
156,-1.0,37.7,37.6,103.3,33.8,165.14,55.6,-1.0,35.5,58.13,82.26726
157,-1.0,-1.0,-1.0,105.5,48.3,67.253,70.2,61.9,52.3,46.45,61.340084
158,18.2,5.7,-1.0,-1.0,7.6,31.176,20.24,-1.0,16.16,21.2,27.86009
159,-1.0,45.4,77.5,174.8,84.6,100.21,73.3,-1.0,38.3,37.65,108.67135
160,-1.0,-1.0,-1.0,30.2,27.9,15.159,16.8,16.9,25.5,43.06,28.48984
161,25.2,38.0,-1.0,69.4,33.2,82.146,-1.0,37.7,28.72,30.71,48.46538
162,46.3,38.0,30.2,105.2,29.3,95.968,48.2,40.2,51.23,76.4,80.6524
163,30.3,27.6,-1.0,52.0,20.4,52.642,-1.0,38.5,37.77,104.68,47.53906
164,33.2,40.4,-1.0,47.7,32.2,62.591,-1.0,62.4,36.58,46.42,49.988575
165,33.5,47.65,-1.0,-1.0,40.75,92.52,38.17,49.6,67.72,86.74,53.08821
166,-1.0,-1.0,-1.0,24.1,17.3,46.045,18.6,19.7,15.5,70.58,28.825182
167,-1.0,25.5,29.1,30.4,26.7,30.767,27.4,-1.0,38.2,24.35,29.650204
168,-1.0,-1.0,-1.0,-1.0,-1.0,39.511,21.43,-1.0,20.59,65.7,29.173563
169,-1.0,170.2,122.5,281.0,43.1,357.95,210.08,-1.0,-1.0,144.0,264.43896
170,-1.0,54.5,42.0,74.7,30.3,28.795,71.3,46.1,43.88,80.09,40.47618
171,-1.0,-1.0,-1.0,46.2,18.3,58.094,34.2,35.3,32.8,63.57,36.250633
172,-1.0,41.6,34.8,133.7,51.4,92.518,24.4,-1.0,21.6,28.36,61.97231
173,44.57,22.41,37.66,-1.0,30.59,29.83,34.55,37.01,35.85,173.97,83.89207
174,-1.0,39.4,41.9,44.1,29.8,71.029,35.3,-1.0,26.7,43.27,47.838963
175,29.2,64.2,-1.0,60.2,28.6,56.784,82.35,-1.0,25.48,61.9,57.939022
176,39.1,8.4,-1.0,-1.0,18.7,45.804,26.9,-1.0,27.4,35.3,45.834404
177,-1.0,78.3,42.5,91.9,60.8,209.36,63.1,-1.0,36.6,131.17,121.40332
178,39.4,53.5,66.4,83.1,-1.0,116.84,41.4,40.8,34.87,56.24,49.086086
179,-1.0,80.3,65.8,114.0,66.0,159.86,-1.0,-1.0,73.1,141.05,104.83222
180,-1.0,16.8,58.0,-1.0,-1.0,51.901,82.32,-1.0,26.64,77.7,89.19217
181,-1.0,40.2,52.5,127.0,46.0,82.238,37.4,-1.0,50.8,41.66,62.271492
182,35.0,-1.0,-1.0,74.0,25.6,89.344,-1.0,36.9,27.37,63.21,51.119236
183,-1.0,-1.0,-1.0,-1.0,-1.0,46.45,22.8,-1.0,16.54,14.7,28.711378
184,-1.0,36.2,-1.0,92.1,14.4,131.49,50.0,101.1,35.3,54.85,67.17982
185,-1.0,41.6,50.4,74.9,60.3,124.33,79.5,-1.0,43.5,56.43,97.93277
186,79.82,84.1,49.48,-1.0,90.88,29.67,82.75,33.94,86.39,26.49,52.13438
187,-1.0,-1.0,36.78,100.47,-1.0,-1.0,-1.0,-1.0,-1.0,39.97,45.850914
188,-1.0,-1.0,-1.0,95.2,37.5,98.944,33.9,49.4,35.4,70.71,60.253105
189,47.7,42.0,-1.0,80.3,23.2,113.06,22.4,47.6,40.74,45.85,75.441505
190,-1.0,18.1,26.0,-1.0,-1.0,50.742,46.52,-1.0,-1.0,64.3,62.619465
191,22.5,24.2,64.1,25.9,17.0,40.554,36.4,26.0,24.39,31.03,27.548882
192,31.8,34.8,-1.0,58.3,39.1,-1.0,-1.0,40.0,36.8,45.33,46.720684
193,-1.0,57.3,37.0,55.1,44.1,142.34,37.2,-1.0,34.7,119.16,71.86846
194,-1.0,24.9,55.3,103.6,16.5,89.179,-1.0,-1.0,-1.0,15.5,72.91279
195,-1.0,-1.0,16.71,17.43,-1.0,-1.0,-1.0,-1.0,-1.0,32.01,64.85886
196,20.9,35.6,-1.0,54.7,38.2,52.641,-1.0,44.1,46.8,35.76,46.225613
197,-1.0,-1.0,-1.0,83.8,43.2,53.095,54.9,43.9,49.7,53.19,54.116566
198,-1.0,36.9,57.5,63.3,47.2,52.548,62.0,-1.0,36.1,66.44,67.18271
199,-1.0,-1.0,-1.0,12.7,9.3,52.309,19.1,18.8,9.0,30.62,21.42253
200,-1.0,-1.0,-1.0,-1.0,-1.0,13.444,7.35,-1.0,4.2,20.9,16.02955
201,38.2,40.8,-1.0,52.1,23.2,81.481,33.1,30.5,28.57,43.66,52.252357
202,14.06,24.26,20.69,-1.0,37.12,55.55,36.9,8.65,40.83,222.49,40.261524
203,-1.0,-1.0,38.1,105.2,20.2,84.163,39.3,23.1,22.7,104.88,51.147217
204,16.4,9.1,-1.0,39.2,33.3,77.212,-1.0,9.7,24.43,32.08,39.173874
205,-1.0,8.8,-1.0,-1.0,-1.0,15.777,13.57,-1.0,13.5,15.3,20.791327
206,-1.0,55.3,45.8,53.8,46.4,83.764,49.6,49.7,53.95,91.99,53.64335
207,35.4,-1.0,-1.0,59.6,9.9,54.363,15.6,9.7,26.14,33.73,38.430504
208,17.8,21.2,-1.0,35.4,20.8,35.382,-1.0,24.1,22.49,32.57,35.27498
209,-1.0,103.0,110.0,370.1,113.1,356.44,116.2,-1.0,114.8,166.93,245.1775
210,55.9,83.1,-1.0,126.4,49.1,-1.0,-1.0,59.0,62.2,84.52,82.01638
211,26.9,-1.0,-1.0,29.9,14.4,62.538,46.2,26.8,15.55,90.87,51.23363
212,-1.0,27.6,70.5,-1.0,-1.0,58.826,72.74,-1.0,-1.0,65.5,70.45911
213,50.4,-1.0,-1.0,71.7,24.3,97.476,34.9,48.8,45.58,114.14,74.0368
214,-1.0,-1.0,15.92,17.4,-1.0,110.83,-1.0,-1.0,-1.0,9.33,25.368368
215,-1.0,5.5,17.6,-1.0,-1.0,80.898,17.81,-1.0,14.21,20.6,55.29332
216,28.8,32.7,-1.0,36.6,21.0,44.177,49.9,24.1,26.15,80.76,55.046284
217,27.32,27.41,21.79,-1.0,28.78,27.08,27.96,33.5,31.22,123.31,139.14377
218,-1.0,-1.0,71.7,111.9,25.3,253.32,42.5,49.8,25.2,107.22,66.19841
219,-1.0,17.9,38.8,-1.0,-1.0,-1.0,37.75,-1.0,19.95,78.4,30.84227
220,-1.0,32.1,36.3,56.1,43.0,94.273,35.6,50.2,38.63,48.12,63.175697
221,14.4,-1.0,-1.0,38.3,11.7,77.382,19.7,21.3,13.46,31.89,31.891813
222,34.5,35.93,-1.0,-1.0,37.82,-1.0,45.67,32.56,47.21,40.02,54.011265
223,67.59,83.56,63.9,-1.0,78.54,95.11,68.6,53.65,79.98,29.41,54.48997
224,40.66,32.65,23.06,-1.0,28.45,166.25,36.19,26.96,37.53,99.72,86.2201
225,-1.0,37.2,36.2,83.2,41.7,127.07,40.1,-1.0,46.1,95.52,79.51354
226,25.3,22.3,-1.0,91.6,23.2,63.151,42.3,27.3,23.05,36.68,56.298073
227,-1.0,10.03,18.67,24.64,7.63,66.76,12.7,13.23,17.57,75.43,30.331234
228,-1.0,-1.0,15.6,36.5,14.5,33.585,10.4,51.8,15.5,55.83,28.876905
229,35.9,24.3,-1.0,44.9,45.8,63.027,-1.0,38.7,45.76,37.45,46.049526
230,-1.0,53.7,56.6,-1.0,-1.0,76.646,44.39,-1.0,32.54,41.7,57.156628
231,34.7,-1.0,-1.0,163.8,45.6,101.7,55.6,26.3,59.36,133.85,92.1859
232,-1.0,31.4,46.9,169.9,27.7,61.038,46.9,-1.0,39.0,49.74,56.370964
233,-1.0,-1.0,15.0,19.0,12.8,27.829,14.1,13.7,11.4,23.78,24.402412
234,-1.0,60.7,40.6,84.4,54.6,336.35,33.9,47.6,46.52,122.51,90.89799
235,32.9,29.6,-1.0,88.6,23.2,78.967,40.5,19.9,23.91,41.87,61.616302
236,-1.0,25.5,31.9,42.5,37.6,94.022,49.5,-1.0,31.6,48.01,63.952976
237,-1.0,31.8,46.0,75.9,37.2,77.575,44.2,-1.0,60.5,68.13,63.11431
238,33.2,18.9,-1.0,89.3,22.8,62.845,51.95,-1.0,32.83,98.3,64.92192
239,25.8,37.9,-1.0,52.6,34.8,128.56,78.3,51.4,61.19,106.97,85.04586
240,-1.0,-1.0,-1.0,42.1,-1.0,240.51,-1.0,-1.0,-1.0,9.94,61.25954
241,-1.0,-1.0,-1.0,49.5,24.0,97.098,22.7,25.9,30.3,39.9,47.608414
242,36.3,30.8,-1.0,140.6,17.8,48.858,-1.0,28.0,23.55,29.35,55.079636
243,-1.0,28.0,35.8,235.8,22.4,158.35,44.9,-1.0,23.8,56.31,101.348946
244,-1.0,83.3,76.4,89.5,61.5,95.144,76.6,83.3,89.28,87.27,82.34089
245,-1.0,89.3,81.6,89.9,71.5,119.62,101.2,-1.0,84.3,96.45,115.82377
246,-1.0,-1.0,14.14,33.82,-1.0,-1.0,-1.0,-1.0,-1.0,45.98,71.06177
247,-1.0,24.8,39.2,-1.0,-1.0,62.141,20.36,-1.0,16.53,15.9,38.636097
248,-1.0,-1.0,-1.0,8.1,11.7,15.239,8.0,10.5,17.6,14.83,11.43978
249,43.6,35.4,40.8,124.4,66.3,194.64,56.2,30.3,87.76,115.15,146.69263
250,48.9,38.7,30.1,58.2,30.9,96.517,35.1,51.8,40.23,43.82,67.26127
251,-1.0,-1.0,34.5,32.9,42.4,35.736,101.98,-1.0,-1.0,18.4,53.29129
252,-1.0,-1.0,-1.0,40.7,29.6,52.228,31.1,34.2,38.6,43.55,36.433838
253,24.9,-1.0,-1.0,32.6,16.9,39.391,36.8,25.0,29.71,26.32,42.487545
254,79.0,70.2,-1.0,170.5,65.6,101.69,-1.0,56.5,53.1,69.46,107.200066
255,34.8,-1.0,-1.0,55.6,34.3,79.26,46.3,42.0,31.68,42.78,53.464737
256,23.21,-1.0,28.54,-1.0,23.48,-1.0,21.63,40.23,30.65,52.61,67.60685
257,21.4,17.7,-1.0,35.3,26.7,30.898,-1.0,33.2,27.82,35.19,36.527267
258,25.17,39.69,37.31,-1.0,43.5,77.17,30.62,25.44,40.39,36.02,133.03114
259,-1.0,62.1,54.4,97.8,35.0,113.9,31.2,68.7,44.32,159.66,74.41515
260,-1.0,25.4,26.3,35.4,35.8,58.21,27.5,-1.0,15.4,27.89,44.25383
261,-1.0,25.4,37.3,40.6,24.4,49.523,37.6,-1.0,23.8,31.27,36.581955
262,-1.0,6.0,9.9,13.6,6.2,16.357,7.6,-1.0,11.7,17.32,14.743713
263,46.14,23.12,-1.0,-1.0,8.95,164.71,36.52,21.08,34.02,49.91,102.68495
264,-1.0,10.6,-1.0,-1.0,-1.0,31.141,13.31,-1.0,9.48,25.2,18.166382
265,-1.0,-1.0,-1.0,18.6,17.4,65.807,93.5,66.0,72.7,20.33,50.037735
266,-1.0,18.2,24.7,36.3,15.3,56.154,15.9,-1.0,-1.0,21.33,35.320976
267,35.0,36.7,-1.0,-1.0,30.5,82.253,62.06,-1.0,37.55,55.6,52.919064
268,26.7,24.9,-1.0,47.6,23.2,68.298,-1.0,13.4,20.3,48.35,38.544884
269,-1.0,1.6,67.8,9.2,-1.0,15.022,-1.0,-1.0,-1.0,10.3,29.8654
270,-1.0,39.3,45.3,112.7,67.8,106.53,57.2,-1.0,53.8,81.66,87.75268
271,18.0,23.6,-1.0,44.8,25.1,49.861,-1.0,34.7,29.97,27.16,39.51509
272,-1.0,-1.0,-1.0,23.4,23.1,47.695,15.4,16.1,23.6,37.62,30.154165
273,48.2,-1.0,-1.0,133.5,64.6,123.52,61.2,54.0,94.46,157.8,129.77824
274,10.25,32.31,48.83,-1.0,45.18,52.6,67.43,18.59,132.99,102.72,53.959454
275,-1.0,56.0,86.1,106.1,101.9,137.66,34.7,-1.0,88.3,94.35,119.17533
276,-1.0,51.8,51.7,76.7,57.3,108.21,37.0,-1.0,-1.0,71.35,85.57156
277,25.0,32.7,-1.0,50.8,15.8,-1.0,-1.0,31.2,30.25,37.21,43.655907
278,-1.0,32.2,50.4,71.3,37.2,59.799,43.5,39.7,44.71,63.91,58.618023
