,AGU,ATM,LPIN,MIR,OBL,SFE,TLA,VAL,CEN,LDO_med,LDO_pred
55,16.15,34.2,-1.0,143.2,36.18,-1.0,29.59,34.53,24.48,30.74,24.54677
56,30.4,-1.0,184.9,111.21,39.0,119.6,72.4,22.3,64.8,72.2,56.375175
57,28.87,36.83,-1.0,-1.0,35.43,60.21,42.18,33.59,34.73,50.86,45.381325
58,-1.0,94.7,229.6,-1.0,-1.0,-1.0,112.8,86.8,115.91,114.4,87.0366
59,-1.0,22.2,29.1,46.22,22.0,47.373,42.4,-1.0,54.6,49.5,33.93587
60,-1.0,17.8,19.6,-1.0,-1.0,-1.0,-1.0,13.4,10.55,32.1,17.616165
61,-1.0,72.2,153.3,94.31,45.5,262.3,61.5,-1.0,40.2,86.4,60.26039
62,-1.0,18.5,62.0,-1.0,22.8,-1.0,-1.0,60.1,36.89,14.8,32.20403
63,-1.0,23.5,24.1,-1.0,20.9,-1.0,28.16,-1.0,19.06,22.8,28.18037
64,-1.0,17.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.07,16.9,15.227663
65,-1.0,46.5,93.1,82.65,22.9,143.99,65.8,133.5,43.6,30.2,40.321224
66,23.28,39.62,-1.0,-1.0,53.71,143.06,43.9,48.48,82.4,43.53,57.64566
67,8.54,21.81,-1.0,-1.0,19.9,20.32,27.32,20.73,22.37,25.48,28.356586
68,-1.0,54.2,149.0,90.84,32.6,224.22,76.8,24.2,60.16,78.4,87.81183
69,-1.0,35.7,144.4,-1.0,24.1,-1.0,62.76,12.8,-1.0,84.3,63.437344
70,-1.0,-1.0,254.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.18,62.933044
71,30.18,26.89,-1.0,-1.0,30.81,48.7,20.3,27.94,23.03,23.6,29.67849
72,-1.0,-1.0,38.98,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.19,24.927176
73,-1.0,21.3,-1.0,-1.0,17.0,-1.0,-1.0,-1.0,31.85,35.3,33.07893
74,-1.0,45.2,229.6,-1.0,56.0,-1.0,128.58,44.5,112.39,128.2,109.87589
75,-1.0,13.1,40.8,40.0,-1.0,17.458,-1.0,-1.0,-1.0,10.3,20.439157
76,-1.0,-1.0,83.0,58.51,28.2,61.389,50.9,51.8,18.6,45.2,55.84771
77,-1.0,28.6,68.7,42.72,32.5,53.654,41.2,52.5,51.77,50.0,46.531982
78,-1.0,-1.0,28.9,16.0,-1.0,37.42,-1.0,-1.0,-1.0,22.3,24.254694
79,-1.0,24.0,12.0,-1.0,-1.0,-1.0,21.4,-1.0,19.74,26.0,21.519745
80,-1.0,41.1,124.6,-1.0,-1.0,-1.0,-1.0,13.6,41.53,60.5,55.848816
81,-1.0,20.5,21.5,-1.0,-1.0,-1.0,20.59,-1.0,13.09,18.6,20.143873
82,-1.0,23.6,-1.0,-1.0,30.3,-1.0,-1.0,-1.0,36.77,34.8,36.678253
83,-1.0,4.4,131.4,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,27.9,28.226906
84,-1.0,36.5,60.5,64.26,41.2,71.89,34.7,-1.0,33.2,47.3,40.697437
85,-1.0,-1.0,64.51,-1.0,-1.0,110.52,-1.0,15.57,21.45,25.89,35.880157
86,20.65,21.92,64.49,-1.0,25.95,71.71,31.79,25.76,28.34,38.2,36.906822
87,30.21,34.49,-1.0,-1.0,37.66,121.47,27.76,30.83,22.38,42.27,37.12497
88,49.46,83.2,-1.0,35.2,61.66,168.06,94.49,45.6,78.94,115.25,85.652565
89,39.4,42.2,255.6,70.67,-1.0,111.93,60.0,47.4,58.95,62.0,67.01045
90,-1.0,40.6,61.7,86.21,5.6,82.648,60.9,-1.0,28.0,73.7,50.334602
91,88.5,82.1,202.0,230.47,63.2,-1.0,81.3,54.1,131.93,70.3,84.866905
92,-1.0,12.52,6.44,-1.0,13.28,114.87,7.25,13.88,8.06,8.62,7.885285
93,-1.0,99.4,147.8,62.09,80.2,132.83,69.7,-1.0,80.4,102.5,78.93094
94,-1.0,32.6,68.7,41.06,22.6,71.641,34.1,-1.0,34.2,47.5,39.49867
95,-1.0,-1.0,60.2,49.9,10.8,37.434,17.35,-1.0,-1.0,36.2,22.26569
96,-1.0,17.1,-1.0,-1.0,53.6,-1.0,-1.0,-1.0,52.02,41.8,46.48549
97,8.75,19.78,-1.0,-1.0,21.29,33.94,16.29,13.48,20.3,25.08,23.09213
98,-1.0,27.4,50.8,30.31,30.8,45.613,26.8,-1.0,29.0,32.2,34.378857
99,-1.0,30.4,-1.0,-1.0,21.0,-1.0,-1.0,-1.0,-1.0,30.3,17.207964
100,-1.0,-1.0,19.3,-1.0,-1.0,-1.0,19.61,-1.0,6.17,18.6,20.53897
101,-1.0,-1.0,-1.0,-1.0,-1.0,89.652,-1.0,-1.0,-1.0,12.5,18.245787
102,-1.0,-1.0,11.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.45,10.305301
103,-1.0,-1.0,81.08,-1.0,-1.0,164.74,-1.0,-1.0,-1.0,53.14,36.164543
104,31.9,23.56,-1.0,53.38,28.35,93.47,33.83,33.92,31.73,51.41,39.197796
105,-1.0,43.5,55.8,-1.0,29.1,-1.0,36.57,32.0,28.48,58.9,48.829586
106,-1.0,32.3,98.7,-1.0,38.6,-1.0,29.81,35.7,57.54,68.2,46.171528
107,-1.0,37.1,39.3,-1.0,-1.0,-1.0,56.66,-1.0,32.04,19.2,41.947037
108,75.1,76.4,304.9,98.94,68.3,275.12,110.6,-1.0,77.32,120.9,114.36647
109,-1.0,-1.0,51.62,43.18,-1.0,40.67,-1.0,-1.0,-1.0,32.35,32.80565
110,-1.0,17.9,43.3,-1.0,-1.0,-1.0,24.76,-1.0,19.58,31.5,32.22587
111,-1.0,19.3,68.7,27.95,16.0,60.38,23.1,-1.0,18.8,19.1,30.740057
112,-1.0,19.6,35.3,27.97,27.6,68.26,22.1,-1.0,17.8,27.1,30.198652
113,-1.0,71.2,197.0,106.75,69.2,108.66,71.9,-1.0,66.5,95.9,81.52098
114,-1.0,33.3,70.5,61.54,24.5,61.14,51.3,-1.0,35.9,45.3,47.774117
115,-1.0,25.66,27.15,-1.0,11.53,87.65,22.41,21.56,13.55,14.02,22.016304
116,-1.0,-1.0,32.12,-1.0,-1.0,21.28,-1.0,-1.0,-1.0,30.09,24.567778
117,-1.0,26.4,40.6,-1.0,-1.0,-1.0,-1.0,13.9,20.82,27.3,28.603039
118,-1.0,28.1,62.6,-1.0,22.3,-1.0,30.26,23.7,-1.0,53.9,38.122437
119,-1.0,21.9,47.5,28.97,21.9,57.667,28.4,-1.0,37.8,31.3,30.551554
120,-1.0,19.0,167.2,-1.0,63.4,-1.0,62.04,37.5,43.13,56.8,64.01104
121,-1.0,29.8,156.9,104.49,36.2,129.23,56.7,-1.0,-1.0,58.6,61.92505
122,-1.0,6.3,-1.0,10.6,-1.0,19.071,26.14,-1.0,8.82,7.7,16.10685
123,-1.0,-1.0,36.63,-1.0,-1.0,64.89,-1.0,-1.0,-1.0,33.22,24.972425
124,-1.0,-1.0,17.16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.96,14.557067
125,-1.0,54.1,122.0,54.55,57.3,77.906,52.1,-1.0,49.9,61.9,60.6595
126,-1.0,69.4,28.3,-1.0,-1.0,-1.0,-1.0,77.2,77.0,59.7,49.50693
127,-1.0,28.0,81.6,-1.0,33.7,-1.0,-1.0,-1.0,36.76,66.5,56.69001
128,13.58,17.83,-1.0,-1.0,21.23,72.55,21.08,15.05,16.38,46.23,26.114294
129,11.8,-1.0,33.1,17.45,19.6,43.906,18.6,19.0,20.81,35.3,17.590767
130,-1.0,71.4,278.6,245.8,90.5,-1.0,227.67,-1.0,-1.0,163.1,111.64831
131,-1.0,63.2,55.6,-1.0,-1.0,-1.0,-1.0,-1.0,43.11,55.3,48.445423
132,25.89,36.03,41.8,-1.0,21.55,-1.0,27.3,30.76,16.62,18.05,25.82616
133,75.4,72.5,211.3,306.67,-1.0,217.54,121.8,89.8,130.29,106.9,109.48865
134,-1.0,28.5,71.0,38.52,27.3,66.665,34.9,-1.0,35.1,48.3,40.263805
135,-1.0,66.9,-1.0,-1.0,70.7,-1.0,-1.0,51.0,51.4,69.5,77.643616
136,-1.0,-1.0,49.1,-1.0,-1.0,-1.0,-1.0,-1.0,22.3,40.1,29.65026
137,-1.0,32.3,58.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.5,40.188526
138,13.01,28.87,-1.0,37.65,19.27,17.95,17.47,16.62,22.71,21.8,21.168406
139,-1.0,66.4,-1.0,98.6,-1.0,44.86,30.09,-1.0,-1.0,55.6,68.92285
140,-1.0,22.1,54.3,27.0,22.4,47.453,23.3,-1.0,31.7,30.7,30.585466
141,-1.0,34.9,71.6,-1.0,40.7,-1.0,31.61,38.0,32.21,61.4,56.340115
142,-1.0,38.3,33.0,-1.0,-1.0,-1.0,33.08,11.7,20.83,42.7,27.0392
143,-1.0,-1.0,74.6,-1.0,-1.0,45.97,-1.0,-1.0,-1.0,32.8,36.003075
144,-1.0,-1.0,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.08,17.624884
145,-1.0,28.0,42.3,-1.0,27.9,-1.0,32.73,23.1,-1.0,59.9,35.74762
146,34.5,41.2,78.1,89.16,29.4,73.255,47.3,36.0,42.96,34.3,47.269745
147,-1.0,70.5,232.0,66.37,35.8,323.15,82.7,-1.0,59.8,66.7,114.0096
148,-1.0,51.1,-1.0,190.5,-1.0,153.87,56.09,-1.0,-1.0,95.1,83.65688
149,-1.0,19.5,12.7,-1.0,-1.0,-1.0,18.0,-1.0,15.26,10.4,18.859463
150,-1.0,-1.0,19.8,33.47,16.6,44.259,23.4,42.7,18.4,12.7,19.654505
151,-1.0,-1.0,31.17,-1.0,-1.0,99.35,23.67,17.48,25.23,27.59,38.73641
152,-1.0,-1.0,48.6,-1.0,-1.0,-1.0,24.84,-1.0,30.04,24.0,41.69218
153,-1.0,-1.0,43.3,59.56,61.2,63.823,36.2,68.4,58.9,75.3,34.500637
154,15.39,24.31,-1.0,-1.0,25.75,26.48,30.45,29.28,25.34,31.67,34.311287
155,-1.0,-1.0,43.06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,63.14,26.569439
156,-1.0,58.8,-1.0,-1.0,59.9,-1.0,-1.0,-1.0,22.38,49.5,43.53675
157,-1.0,-1.0,103.04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.67,38.90879
158,-1.0,-1.0,34.98,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.74,23.157566
159,54.78,58.78,-1.0,48.69,49.44,121.44,51.64,57.08,42.14,56.82,55.293633
160,60.2,49.76,-1.0,43.41,87.05,21.83,108.24,58.91,90.67,80.18,89.099335
161,-1.0,65.4,145.9,71.06,48.5,92.804,62.0,-1.0,41.1,69.4,69.479416
162,-1.0,28.8,27.8,-1.0,-1.0,-1.0,-1.0,-1.0,14.11,21.2,24.064795
163,65.44,99.99,-1.0,-1.0,108.38,64.44,101.16,67.82,93.24,85.15,87.939545
164,30.92,54.33,-1.0,-1.0,62.45,34.9,88.61,39.3,128.73,53.0,57.578968
165,-1.0,55.6,-1.0,55.2,-1.0,100.74,48.86,-1.0,30.6,46.4,60.049107
166,-1.0,-1.0,38.2,58.4,15.2,38.054,50.9,34.9,25.4,70.8,41.5939
167,-1.0,55.5,90.4,69.42,52.2,59.465,77.4,-1.0,-1.0,94.6,73.082184
168,-1.0,37.8,51.7,-1.0,37.0,96.296,42.7,35.2,34.0,34.2,44.61854
169,-1.0,-1.0,204.5,120.6,33.0,170.46,73.86,-1.0,-1.0,38.0,54.514297
170,-1.0,23.6,30.2,-1.0,-1.0,-1.0,46.54,-1.0,27.01,45.4,37.56263
171,-1.0,-1.0,37.55,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.81,24.37115
172,-1.0,-1.0,28.5,18.85,11.9,59.624,21.9,45.7,17.5,17.6,18.471548
173,-1.0,31.4,26.8,-1.0,5.2,-1.0,-1.0,-1.0,17.45,24.1,28.122925
174,-1.0,43.5,101.9,-1.0,42.2,-1.0,-1.0,23.7,61.24,48.9,67.551056
175,-1.0,83.3,217.9,-1.0,73.6,196.92,71.3,112.7,71.9,111.5,92.86347
176,-1.0,59.2,148.6,-1.0,91.6,272.02,-1.0,79.9,86.3,72.15,89.147804
177,-1.0,11.9,-1.0,-1.0,-1.0,-1.0,8.34,-1.0,15.59,20.9,16.020142
178,18.62,22.03,17.82,-1.0,10.55,-1.0,31.19,28.25,12.23,23.16,24.468502
179,-1.0,-1.0,-1.0,-1.0,-1.0,289.46,-1.0,-1.0,-1.0,39.35,26.657352
180,-1.0,-1.0,80.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.46,36.757736
181,-1.0,48.2,78.9,140.58,32.9,61.481,39.6,-1.0,39.4,44.9,47.386604
182,-1.0,35.0,49.9,57.89,39.7,91.255,44.9,-1.0,35.2,32.7,45.376434
183,-1.0,-1.0,58.39,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.06,30.504692
184,-1.0,-1.0,54.04,-1.0,-1.0,30.76,-1.0,-1.0,-1.0,35.09,31.701529
185,-1.0,65.5,141.8,186.41,55.0,208.61,57.2,-1.0,57.5,89.9,68.22891
186,-1.0,76.1,298.8,-1.0,-1.0,-1.0,99.26,28.1,83.54,109.2,82.46356
187,-1.0,33.8,72.3,46.84,24.1,119.22,31.1,-1.0,22.0,29.3,38.29973
188,-1.0,19.9,55.1,-1.0,23.4,-1.0,-1.0,10.0,17.77,28.8,36.224365
189,-1.0,-1.0,40.24,60.25,-1.0,-1.0,-1.0,-1.0,-1.0,26.64,26.547625
190,-1.0,-1.0,7.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.2,9.712957
191,-1.0,-1.0,9.3,10.53,12.4,18.561,12.3,7.6,11.5,11.7,12.395441
192,-1.0,8.5,33.8,-1.0,-1.0,-1.0,26.93,-1.0,12.95,34.4,26.13164
193,-1.0,25.5,57.0,-1.0,19.1,-1.0,-1.0,29.0,-1.0,38.6,34.97914
194,-1.0,-1.0,20.05,57.32,-1.0,46.37,-1.0,-1.0,-1.0,12.7,16.953289
195,-1.0,-1.0,67.57,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.65,33.167297
196,-1.0,40.4,57.5,51.28,32.3,60.345,52.9,-1.0,58.0,55.0,44.790165
197,-1.0,46.4,182.9,-1.0,44.7,-1.0,67.51,48.6,65.35,63.3,82.7726
198,-1.0,14.6,132.4,-1.0,-1.0,-1.0,-1.0,5.3,40.9,49.9,34.714336
199,-1.0,42.2,56.3,-1.0,36.7,71.841,70.6,-1.0,47.5,102.7,62.196888
200,-1.0,25.3,61.4,-1.0,26.7,-1.0,-1.0,20.2,-1.0,34.5,38.837788
201,52.67,37.83,-1.0,-1.0,36.79,70.42,32.58,56.37,57.51,44.56,43.025696
202,-1.0,-1.0,33.1,43.06,40.1,54.478,39.6,61.3,44.9,18.3,30.461178
203,25.09,53.04,-1.0,34.5,64.6,48.74,41.54,37.13,39.75,26.08,46.77245
204,-1.0,57.6,308.7,162.2,42.1,206.5,128.29,-1.0,-1.0,65.1,101.4958
205,-1.0,-1.0,25.45,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.69,19.106588
206,-1.0,32.5,117.8,-1.0,38.7,-1.0,47.02,44.0,33.74,52.5,66.6664
207,-1.0,-1.0,35.85,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.01,23.565264
208,-1.0,42.7,112.0,-1.0,-1.0,-1.0,70.64,33.9,46.36,116.8,56.775524
209,-1.0,-1.0,105.84,-1.0,-1.0,87.03,-1.0,-1.0,-1.0,69.25,43.717506
210,-1.0,30.9,44.7,27.56,26.8,82.688,24.6,-1.0,14.0,34.5,31.724916
211,-1.0,3.2,26.9,-1.0,-1.0,-1.0,6.55,-1.0,3.75,13.1,11.7733965
212,23.8,-1.0,80.5,54.2,23.8,91.136,31.4,38.4,35.97,23.0,35.908264
213,-1.0,99.8,338.5,326.7,100.9,336.26,143.6,174.7,196.11,122.9,114.81024
214,-1.0,173.4,54.9,152.4,-1.0,101.89,-1.0,-1.0,-1.0,35.9,37.307297
215,-1.0,21.7,32.1,-1.0,15.8,-1.0,19.9,-1.0,16.1,24.8,25.25538
216,-1.0,-1.0,143.66,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.27,45.915485
217,-1.0,-1.0,103.88,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,70.91,38.99518
218,11.05,35.08,-1.0,55.08,24.22,144.67,12.84,20.76,17.88,18.5,25.63863
219,-1.0,50.6,59.5,-1.0,67.5,73.832,51.2,-1.0,49.9,50.3,53.8801
220,-1.0,57.2,184.5,-1.0,71.5,156.68,127.4,95.1,97.9,121.3,111.133804
221,-1.0,22.4,45.0,29.3,21.6,47.889,27.8,57.3,23.8,20.3,34.298088
222,-1.0,6.2,6.0,-1.0,-1.0,-1.0,22.89,-1.0,12.14,18.6,21.515652
223,-1.0,30.1,61.7,55.61,32.0,58.313,48.1,-1.0,26.0,45.4,44.970474
224,-1.0,14.7,1.6,-1.0,-1.0,-1.0,10.45,-1.0,14.31,7.2,15.748276
225,-1.0,10.9,21.5,16.94,3.4,28.137,16.6,13.3,8.1,29.6,17.601255
226,-1.0,36.3,65.3,59.96,38.8,212.33,44.3,-1.0,32.5,65.6,39.876328
227,-1.0,18.6,56.2,32.25,20.0,69.695,33.8,-1.0,31.7,38.0,36.295948
228,-1.0,24.0,44.4,44.29,24.9,38.631,39.6,-1.0,26.2,35.9,37.096275
229,-1.0,-1.0,49.82,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.17,28.183071
230,-1.0,4.5,7.1,11.48,7.0,29.433,4.1,-1.0,9.8,8.0,8.319866
231,-1.0,-1.0,229.76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66.93,59.37405
232,-1.0,-1.0,23.63,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.95,18.027647
233,-1.0,-1.0,22.18,-1.0,-1.0,68.46,-1.0,-1.0,-1.0,20.84,18.540846
234,-1.0,-1.0,104.3,102.7,47.9,88.25,62.6,-1.0,52.7,51.3,54.9642
235,-1.0,16.9,34.4,-1.0,20.1,67.507,31.4,-1.0,16.6,18.2,31.458675
236,-1.0,-1.0,58.72,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.27,30.601746
237,-1.0,-1.0,-1.0,28.8,-1.0,33.935,-1.0,-1.0,15.65,20.5,22.907164
238,-1.0,35.6,78.2,-1.0,38.6,108.79,39.8,39.8,37.1,42.5,45.12478
239,-1.0,36.1,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.92,45.3,35.048294
240,35.89,22.72,-1.0,-1.0,39.54,62.55,23.93,36.11,42.41,24.2,36.790268
241,-1.0,15.9,21.9,22.18,7.0,96.17,18.0,-1.0,13.4,16.3,22.65191
242,-1.0,29.9,-1.0,-1.0,29.5,-1.0,-1.0,42.7,35.07,36.7,46.598022
243,-1.0,-1.0,25.08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.4,18.934202
244,-1.0,-1.0,-1.0,-1.0,22.9,-1.0,-1.0,34.7,34.49,42.8,30.784458
245,-1.0,-1.0,75.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.75,35.54876
246,-1.0,21.7,31.4,-1.0,21.7,-1.0,-1.0,-1.0,34.67,28.4,37.221546
247,-1.0,-1.0,23.42,-1.0,-1.0,72.652,-1.0,-1.0,-1.0,3.71,19.606352
248,-1.0,-1.0,63.07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.71,31.867306
249,64.63,107.42,189.14,-1.0,73.5,64.01,69.78,65.44,-1.0,93.57,78.81993
250,-1.0,-1.0,44.5,43.5,-1.0,56.957,-1.0,-1.0,-1.0,32.5,34.14748
251,-1.0,39.0,20.0,-1.0,-1.0,-1.0,14.41,-1.0,8.84,18.3,18.990206
252,-1.0,37.1,93.8,52.18,45.0,118.31,36.9,-1.0,54.8,36.5,50.267258
253,-1.0,-1.0,14.91,-1.0,-1.0,76.63,-1.0,-1.0,-1.0,11.51,14.893753
254,-1.0,25.9,44.6,-1.0,-1.0,-1.0,23.94,-1.0,20.07,33.7,31.34237
255,-1.0,-1.0,32.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.85,21.881123
256,-1.0,75.3,143.5,92.53,94.4,150.61,34.7,-1.0,80.1,75.5,68.89441
257,-1.0,36.4,84.1,46.93,37.9,80.919,27.2,-1.0,38.2,42.6,41.59901
258,-1.0,48.3,-1.0,-1.0,26.2,-1.0,-1.0,-1.0,36.42,41.8,41.090206
259,-1.0,44.3,86.5,-1.0,43.5,-1.0,54.51,73.5,49.37,44.5,60.299526
260,-1.0,17.3,19.7,-1.0,-1.0,-1.0,-1.0,-1.0,15.38,65.7,22.033464
261,15.28,14.54,-1.0,266.51,31.21,88.11,13.97,13.31,19.52,26.74,10.372579
262,-1.0,-1.0,66.5,74.58,54.4,134.45,30.1,97.1,45.5,52.6,41.891945
263,-1.0,28.2,23.5,24.92,29.8,26.909,38.7,-1.0,25.8,20.2,33.87172
264,30.47,30.37,-1.0,-1.0,28.53,73.3,36.45,34.92,28.28,33.27,40.71184
265,12.09,16.77,-1.0,-1.0,20.06,-1.0,38.85,14.23,26.57,42.0,30.506699
266,-1.0,20.6,29.9,-1.0,-1.0,-1.0,-1.0,6.5,20.18,31.9,26.737646
267,-1.0,42.2,-1.0,76.1,-1.0,67.218,51.21,-1.0,32.92,29.0,59.076797
268,-1.0,50.7,103.1,82.25,53.3,87.88,78.1,63.8,-1.0,71.9,69.95179
269,-1.0,-1.0,7.52,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.67,9.642595
270,-1.0,10.9,13.7,-1.0,-1.0,-1.0,-1.0,-1.0,12.97,37.6,20.216846
271,-1.0,25.0,67.1,-1.0,28.1,-1.0,-1.0,32.8,27.48,35.9,52.7667
