,AGU,LDO,LPIN,MIR,OBL,SFE,TLA,VAL,CEN,ATM_med,ATM_pred
28,21.8,-1.0,33.1,-1.0,20.6,47.247,48.63,-1.0,27.79,61.5,48.694794
29,-1.0,52.5,47.5,-1.0,32.8,-1.0,-1.0,27.4,34.35,32.3,30.898733
30,-1.0,43.0,142.0,117.15,25.0,242.11,45.2,42.3,39.86,30.2,36.627724
31,38.05,29.37,-1.0,34.5,56.37,55.86,26.51,35.42,29.91,29.52,42.02388
32,-1.0,64.1,73.0,-1.0,40.7,108.99,82.2,-1.0,52.6,37.3,53.10303
33,-1.0,35.0,36.2,-1.0,-1.0,-1.0,31.49,-1.0,-1.0,27.0,24.795998
34,-1.0,32.1,101.8,-1.0,-1.0,-1.0,-1.0,4.9,12.69,12.8,17.041815
35,17.5,-1.0,26.0,16.5,15.2,48.793,32.94,-1.0,17.85,45.3,24.03437
36,26.0,-1.0,30.2,49.9,12.8,-1.0,24.47,-1.0,18.73,14.5,14.288364
37,-1.0,-1.0,57.6,34.12,16.9,43.433,40.6,26.3,26.93,23.9,25.361086
38,-1.0,55.3,61.3,72.23,46.1,125.86,60.7,71.9,59.2,50.3,53.41956
39,-1.0,45.6,106.1,120.9,-1.0,96.108,-1.0,-1.0,-1.0,15.8,14.140774
40,-1.0,35.0,164.2,-1.0,14.1,-1.0,139.21,59.3,-1.0,5.3,46.289726
41,-1.0,61.1,79.3,49.3,25.2,81.699,49.5,-1.0,29.3,39.3,33.425365
42,-1.0,5.2,30.7,-1.0,-1.0,-1.0,40.63,26.5,24.88,35.0,27.48302
43,15.76,18.54,-1.0,-1.0,16.7,28.56,12.57,10.24,15.18,23.37,18.467224
44,-1.0,28.3,22.3,-1.0,-1.0,-1.0,31.71,-1.0,30.48,18.4,28.88129
45,-1.0,-1.0,-1.0,37.5,-1.0,41.973,30.12,-1.0,17.93,25.3,28.326622
46,-1.0,28.2,50.5,-1.0,-1.0,-1.0,43.9,-1.0,25.81,24.1,28.358273
47,24.3,-1.0,-1.0,35.8,-1.0,31.996,29.52,-1.0,21.14,11.8,9.95748
48,-1.0,49.3,36.2,62.64,47.3,74.273,52.8,-1.0,26.3,42.1,39.256603
49,-1.0,91.2,90.1,96.3,76.1,107.81,83.5,-1.0,60.1,78.4,62.743084
50,-1.0,9.6,14.2,-1.0,-1.0,-1.0,12.75,-1.0,5.4,1.7,8.316381
51,-1.0,40.6,14.1,14.7,-1.0,32.863,-1.0,-1.0,-1.0,49.1,36.906265
52,-1.0,8.2,32.7,4.19,10.6,17.057,11.2,-1.0,10.2,6.9,11.474524
53,-1.0,17.9,38.2,-1.0,-1.0,-1.0,-1.0,-1.0,15.56,17.9,17.471457
54,8.2,-1.0,28.2,34.7,8.0,25.799,44.23,-1.0,19.58,45.0,25.306118
55,-1.0,28.2,98.8,-1.0,32.6,97.329,45.1,-1.0,33.2,44.8,34.497265
56,26.66,17.33,22.07,-1.0,19.22,-1.0,14.74,14.56,12.03,20.66,18.825905
57,-1.0,87.1,335.9,-1.0,62.3,-1.0,160.56,76.3,85.29,44.0,63.91063
58,-1.0,61.9,173.7,170.45,44.0,134.25,84.5,81.6,74.89,58.3,51.607708
59,-1.0,52.1,37.3,60.09,14.3,54.949,72.6,-1.0,30.83,9.9,28.225222
60,-1.0,81.2,108.3,-1.0,57.7,-1.0,28.45,50.7,60.99,64.2,60.0883
61,-1.0,51.5,53.8,81.53,56.6,100.85,47.7,-1.0,66.8,71.9,50.142048
62,-1.0,17.3,29.4,30.17,25.9,29.907,30.4,-1.0,31.0,32.2,25.413084
63,-1.0,30.2,33.0,-1.0,-1.0,-1.0,-1.0,45.7,36.47,48.8,39.3942
64,-1.0,42.2,-1.0,-1.0,38.9,-1.0,75.34,29.5,32.38,0.8,44.271297
65,-1.0,23.3,54.0,-1.0,27.1,53.673,39.4,32.4,24.2,23.8,26.217064
66,28.22,28.5,-1.0,-1.0,28.15,55.54,20.33,28.07,31.73,33.13,35.091072
67,-1.0,40.2,68.1,36.52,26.4,62.188,52.1,-1.0,32.8,21.6,32.07905
68,-1.0,27.1,28.1,-1.0,9.9,39.315,22.6,-1.0,17.4,14.4,15.025741
69,57.48,-1.0,-1.0,78.12,31.02,56.58,42.08,58.74,44.57,35.64,42.614754
70,-1.0,28.0,33.3,-1.0,-1.0,-1.0,38.59,-1.0,27.48,39.6,27.33859
71,36.2,-1.0,-1.0,104.3,19.3,64.279,43.63,-1.0,23.04,52.8,14.110429
72,-1.0,47.3,60.5,64.26,41.2,71.89,34.7,-1.0,33.2,36.5,37.0356
73,-1.0,38.6,52.6,30.82,43.9,71.699,51.3,-1.0,29.3,37.3,34.465508
74,40.12,28.87,-1.0,-1.0,25.39,123.43,30.02,30.9,38.52,30.83,39.696693
75,-1.0,50.4,42.2,-1.0,32.5,-1.0,49.11,40.8,42.36,26.0,26.759348
76,-1.0,109.1,215.9,-1.0,79.5,-1.0,92.37,68.6,78.34,86.7,80.39408
77,-1.0,23.7,62.4,-1.0,-1.0,-1.0,32.33,-1.0,-1.0,9.9,26.384935
78,19.1,-1.0,51.0,56.3,17.8,59.768,28.4,-1.0,14.73,25.9,52.739513
79,-1.0,14.8,62.0,-1.0,22.8,-1.0,-1.0,60.1,36.89,18.5,22.80609
80,-1.0,52.5,74.2,-1.0,30.6,-1.0,25.81,18.8,18.07,33.9,32.00635
81,20.0,-1.0,29.8,22.5,15.3,43.431,27.97,-1.0,22.11,3.2,19.210752
82,-1.0,26.7,26.1,-1.0,-1.0,-1.0,36.31,-1.0,17.57,1.65,19.503136
83,-1.0,60.1,52.6,-1.0,-1.0,-1.0,-1.0,-1.0,26.13,17.4,28.74995
84,-1.0,-1.0,40.5,-1.0,18.4,-1.0,-1.0,26.1,18.5,15.7,16.92991
85,-1.0,44.1,76.7,83.8,38.4,104.3,46.9,-1.0,35.2,39.9,40.28168
86,-1.0,36.1,-1.0,-1.0,33.5,-1.0,141.21,32.8,32.57,12.5,30.414701
87,-1.0,28.2,-1.0,-1.0,23.8,-1.0,-1.0,-1.0,24.98,12.6,23.721931
88,4.42,11.94,-1.0,-1.0,15.02,31.19,7.37,9.46,10.52,10.6,14.535753
89,-1.0,31.0,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,10.97,2.4,12.427172
90,-1.0,6.3,18.4,-1.0,-1.0,-1.0,-1.0,24.8,20.58,22.8,25.207762
91,-1.0,37.1,-1.0,-1.0,24.5,-1.0,-1.0,24.5,20.58,28.5,25.972641
92,-1.0,79.1,138.2,-1.0,43.8,-1.0,78.34,19.9,-1.0,26.5,49.493248
93,-1.0,-1.0,29.4,-1.0,-1.0,-1.0,-1.0,-1.0,19.12,32.4,23.353825
94,-1.0,43.3,47.5,-1.0,26.2,-1.0,21.33,32.5,21.16,17.1,22.2828
95,-1.0,38.6,37.0,-1.0,58.5,-1.0,46.01,23.3,22.78,30.0,16.733997
96,67.7,64.3,84.5,89.11,-1.0,-1.0,53.2,38.4,46.87,32.4,59.79682
97,-1.0,6.1,-1.0,-1.0,22.0,-1.0,-1.0,-1.0,15.93,14.3,13.816313
98,-1.0,43.9,130.1,75.51,35.7,81.51,36.9,20.9,26.6,23.1,46.233147
99,-1.0,18.9,26.1,-1.0,-1.0,-1.0,12.85,-1.0,5.7,17.3,14.500633
100,-1.0,44.7,41.8,-1.0,-1.0,-1.0,28.45,-1.0,-1.0,17.8,25.010292
101,-1.0,28.2,29.7,-1.0,-1.0,-1.0,8.4,-1.0,13.81,2.3,16.281342
102,-1.0,60.0,-1.0,-1.0,32.9,-1.0,-1.0,-1.0,20.47,17.7,45.542187
103,27.0,-1.0,72.4,42.3,14.6,33.809,32.97,-1.0,32.13,47.3,33.806187
104,-1.0,15.0,27.1,-1.0,-1.0,-1.0,10.82,-1.0,17.61,15.5,20.310883
105,-1.0,78.5,72.1,-1.0,62.4,-1.0,51.02,61.8,56.36,55.1,53.89737
106,29.9,-1.0,24.4,56.4,27.4,-1.0,36.73,-1.0,31.45,33.7,23.036573
107,-1.0,22.1,11.9,-1.0,14.9,-1.0,-1.0,12.4,6.72,3.3,11.973975
108,-1.0,66.0,97.6,-1.0,28.2,-1.0,-1.0,28.5,-1.0,60.3,37.179104
109,15.1,-1.0,33.6,18.0,24.4,47.138,-1.0,9.0,27.51,12.9,16.848389
110,-1.0,65.6,-1.0,-1.0,122.7,-1.0,191.19,161.8,77.47,150.2,127.505196
111,-1.0,28.3,20.5,-1.0,-1.0,-1.0,24.29,-1.0,23.02,12.0,22.556522
112,-1.0,74.5,85.6,-1.0,50.3,-1.0,53.1,43.6,54.28,45.3,53.262047
113,-1.0,71.5,61.6,-1.0,44.3,-1.0,-1.0,51.0,54.72,12.4,40.81462
114,-1.0,43.9,199.0,120.37,38.1,221.86,75.6,101.6,90.2,96.5,69.40546
115,-1.0,31.8,32.9,-1.0,-1.0,-1.0,31.04,-1.0,26.28,32.5,25.242226
116,9.1,-1.0,14.6,-1.0,7.8,26.883,19.42,-1.0,10.19,24.6,19.410416
117,-1.0,47.0,63.4,-1.0,13.5,-1.0,-1.0,8.8,14.39,12.7,22.809576
118,85.8,64.2,272.0,363.94,108.9,279.07,79.5,72.7,144.28,93.9,73.70023
119,-1.0,32.0,2.2,-1.0,-1.0,-1.0,38.45,-1.0,7.05,8.5,21.484049
120,-1.0,72.0,65.9,-1.0,29.6,-1.0,-1.0,32.4,25.73,19.5,34.441074
121,-1.0,55.4,139.1,-1.0,40.4,101.04,45.6,-1.0,38.3,44.3,46.168842
122,48.8,-1.0,59.5,50.68,33.1,72.179,-1.0,28.9,40.23,22.2,32.42184
123,-1.0,16.8,31.1,36.85,28.9,42.187,33.3,-1.0,40.6,15.3,31.84534
124,-1.0,56.0,36.2,-1.0,25.3,-1.0,39.09,37.1,25.53,7.5,16.855467
125,-1.0,-1.0,-1.0,69.7,-1.0,66.07,44.24,-1.0,24.35,100.0,35.12782
126,19.2,-1.0,22.0,32.4,12.2,32.245,56.75,-1.0,27.08,20.3,31.825886
127,16.05,19.05,-1.0,150.49,17.65,109.18,10.51,23.94,24.07,18.5,29.418375
128,-1.0,20.7,11.3,-1.0,-1.0,-1.0,11.35,-1.0,15.18,16.5,16.890774
129,31.9,-1.0,35.7,42.12,20.2,64.83,-1.0,24.0,25.51,17.3,24.87834
130,-1.0,11.6,11.5,-1.0,-1.0,-1.0,18.75,-1.0,13.26,25.4,18.578611
131,-1.0,71.5,122.9,-1.0,-1.0,-1.0,84.52,35.4,36.76,57.9,39.791348
132,-1.0,48.4,71.9,56.42,24.1,79.424,51.0,-1.0,38.2,35.4,34.696842
133,-1.0,13.4,23.1,5.8,-1.0,26.844,0.24,-1.0,-1.0,7.9,14.903851
134,-1.0,43.6,-1.0,-1.0,52.8,-1.0,-1.0,-1.0,28.87,63.3,68.46621
135,-1.0,27.8,49.7,-1.0,-1.0,-1.0,13.83,-1.0,-1.0,10.6,21.258034
136,-1.0,59.6,141.4,54.0,-1.0,64.144,57.5,-1.0,45.5,42.5,40.954918
137,25.9,-1.0,61.3,34.74,26.0,53.337,-1.0,43.5,32.74,38.0,42.167183
138,-1.0,26.4,44.9,61.96,35.4,70.817,57.3,-1.0,59.2,34.7,45.505966
139,24.0,-1.0,-1.0,65.2,8.3,48.063,22.76,-1.0,14.35,29.6,9.969175
140,-1.0,19.3,14.4,-1.0,23.9,-1.0,16.54,-1.0,14.81,0.9,25.038792
141,-1.0,37.4,27.3,37.11,41.3,85.372,29.8,19.2,30.6,22.9,32.81353
142,34.98,45.1,-1.0,58.68,25.77,96.53,25.14,32.03,25.27,41.25,34.114872
143,23.5,-1.0,61.6,39.52,29.0,40.302,43.3,37.2,36.2,23.4,30.812748
144,-1.0,52.1,90.4,55.68,38.5,57.644,56.3,-1.0,38.1,38.7,43.341354
145,-1.0,22.72,47.32,-1.0,13.02,-1.0,24.45,13.81,12.29,15.93,16.016209
146,-1.0,41.7,-1.0,-1.0,38.7,-1.0,-1.0,-1.0,29.54,41.1,50.527874
147,26.8,-1.0,31.2,22.62,15.7,33.027,-1.0,18.5,20.99,23.7,19.702377
148,-1.0,31.7,45.5,-1.0,-1.0,-1.0,29.0,-1.0,20.92,26.4,20.823036
149,-1.0,99.6,157.6,-1.0,37.5,-1.0,104.69,84.5,-1.0,43.9,53.471004
150,-1.0,5.6,14.0,-1.0,-1.0,-1.0,16.62,-1.0,7.15,11.0,11.406367
151,-1.0,64.0,159.6,-1.0,64.3,-1.0,82.61,59.2,70.92,32.4,56.19377
152,-1.0,28.4,89.3,44.67,23.4,49.486,33.6,-1.0,24.0,24.4,28.45896
153,-1.0,-1.0,30.1,-1.0,-1.0,-1.0,6.29,-1.0,18.15,4.05,25.587152
154,28.65,25.73,-1.0,71.1,33.38,42.09,28.45,30.65,39.91,34.57,44.62108
155,13.57,33.26,-1.0,13.35,22.27,69.38,26.44,26.0,23.28,17.24,28.814945
156,-1.0,27.5,-1.0,-1.0,19.2,-1.0,-1.0,17.0,24.87,19.8,28.441715
157,31.1,-1.0,49.3,47.89,49.7,69.109,-1.0,44.5,56.61,24.4,42.259655
158,-1.0,52.95,25.99,25.76,31.84,116.16,48.62,33.1,18.89,42.66,39.488308
159,-1.0,36.2,69.1,53.2,35.6,73.329,32.3,62.3,44.94,25.9,35.0635
160,29.2,-1.0,42.2,32.09,19.5,43.688,33.1,27.9,27.13,20.7,27.768438
161,-1.0,24.4,26.1,17.5,-1.0,27.879,-1.0,-1.0,-1.0,34.9,26.573128
162,-1.0,-1.0,72.7,61.41,29.7,77.706,53.4,44.7,44.43,40.2,38.47866
163,16.5,-1.0,-1.0,11.2,23.4,51.488,29.9,-1.0,39.5,40.7,27.113728
164,-1.0,16.1,27.8,-1.0,-1.0,-1.0,-1.0,-1.0,10.58,11.9,14.279765
165,-1.0,62.4,78.7,114.36,60.3,230.04,54.6,57.0,61.43,78.6,64.28415
166,-1.0,10.2,-1.0,21.4,-1.0,12.65,23.73,-1.0,17.12,16.0,20.357584
167,-1.0,22.7,32.8,-1.0,-1.0,-1.0,22.18,-1.0,24.49,20.8,26.373701
168,-1.0,82.3,-1.0,45.8,-1.0,73.911,-1.0,-1.0,25.58,44.3,27.942722
169,44.4,-1.0,80.4,47.35,37.5,67.381,-1.0,40.3,39.73,40.9,41.35883
170,-1.0,54.0,65.5,-1.0,-1.0,-1.0,-1.0,-1.0,25.43,44.2,29.295193
171,-1.0,41.9,163.5,57.66,21.5,77.468,33.3,-1.0,-1.0,17.8,34.99565
172,-1.0,20.9,22.6,-1.0,-1.0,-1.0,30.53,-1.0,29.14,27.9,27.356142
173,-1.0,56.8,26.9,-1.0,38.8,-1.0,-1.0,30.0,35.48,24.3,29.8486
174,-1.0,54.3,46.9,-1.0,31.4,-1.0,58.33,23.1,27.1,21.6,26.570415
175,-1.0,8.0,26.3,25.96,13.4,96.8,20.1,35.3,10.6,27.4,23.850628
176,-1.0,86.0,238.9,-1.0,-1.0,-1.0,93.31,52.8,85.74,78.0,74.143295
177,18.7,-1.0,-1.0,32.2,13.3,35.081,41.75,-1.0,17.12,22.2,34.013554
178,-1.0,1.7,1.6,-1.0,-1.0,-1.0,-1.0,-1.0,12.51,3.6,22.929249
179,22.68,67.31,-1.0,-1.0,24.0,133.41,49.11,24.64,39.16,54.73,36.83164
180,-1.0,-1.0,-1.0,11.9,-1.0,23.67,17.08,-1.0,11.34,5.1,17.5589
181,-1.0,3.5,10.9,-1.0,-1.0,-1.0,0.74,-1.0,5.14,3.7,5.9928894
182,-1.0,-1.0,-1.0,46.3,-1.0,32.429,62.95,-1.0,18.06,19.6,38.104
183,20.51,27.3,-1.0,-1.0,49.4,65.34,38.84,17.65,56.15,37.08,44.41526
184,-1.0,38.9,25.5,30.5,33.7,47.286,28.0,-1.0,32.6,25.8,27.786564
185,-1.0,41.7,10.5,-1.0,-1.0,-1.0,25.03,-1.0,19.18,18.0,16.244738
186,23.39,40.25,-1.0,-1.0,31.5,80.06,32.65,28.94,32.73,29.7,37.440556
187,-1.0,15.1,49.0,-1.0,-1.0,-1.0,17.48,-1.0,21.52,11.4,20.022755
188,11.0,-1.0,11.7,20.1,-1.0,17.309,-1.0,-1.0,27.15,47.5,25.125912
189,56.71,114.36,-1.0,-1.0,94.3,-1.0,81.62,81.93,128.89,74.17,119.04056
190,-1.0,37.5,62.7,-1.0,34.8,-1.0,42.24,37.4,49.8,38.0,37.491142
191,43.3,-1.0,105.9,46.57,50.2,159.5,39.4,42.8,42.93,58.5,54.908222
192,-1.0,72.8,91.5,53.66,42.0,107.38,42.3,48.7,47.02,37.9,51.990154
193,56.0,-1.0,137.5,110.18,39.6,176.74,-1.0,53.5,48.71,52.2,60.002316
194,-1.0,35.5,111.9,142.58,48.5,64.688,69.2,-1.0,63.66,37.8,49.775414
195,-1.0,21.8,64.0,37.03,18.1,52.312,17.4,-1.0,18.8,14.3,22.624592
196,57.33,89.65,-1.0,42.59,60.95,177.73,48.37,28.78,86.23,105.09,87.36835
197,-1.0,48.7,33.6,46.45,38.3,41.844,61.8,-1.0,66.59,51.8,55.06662
198,-1.0,46.5,15.1,-1.0,-1.0,-1.0,-1.0,-1.0,24.74,21.7,17.835676
199,-1.0,35.2,78.4,-1.0,25.7,-1.0,87.69,23.0,29.0,22.8,31.782324
200,-1.0,62.7,156.2,93.62,49.8,76.779,57.4,54.5,55.18,42.8,57.063873
201,13.89,7.08,10.86,-1.0,14.04,-1.0,10.26,20.34,11.92,16.55,17.26673
202,-1.0,35.4,56.0,46.03,45.4,55.746,43.0,47.3,45.3,55.2,39.224987
203,-1.0,53.6,134.0,150.59,38.6,126.26,84.7,43.8,76.22,33.0,40.594715
204,9.63,21.16,-1.0,50.17,12.87,77.61,9.79,9.52,8.88,13.58,13.960433
205,-1.0,33.3,39.4,33.36,32.3,41.807,37.7,-1.0,45.1,43.6,33.007107
206,-1.0,20.3,24.8,-1.0,-1.0,-1.0,19.41,-1.0,17.08,11.8,20.101675
207,47.34,31.27,-1.0,-1.0,28.38,74.49,39.88,44.85,42.89,39.87,44.194458
208,-1.0,54.2,50.0,-1.0,-1.0,-1.0,45.27,-1.0,19.35,16.0,21.391708
209,62.63,74.25,77.12,-1.0,53.68,54.88,64.11,63.87,51.6,66.52,63.733166
210,-1.0,43.2,55.3,73.91,59.2,84.392,59.3,-1.0,51.2,49.6,44.26496
211,-1.0,27.8,45.3,36.58,32.6,45.893,35.2,-1.0,11.7,28.2,26.206572
212,-1.0,19.9,76.8,79.61,62.0,86.033,74.5,78.8,85.26,57.1,61.8255
213,-1.0,37.1,31.5,-1.0,-1.0,-1.0,35.1,-1.0,30.45,37.6,26.730219
214,-1.0,37.9,88.5,-1.0,19.6,-1.0,-1.0,16.9,76.37,26.2,32.492664
215,-1.0,10.4,16.1,-1.0,-1.0,-1.0,13.61,-1.0,10.22,4.7,12.890233
216,-1.0,48.7,57.1,-1.0,32.0,41.88,36.4,32.5,33.9,31.6,33.319775
217,-1.0,165.9,359.2,204.61,120.0,325.05,148.7,98.4,197.77,94.5,97.61893
218,-1.0,34.3,35.4,-1.0,-1.0,-1.0,12.17,-1.0,16.57,27.0,17.983171
219,-1.0,26.7,46.3,-1.0,-1.0,-1.0,20.84,-1.0,-1.0,15.6,20.871876
220,-1.0,-1.0,15.2,-1.0,-1.0,-1.0,44.04,-1.0,-1.0,20.5,17.966341
221,11.9,-1.0,23.1,14.3,8.5,30.23,14.87,-1.0,14.27,6.4,12.769376
222,31.72,54.99,-1.0,23.85,21.57,31.17,31.45,29.01,24.52,25.07,32.164505
223,-1.0,77.5,174.8,37.65,84.6,100.21,73.3,-1.0,38.3,45.4,62.24232
224,-1.0,4.24,5.05,-1.0,8.01,-1.0,11.05,10.92,7.88,8.93,14.218331
225,-1.0,116.6,116.3,75.1,32.9,123.06,32.58,-1.0,-1.0,63.7,72.08584
226,-1.0,26.0,35.4,61.19,34.7,84.705,35.6,-1.0,35.4,30.4,33.447765
227,42.3,-1.0,48.8,60.63,22.8,55.719,-1.0,38.8,30.03,27.3,33.124996
228,43.21,23.05,-1.0,46.29,66.21,78.25,58.87,42.1,53.68,54.55,57.25862
229,36.98,63.52,-1.0,53.99,71.43,45.01,72.59,77.24,68.21,76.63,75.86658
230,70.8,-1.0,257.3,82.05,41.1,53.544,54.0,57.4,43.46,64.7,56.998592
231,-1.0,32.8,-1.0,-1.0,-1.0,-1.0,19.68,-1.0,18.82,29.3,14.553164
232,-1.0,21.5,35.5,-1.0,-1.0,-1.0,12.94,-1.0,18.85,22.2,20.588621
233,-1.0,114.4,165.9,-1.0,75.2,-1.0,74.22,115.8,109.35,62.2,70.31489
234,-1.0,34.4,18.6,-1.0,26.0,-1.0,27.32,-1.0,15.24,18.6,28.91127
235,-1.0,61.6,152.7,-1.0,45.4,-1.0,115.7,99.4,-1.0,44.4,53.722248
236,-1.0,37.9,40.5,43.15,25.5,47.869,34.5,37.8,46.9,32.4,28.39955
237,-1.0,54.2,60.0,-1.0,78.4,70.237,64.9,77.2,80.0,76.8,61.992165
238,-1.0,40.3,91.1,101.9,68.6,142.49,65.3,-1.0,76.1,77.8,59.82935
239,-1.0,46.5,61.0,55.38,22.3,65.625,46.2,-1.0,28.7,25.3,29.598303
240,-1.0,62.9,70.5,45.08,24.0,93.599,41.8,60.5,28.1,36.6,36.804424
241,-1.0,82.5,126.8,101.6,41.5,126.05,93.1,36.8,100.96,30.1,41.500427
242,-1.0,57.6,96.4,-1.0,39.9,-1.0,47.77,36.4,50.41,37.7,44.425888
243,-1.0,18.9,18.6,-1.0,-1.0,-1.0,-1.0,-1.0,21.5,15.0,24.021784
244,28.6,-1.0,80.5,45.5,34.7,65.154,49.13,-1.0,44.77,42.9,56.046185
245,79.2,-1.0,24.1,53.64,66.2,-1.0,-1.0,85.3,65.52,95.2,74.2303
246,-1.0,-1.0,-1.0,37.5,-1.0,26.409,43.39,-1.0,25.21,36.4,23.327496
247,-1.0,106.0,292.3,237.09,69.1,318.12,70.7,-1.0,60.8,117.6,91.895065
248,25.45,36.41,37.35,-1.0,32.17,-1.0,33.92,33.67,27.72,45.83,31.418238
249,82.63,65.77,-1.0,38.36,51.23,52.94,50.53,55.23,50.32,49.59,64.9251
250,4.2,-1.0,80.9,39.9,-1.0,44.72,2.54,-1.0,10.62,11.2,19.0772
251,33.51,12.59,9.97,-1.0,9.7,-1.0,13.55,12.41,18.74,7.2,15.054599
252,19.2,-1.0,20.3,14.8,10.5,36.167,19.15,-1.0,22.83,14.6,11.349413
253,-1.0,85.2,204.3,128.54,61.6,162.6,105.7,76.0,100.58,68.1,59.05756
254,21.61,24.43,56.59,-1.0,22.79,-1.0,20.49,19.39,20.59,22.82,26.324648
255,-1.0,122.9,338.5,326.7,100.9,336.26,143.6,174.7,196.11,99.8,104.37011
256,39.7,-1.0,48.3,38.59,29.4,-1.0,-1.0,44.6,40.1,37.7,39.168434
257,-1.0,195.5,285.3,134.87,67.0,239.98,94.5,-1.0,102.2,89.0,101.013596
258,-1.0,-1.0,54.4,-1.0,68.5,-1.0,70.49,49.7,49.2,70.2,44.19957
259,-1.0,-1.0,-1.0,46.1,-1.0,99.573,45.12,-1.0,20.85,5.2,40.009933
260,19.9,-1.0,-1.0,78.52,37.5,-1.0,19.44,26.0,4.09,29.71,24.85252
261,14.13,20.13,-1.0,194.22,17.85,69.31,23.94,8.27,12.05,13.15,12.674515
262,-1.0,15.9,44.6,26.3,17.0,46.227,22.2,-1.0,18.8,14.3,19.893017
263,-1.0,26.8,55.8,-1.0,32.1,71.545,25.4,-1.0,24.9,10.6,27.85995
264,-1.0,43.3,47.8,-1.0,-1.0,-1.0,55.34,-1.0,-1.0,15.6,29.854044
265,-1.0,-1.0,-1.0,48.9,-1.0,34.317,23.87,-1.0,17.12,22.5,23.394054
266,28.0,-1.0,31.2,46.9,33.8,39.25,67.03,-1.0,38.71,63.1,72.73405
267,-1.0,29.8,30.3,-1.0,-1.0,-1.0,24.16,-1.0,19.5,15.1,18.731247
268,16.0,-1.0,32.7,27.51,10.0,31.362,-1.0,17.0,8.75,19.1,16.420422
269,-1.0,21.3,29.6,-1.0,-1.0,-1.0,-1.0,-1.0,18.26,15.0,22.48895
270,22.88,43.97,-1.0,-1.0,33.23,51.72,30.66,24.89,24.52,37.51,34.92228
271,-1.0,31.7,40.1,-1.0,-1.0,-1.0,33.31,-1.0,-1.0,41.3,25.381527
272,-1.0,61.6,-1.0,140.5,-1.0,105.61,113.78,-1.0,-1.0,26.8,50.07663
273,-1.0,58.0,51.7,136.83,74.4,130.75,69.2,100.6,116.14,69.8,93.38559
274,-1.0,23.6,48.3,-1.0,-1.0,-1.0,32.32,-1.0,17.56,20.8,20.432215
275,23.3,31.6,83.7,46.62,36.7,68.561,30.3,18.5,16.75,15.1,32.7823
276,-1.0,30.1,64.5,-1.0,33.2,87.83,35.2,-1.0,36.0,40.8,33.77784
