,AGU,LDO,LPIN,MIR,OBL,SFE,TLA,VAL,CEN,ATM_med,ATM_pred
41,-1.0,20.8,22.4,-1.0,-1.0,-1.0,-1.0,-1.0,31.55,8.7,13.841712
42,-1.0,3.2,5.85,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.9,15.182523
43,-1.0,39.4,79.0,61.9,22.6,87.03,27.4,-1.0,37.2,23.5,31.394764
44,-1.0,46.8,33.3,-1.0,-1.0,-1.0,62.78,11.6,24.17,29.0,18.519794
45,-1.0,28.0,95.8,53.51,20.4,85.157,29.6,-1.0,-1.0,28.5,20.705564
46,-1.0,30.7,44.0,91.8,32.1,96.663,34.5,98.3,40.2,32.5,37.27056
47,-1.0,138.8,139.6,177.84,138.3,-1.0,127.2,-1.0,78.1,100.2,92.34816
48,-1.0,28.3,30.9,-1.0,-1.0,-1.0,-1.0,24.4,24.36,33.1,29.69093
49,58.7,-1.0,61.8,133.36,23.2,69.19,114.0,34.1,49.62,52.2,64.21464
50,-1.0,63.9,-1.0,-1.0,35.0,-1.0,50.93,34.4,39.19,34.7,31.09912
51,10.57,9.39,17.59,-1.0,5.81,-1.0,3.81,9.26,8.96,5.73,9.122831
52,12.81,31.34,-1.0,-1.0,14.91,27.95,18.28,19.58,21.24,16.44,22.386644
53,55.2,-1.0,65.3,81.6,38.8,145.48,55.8,39.3,52.15,6.2,36.489265
54,-1.0,11.6,24.9,-1.0,-1.0,-1.0,23.17,-1.0,21.26,41.3,26.800293
55,-1.0,21.5,24.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.8,22.45508
56,51.9,-1.0,97.2,64.42,51.1,112.72,-1.0,54.4,49.95,53.8,55.136898
57,-1.0,77.8,121.8,-1.0,43.3,-1.0,-1.0,32.1,30.91,22.8,39.173656
58,-1.0,146.2,-1.0,-1.0,99.2,-1.0,102.16,79.3,80.29,97.3,106.344986
59,-1.0,105.2,359.8,-1.0,-1.0,-1.0,-1.0,75.8,106.11,65.4,100.17172
60,-1.0,44.7,76.2,70.59,45.9,92.825,70.1,-1.0,47.8,44.7,44.627598
61,-1.0,14.9,-1.0,-1.0,14.8,-1.0,-1.0,-1.0,12.58,25.2,9.708326
62,-1.0,54.8,-1.0,24.7,-1.0,50.484,-1.0,-1.0,15.34,36.8,20.179468
63,-1.0,20.9,42.2,56.68,28.1,105.21,30.3,95.8,25.5,35.6,28.479195
64,-1.0,69.5,93.6,-1.0,-1.0,-1.0,-1.0,63.5,56.31,72.8,55.809135
65,-1.0,25.8,43.0,-1.0,24.1,-1.0,18.37,11.8,-1.0,2.3,29.540085
66,32.8,-1.0,23.8,41.9,16.5,46.564,39.05,-1.0,8.77,38.0,27.179577
67,21.5,51.95,63.57,-1.0,-1.0,-1.0,35.61,18.0,31.55,31.33,32.27359
68,-1.0,81.3,217.7,-1.0,67.5,229.56,88.1,98.1,102.4,74.3,75.07106
69,-1.0,55.7,140.4,143.3,64.2,69.759,56.3,-1.0,73.0,52.2,53.62699
70,-1.0,70.3,123.4,114.1,40.3,97.675,50.99,-1.0,-1.0,20.9,39.429623
71,-1.0,29.0,103.6,126.4,14.2,58.976,39.54,-1.0,-1.0,16.2,26.205603
72,-1.0,70.3,104.0,-1.0,50.8,-1.0,62.19,19.8,66.43,35.4,47.410877
73,-1.0,6.7,5.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.7,19.109968
74,-1.0,69.6,-1.0,161.1,-1.0,145.97,-1.0,-1.0,-1.0,58.4,24.47553
75,28.0,32.84,-1.0,-1.0,47.34,29.88,48.27,35.89,60.99,36.9,48.996735
76,-1.0,47.5,62.7,-1.0,42.8,-1.0,40.99,56.8,45.78,28.2,31.49002
77,59.68,48.84,95.15,-1.0,36.63,36.26,45.2,44.2,-1.0,44.2,43.9645
78,-1.0,27.0,57.6,29.47,21.7,52.176,25.0,-1.0,24.3,17.8,25.857784
79,-1.0,15.0,41.5,70.8,5.3,43.258,20.6,-1.0,2.9,11.6,32.858883
80,-1.0,91.1,156.0,-1.0,40.2,-1.0,176.98,37.2,56.59,61.8,69.49454
81,-1.0,-1.0,-1.0,2.1,-1.0,-1.0,24.36,-1.0,14.47,16.4,12.227726
82,-1.0,21.5,52.2,-1.0,12.0,-1.0,46.23,19.3,12.85,34.6,17.697968
83,81.87,47.61,-1.0,30.91,66.55,49.54,75.02,101.26,88.2,113.55,99.051285
84,-1.0,29.2,34.9,-1.0,-1.0,-1.0,25.17,-1.0,23.29,18.3,22.428923
85,33.37,25.28,-1.0,-1.0,18.39,49.8,27.48,30.57,30.44,21.89,27.20345
86,-1.0,33.0,65.8,-1.0,-1.0,-1.0,-1.0,37.3,36.12,35.3,34.191795
87,-1.0,-1.0,-1.0,31.1,-1.0,43.752,18.34,-1.0,14.36,6.2,12.285835
88,11.2,-1.0,19.4,16.8,-1.0,15.909,17.06,-1.0,10.52,9.4,18.225607
89,-1.0,30.9,33.2,21.9,-1.0,36.586,-1.0,-1.0,-1.0,53.9,27.870382
90,-1.0,53.6,143.6,43.13,56.4,79.886,48.4,68.7,48.9,66.9,60.695484
91,14.3,-1.0,23.1,25.3,7.7,40.097,24.65,-1.0,12.36,3.0,13.140329
92,-1.0,17.9,8.1,-1.0,0.0,-1.0,11.18,-1.0,8.17,9.6,8.9869585
93,-1.0,24.4,44.1,-1.0,-1.0,-1.0,-1.0,-1.0,30.22,20.1,22.425835
94,19.1,-1.0,55.1,47.01,19.4,60.365,-1.0,22.7,25.69,22.5,26.206617
95,-1.0,36.5,-1.0,-1.0,45.3,-1.0,-1.0,-1.0,34.35,31.1,42.572083
96,57.5,-1.0,94.2,54.3,29.7,68.648,37.2,34.9,26.54,37.7,35.535652
97,-1.0,21.2,50.9,31.68,19.7,115.09,32.9,32.8,21.2,24.9,26.341522
98,-1.0,98.4,41.8,-1.0,17.1,-1.0,-1.0,-1.0,25.42,25.1,47.46605
99,-1.0,19.4,28.6,-1.0,-1.0,-1.0,81.34,-1.0,11.0,9.9,16.391346
100,-1.0,110.0,-1.0,-1.0,82.9,-1.0,76.75,67.2,84.6,61.1,80.64643
101,-1.0,25.5,26.0,-1.0,15.2,-1.0,-1.0,16.1,31.02,14.7,25.80353
102,21.6,-1.0,83.9,-1.0,19.3,54.243,39.03,-1.0,29.46,15.1,28.152718
103,-1.0,66.5,99.7,-1.0,-1.0,-1.0,10.56,29.3,27.1,7.8,45.903694
104,25.7,-1.0,28.0,70.61,19.3,38.215,-1.0,18.4,32.75,10.8,23.938421
105,-1.0,-1.0,-1.0,19.6,-1.0,13.452,24.58,-1.0,11.9,6.9,10.894853
106,41.1,-1.0,53.9,48.8,25.7,-1.0,51.73,-1.0,37.47,33.0,42.63794
107,31.2,-1.0,-1.0,35.9,17.5,48.562,43.44,-1.0,24.23,15.3,23.692503
108,-1.0,38.7,22.8,-1.0,-1.0,-1.0,7.05,-1.0,20.95,3.9,21.352177
109,-1.0,14.2,12.85,-1.0,-1.0,-1.0,8.46,-1.0,19.72,5.0,18.313156
110,-1.0,53.7,64.1,56.61,33.4,86.302,55.7,-1.0,32.0,29.8,34.73012
111,-1.0,72.9,106.6,-1.0,43.7,-1.0,25.66,34.7,35.55,45.7,43.928947
112,-1.0,30.1,109.2,-1.0,25.2,-1.0,37.75,23.9,30.31,21.6,28.42094
113,-1.0,18.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.6,9.47219
114,-1.0,31.7,53.0,27.1,21.5,47.836,17.56,-1.0,-1.0,16.8,23.335081
115,-1.0,41.5,43.1,-1.0,19.6,46.604,30.4,-1.0,26.7,25.0,26.587667
116,-1.0,101.6,241.6,143.54,89.1,215.92,133.8,-1.0,98.9,111.1,93.418304
117,-1.0,-1.0,-1.0,-1.0,48.6,-1.0,-1.0,-1.0,36.1,77.0,65.437775
118,71.4,-1.0,209.1,180.83,52.6,106.4,-1.0,62.8,70.71,76.5,62.77192
119,-1.0,48.0,50.9,-1.0,-1.0,-1.0,-1.0,20.7,-1.0,25.7,27.684175
120,-1.0,34.9,50.7,-1.0,27.2,-1.0,-1.0,19.5,27.27,6.9,27.112698
121,-1.0,16.5,13.3,-1.0,-1.0,-1.0,94.93,-1.0,8.21,33.1,11.038405
122,-1.0,1.9,19.7,18.8,-1.0,35.395,-1.0,-1.0,-1.0,23.8,17.579187
123,-1.0,42.5,35.6,-1.0,-1.0,-1.0,5.68,-1.0,20.17,16.7,19.135473
124,-1.0,38.9,20.4,-1.0,-1.0,-1.0,-1.0,-1.0,27.01,15.4,28.226038
125,-1.0,29.2,-1.0,8.4,-1.0,36.083,3.9,-1.0,-1.0,14.7,12.729982
126,21.7,-1.0,48.8,46.3,-1.0,32.578,-1.0,-1.0,27.6,6.5,13.764543
127,-1.0,63.1,80.3,-1.0,50.6,-1.0,106.54,67.0,60.25,27.5,26.618393
128,71.1,88.0,153.5,91.43,44.1,110.74,86.1,47.5,54.23,79.6,59.827652
129,-1.0,13.0,-1.0,17.9,-1.0,39.603,-1.0,-1.0,28.61,29.4,12.097675
130,42.1,40.2,27.3,43.3,26.5,66.731,27.2,41.1,35.32,37.7,29.846182
131,-1.0,20.1,25.9,-1.0,-1.0,-1.0,27.48,-1.0,18.91,34.9,20.98415
132,-1.0,18.8,8.4,-1.0,-1.0,-1.0,36.11,-1.0,33.18,45.4,35.20463
133,43.8,-1.0,42.8,70.46,33.5,139.14,-1.0,39.4,34.2,30.1,28.816135
134,-1.0,23.1,22.2,-1.0,-1.0,-1.0,26.25,-1.0,26.55,17.8,22.989002
135,5.2,-1.0,-1.0,16.2,3.7,17.754,29.55,-1.0,7.83,29.8,33.719
136,-1.0,50.0,62.8,-1.0,18.5,-1.0,24.7,22.0,25.28,19.1,23.740976
137,-1.0,26.1,57.5,-1.0,-1.0,-1.0,-1.0,-1.0,22.85,14.8,22.111153
138,-1.0,28.9,48.6,27.38,31.6,50.112,19.8,-1.0,13.8,27.7,20.765175
139,-1.0,27.2,13.2,-1.0,-1.0,-1.0,12.88,-1.0,20.78,20.6,23.025394
140,-1.0,1.4,10.9,-1.0,-1.0,-1.0,11.86,-1.0,4.03,5.0,6.3523397
141,-1.0,-1.0,32.2,41.61,31.1,52.288,45.9,32.9,45.11,29.4,30.562683
142,16.2,-1.0,17.6,-1.0,18.5,13.113,24.63,4.5,17.86,19.7,14.236588
143,-1.0,10.6,9.2,-1.0,-1.0,-1.0,34.44,-1.0,20.93,27.0,23.628252
144,-1.0,35.5,41.0,-1.0,13.9,38.427,26.9,-1.0,19.2,19.5,21.01882
145,-1.0,27.9,24.1,30.62,39.6,38.83,46.4,-1.0,41.2,42.7,34.59717
146,-1.0,53.6,90.1,40.74,60.7,62.831,54.1,59.0,73.59,64.8,44.547417
147,-1.0,-1.0,-1.0,41.3,-1.0,26.659,79.16,-1.0,30.3,9.8,45.767883
148,-1.0,-1.0,-1.0,22.2,-1.0,21.031,24.79,-1.0,7.74,26.0,9.969229
149,35.5,-1.0,66.1,54.57,35.6,65.983,-1.0,36.7,31.38,32.7,34.9776
150,-1.0,-1.0,-1.0,30.5,-1.0,44.051,42.36,-1.0,16.27,30.5,30.35009
151,37.7,-1.0,61.9,50.73,42.4,88.864,-1.0,44.0,40.82,27.3,41.110096
152,-1.0,47.7,76.2,-1.0,38.5,199.69,36.5,-1.0,42.0,47.7,55.542892
153,-1.0,41.3,-1.0,26.4,-1.0,38.456,26.22,-1.0,21.25,17.1,15.6784
154,-1.0,65.9,88.4,10.71,64.2,109.22,53.1,-1.0,62.5,59.3,58.130978
155,14.25,23.29,-1.0,-1.0,15.17,29.33,14.08,21.32,17.54,15.0,16.541265
156,-1.0,39.2,45.9,-1.0,24.9,-1.0,20.93,16.1,19.92,41.3,22.120173
157,32.3,-1.0,88.7,152.2,40.0,113.56,60.7,35.6,67.28,29.5,36.37508
158,-1.0,36.1,47.6,40.31,46.7,39.88,34.3,-1.0,32.7,39.4,36.19124
159,29.2,-1.0,101.9,169.43,22.7,115.47,70.9,17.6,29.83,38.3,54.760406
160,-1.0,17.4,22.1,-1.0,8.9,-1.0,28.22,-1.0,18.68,25.9,18.239056
161,-1.0,71.4,134.6,-1.0,24.0,-1.0,46.21,88.2,32.29,45.8,38.500282
162,-1.0,40.8,39.0,40.24,51.3,100.35,33.9,-1.0,38.6,39.6,39.60365
163,-1.0,-1.0,31.4,-1.0,65.6,-1.0,-1.0,18.3,13.75,6.0,17.453474
164,-1.0,51.1,51.9,-1.0,36.3,-1.0,-1.0,40.3,31.05,25.0,35.79432
165,-1.0,50.9,71.5,-1.0,16.3,-1.0,51.29,30.5,40.38,22.7,29.697351
166,23.6,-1.0,53.0,33.23,23.7,77.586,-1.0,28.9,23.95,43.3,29.0322
167,17.9,-1.0,21.3,28.8,-1.0,35.248,-1.0,-1.0,8.92,16.9,19.320839
168,70.6,-1.0,-1.0,84.0,-1.0,71.618,29.9,-1.0,23.67,13.2,15.267149
169,75.7,72.14,-1.0,76.04,53.84,59.5,59.17,74.85,57.18,78.64,74.85584
170,-1.0,77.7,89.3,76.38,62.6,171.95,85.0,-1.0,70.8,59.8,65.268265
171,-1.0,22.5,64.1,-1.0,13.9,-1.0,62.27,10.8,12.93,17.5,23.370045
172,-1.0,-1.0,-1.0,29.5,-1.0,25.565,16.62,-1.0,15.83,8.5,6.6519723
173,-1.0,26.1,32.1,47.62,33.0,45.85,35.3,-1.0,40.2,38.7,29.785408
174,-1.0,38.4,-1.0,-1.0,22.5,-1.0,-1.0,-1.0,28.09,11.3,23.754187
175,-1.0,-1.0,-1.0,17.6,-1.0,23.476,34.66,-1.0,21.22,16.3,22.988548
176,28.1,-1.0,106.4,45.03,23.2,62.436,29.3,20.8,-1.0,5.3,29.523432
177,-1.0,22.7,42.2,-1.0,48.8,75.832,37.3,-1.0,-1.0,35.8,34.580746
178,-1.0,31.0,48.1,51.83,37.5,65.969,43.2,-1.0,37.5,40.7,32.907475
179,42.8,-1.0,53.9,44.94,43.4,58.731,-1.0,27.4,32.93,26.6,31.769579
180,-1.0,35.2,47.7,55.34,42.2,121.19,47.7,-1.0,42.0,30.6,44.441628
181,16.79,24.24,-1.0,-1.0,26.25,18.32,16.77,-1.0,23.68,39.96,31.308128
182,-1.0,39.1,10.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.1,16.884216
183,-1.0,57.1,-1.0,29.3,-1.0,42.204,110.37,-1.0,-1.0,34.8,38.064884
184,34.2,37.06,-1.0,-1.0,26.19,72.56,37.8,46.19,28.01,37.58,38.362633
185,11.93,37.51,-1.0,-1.0,30.19,145.66,17.69,20.96,22.13,21.83,29.920193
186,26.7,-1.0,23.1,49.8,-1.0,42.843,58.59,-1.0,24.07,62.2,53.891514
187,-1.0,63.4,104.4,-1.0,22.9,-1.0,-1.0,-1.0,32.1,38.5,39.739857
188,-1.0,42.9,30.7,-1.0,-1.0,-1.0,15.77,-1.0,-1.0,25.0,20.349266
189,-1.0,64.9,205.6,204.32,69.3,141.1,110.6,-1.0,89.3,86.9,63.78246
190,-1.0,50.6,18.7,-1.0,-1.0,-1.0,57.09,-1.0,-1.0,41.2,29.778643
191,-1.0,43.0,68.4,52.45,22.3,66.414,39.1,-1.0,61.7,22.6,33.187702
192,-1.0,110.2,89.7,142.79,57.3,103.99,66.2,221.5,84.8,66.9,71.686745
193,12.12,13.84,22.18,64.54,22.78,-1.0,19.97,11.94,19.93,25.52,22.90021
194,-1.0,-1.0,-1.0,22.9,-1.0,42.824,28.31,-1.0,21.25,15.2,20.261843
195,29.0,-1.0,34.5,32.7,19.5,43.282,46.99,-1.0,36.27,38.2,57.68145
196,-1.0,10.6,28.6,-1.0,-1.0,-1.0,50.43,-1.0,15.2,30.6,16.385809
197,-1.0,33.5,50.1,-1.0,45.3,-1.0,-1.0,-1.0,26.23,10.9,20.303545
198,-1.0,45.4,85.4,38.73,26.2,96.488,40.1,-1.0,29.5,71.9,33.25611
199,-1.0,17.9,5.8,-1.0,-1.0,-1.0,12.58,-1.0,9.21,12.7,12.033574
200,-1.0,73.5,96.5,-1.0,32.5,-1.0,52.27,42.1,43.55,47.7,41.332375
201,-1.0,14.4,24.4,-1.0,-1.0,-1.0,-1.0,-1.0,10.68,8.4,12.643892
202,-1.0,10.9,17.1,-1.0,-1.0,-1.0,21.96,-1.0,16.55,11.0,15.776299
203,31.0,-1.0,44.2,-1.0,23.2,32.616,38.3,39.6,29.27,24.1,46.265938
204,96.3,70.74,-1.0,58.71,81.03,101.37,97.23,72.57,112.57,82.12,113.30594
205,15.0,-1.0,-1.0,27.0,12.8,48.017,17.57,-1.0,12.91,14.2,8.28226
206,26.0,-1.0,-1.0,64.5,40.0,68.074,70.43,-1.0,42.27,57.9,46.342556
207,-1.0,50.8,62.7,-1.0,36.8,-1.0,16.74,39.4,35.02,10.3,34.205513
208,15.76,18.54,-1.0,-1.0,16.7,28.56,12.57,10.24,15.18,23.37,17.018866
209,16.43,7.72,-1.0,-1.0,7.4,24.49,10.26,16.78,13.7,13.58,13.711372
210,-1.0,52.7,-1.0,-1.0,30.9,-1.0,-1.0,35.4,45.66,27.4,29.78444
211,-1.0,22.5,14.2,-1.0,-1.0,-1.0,-1.0,-1.0,10.02,2.0,11.264112
212,16.62,10.91,20.65,-1.0,-1.0,-1.0,10.79,10.94,12.21,12.35,14.878416
213,-1.0,101.3,-1.0,-1.0,32.4,-1.0,-1.0,52.9,61.4,29.5,42.723
214,-1.0,20.4,9.7,-1.0,-1.0,-1.0,25.37,-1.0,14.15,29.2,19.705309
215,-1.0,94.1,82.2,73.64,53.0,114.5,49.5,-1.0,60.6,61.7,57.446396
216,24.9,-1.0,61.6,30.28,23.2,50.421,49.8,24.0,33.66,22.4,27.105404
217,-1.0,14.2,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,12.28,15.5,7.106488
218,-1.0,51.3,76.8,-1.0,33.8,-1.0,3.63,37.8,41.33,44.3,29.72583
219,-1.0,41.6,26.3,-1.0,25.3,-1.0,53.95,26.4,43.7,27.7,23.215866
220,-1.0,65.8,88.7,96.47,53.6,117.72,74.0,-1.0,49.7,59.2,55.31456
221,14.29,30.66,-1.0,42.41,20.1,-1.0,23.39,12.67,31.24,31.12,25.52174
222,17.7,37.5,53.6,88.59,18.2,49.669,42.1,14.0,31.53,23.0,24.23959
223,-1.0,32.7,59.8,-1.0,34.9,-1.0,35.38,44.4,-1.0,23.1,28.994438
224,-1.0,12.8,17.3,-1.0,-1.0,-1.0,-1.0,-1.0,4.16,2.0,6.529521
225,-1.0,50.4,21.2,-1.0,-1.0,-1.0,-1.0,-1.0,14.22,11.8,18.150698
226,-1.0,31.1,41.2,25.44,50.7,35.807,47.0,-1.0,49.4,50.0,50.393436
227,-1.0,18.6,19.6,-1.0,-1.0,-1.0,8.19,-1.0,-1.0,9.9,6.7261896
228,-1.0,56.3,86.4,-1.0,38.7,-1.0,53.41,41.6,29.76,27.8,33.35376
229,-1.0,55.9,45.9,-1.0,24.1,-1.0,-1.0,45.7,30.78,33.4,26.266176
230,-1.0,65.2,121.6,-1.0,45.6,-1.0,32.24,49.6,39.78,32.9,44.048378
231,31.4,-1.0,53.9,34.08,43.5,63.424,40.4,30.9,32.89,34.2,31.722647
232,19.7,-1.0,25.1,22.7,29.5,-1.0,27.9,-1.0,23.33,31.6,31.11259
233,38.79,35.59,-1.0,36.83,37.88,53.25,43.17,59.5,49.2,62.25,56.948776
234,-1.0,55.9,21.2,-1.0,-1.0,-1.0,55.29,-1.0,12.15,50.2,36.950806
235,33.8,-1.0,63.4,203.99,29.7,74.722,-1.0,43.0,40.51,37.3,36.777752
236,-1.0,22.8,-1.0,33.5,-1.0,42.078,-1.0,-1.0,-1.0,27.6,16.79151
237,-1.0,135.1,98.7,154.92,92.5,211.4,97.1,101.0,113.01,87.6,122.15512
238,-1.0,33.7,46.4,50.28,48.9,48.28,41.5,50.3,-1.0,35.9,38.941475
239,43.68,62.67,67.12,-1.0,24.59,-1.0,48.41,37.25,28.92,36.36,35.395092
240,9.03,8.98,12.28,-1.0,5.98,-1.0,8.32,13.26,13.83,11.26,14.868219
241,-1.0,36.2,74.1,-1.0,33.1,-1.0,-1.0,-1.0,32.92,29.4,35.47134
242,21.2,21.59,-1.0,104.84,25.01,57.38,25.16,27.44,28.15,27.11,27.572542
243,-1.0,56.1,63.8,92.07,79.0,127.35,70.2,-1.0,-1.0,72.1,73.81434
244,62.8,-1.0,279.9,87.05,40.2,179.56,-1.0,38.1,48.49,54.2,63.40517
245,20.12,36.34,-1.0,-1.0,26.97,22.56,26.35,25.29,22.98,21.41,29.1946
246,67.1,56.1,61.7,68.0,33.1,106.07,48.6,56.2,42.94,26.7,43.05216
247,-1.0,88.5,100.8,-1.0,42.7,-1.0,-1.0,36.6,46.43,47.5,43.87791
248,-1.0,84.2,-1.0,-1.0,65.7,-1.0,-1.0,48.2,52.27,67.2,50.351456
249,23.3,34.6,68.8,33.98,15.5,48.05,45.1,21.7,30.94,21.6,22.89238
250,34.97,53.65,-1.0,56.37,34.83,82.65,35.77,33.97,36.41,34.98,43.72325
251,41.6,-1.0,31.2,55.93,41.5,50.189,-1.0,23.5,44.41,21.7,33.35117
252,-1.0,107.1,286.4,155.67,79.3,278.99,113.9,74.7,162.8,76.6,84.83599
253,28.12,32.31,-1.0,201.5,62.05,32.82,34.72,40.95,42.56,44.94,51.04576
254,41.17,-1.0,-1.0,-1.0,61.96,76.78,47.04,39.18,81.74,55.87,64.280525
255,-1.0,65.7,-1.0,230.0,-1.0,133.94,80.6,-1.0,-1.0,55.6,46.703625
256,-1.0,-1.0,40.5,30.46,20.7,66.992,28.6,21.4,21.92,11.8,22.34651
257,-1.0,41.1,-1.0,-1.0,29.0,-1.0,-1.0,50.3,36.77,99.2,23.49555
258,-1.0,63.8,281.3,30.57,80.6,79.43,37.1,-1.0,25.1,41.6,80.51048
259,-1.0,-1.0,-1.0,7.1,-1.0,49.644,-1.0,-1.0,12.15,0.6,4.469567
260,-1.0,36.7,101.3,49.45,22.5,185.44,29.7,-1.0,22.7,20.6,40.285267
261,-1.0,69.1,74.8,-1.0,51.1,-1.0,40.2,40.9,44.12,55.7,52.681343
262,17.3,-1.0,-1.0,7.8,4.6,21.376,14.46,-1.0,8.78,6.6,11.737
263,-1.0,52.7,-1.0,-1.0,23.4,-1.0,-1.0,-1.0,26.4,11.3,18.888601
264,-1.0,-1.0,115.1,-1.0,41.0,-1.0,-1.0,38.8,37.86,48.3,42.68523
265,78.5,70.8,176.0,112.8,66.3,162.52,51.4,82.3,86.78,87.0,91.64052
266,-1.0,47.7,85.2,77.63,35.3,151.54,32.9,-1.0,24.1,42.2,42.334896
267,-1.0,17.6,50.9,-1.0,-1.0,-1.0,12.63,-1.0,10.23,3.65,14.984234
268,-1.0,-1.0,-1.0,20.3,-1.0,20.08,33.02,-1.0,17.56,9.9,20.617857
269,76.24,84.05,-1.0,82.23,174.2,94.01,162.35,108.86,190.65,132.46,167.0403
270,40.0,-1.0,46.0,55.36,33.7,60.41,-1.0,34.0,47.56,34.1,36.03763
271,-1.0,-1.0,-1.0,55.4,-1.0,22.449,48.23,-1.0,30.87,50.9,25.785337
272,-1.0,43.6,78.2,-1.0,27.7,-1.0,60.83,30.1,32.07,45.6,32.850807
273,-1.0,139.4,49.5,-1.0,-1.0,-1.0,50.35,-1.0,36.96,56.9,25.745575
274,-1.0,46.7,24.7,-1.0,-1.0,-1.0,18.09,-1.0,9.205,10.6,12.227635
275,-1.0,85.9,125.6,116.16,38.2,126.2,82.9,42.0,84.96,29.9,38.399033
