,AGU,ATM,LPIN,MIR,OBL,SFE,TLA,VAL,CEN,LDO_med,LDO_pred
219,17.24,26.06,-1.0,-1.0,39.32,149.6,33.38,27.9,36.66,48.36,39.750103
220,-1.0,25.5,18.5,15.2,-1.0,22.67,-1.0,-1.0,-1.0,30.0,23.53011
221,-1.0,-1.0,8.1,11.79,9.0,16.568,10.2,12.8,9.5,10.2,12.308359
222,68.8,38.7,53.4,58.8,41.5,161.8,46.4,40.6,40.9,73.1,51.69695
223,-1.0,-1.0,20.4,40.49,12.0,54.95,15.5,36.0,15.9,11.5,12.665754
224,-1.0,12.0,39.5,-1.0,-1.0,-1.0,29.7,-1.0,19.27,13.5,40.480892
225,-1.0,11.1,20.7,-1.0,-1.0,-1.0,-1.0,-1.0,13.66,42.7,21.886974
226,-1.0,-1.0,51.77,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.24,35.92043
227,-1.0,-1.0,112.8,-1.0,-1.0,-1.0,41.74,15.8,27.61,63.9,76.60945
228,-1.0,-1.0,56.0,14.1,-1.0,46.829,-1.0,-1.0,-1.0,25.1,49.13677
229,-1.0,73.1,251.1,-1.0,-1.0,-1.0,-1.0,71.8,70.74,86.1,81.94546
230,18.31,34.13,-1.0,-1.0,77.79,41.8,35.2,-1.0,37.24,34.33,34.950954
231,21.47,-1.0,16.22,22.33,-1.0,27.65,-1.0,52.73,16.25,23.85,24.47419
232,-1.0,41.3,120.0,-1.0,31.9,-1.0,57.87,34.6,29.68,71.0,59.57844
233,-1.0,51.8,73.4,57.96,38.9,50.079,48.3,-1.0,-1.0,55.4,55.919292
234,-1.0,21.0,12.3,-1.0,0.0,-1.0,21.5,-1.0,13.44,19.6,17.494839
235,-1.0,35.3,33.6,-1.0,23.1,-1.0,-1.0,-1.0,19.89,20.4,32.997787
236,-1.0,-1.0,46.3,-1.0,-1.0,30.22,-1.0,-1.0,-1.0,40.23,36.70191
237,-1.0,-1.0,54.43,-1.0,-1.0,151.81,-1.0,-1.0,-1.0,52.62,36.496605
238,-1.0,39.5,67.2,-1.0,62.5,-1.0,-1.0,50.0,56.73,52.6,90.80044
239,-1.0,20.2,159.4,-1.0,15.4,-1.0,-1.0,22.8,-1.0,58.1,42.7008
240,-1.0,-1.0,26.8,-1.0,-1.0,86.23,-1.0,-1.0,-1.0,2.9,27.706848
241,49.6,-1.0,36.6,68.32,39.0,129.33,27.6,48.7,34.53,22.1,46.647602
242,-1.0,-1.0,10.8,6.98,7.9,15.995,8.4,14.8,13.9,11.2,13.65263
243,-1.0,66.8,79.2,-1.0,66.9,-1.0,43.88,64.0,58.99,58.5,49.905537
244,32.6,58.88,-1.0,-1.0,51.48,19.86,44.94,48.03,40.6,46.15,64.16406
245,-1.0,-1.0,115.37,-1.0,-1.0,207.72,-1.0,-1.0,-1.0,55.46,56.169373
246,-1.0,26.4,-1.0,-1.0,38.4,-1.0,-1.0,47.5,38.1,163.5,51.40373
247,-1.0,11.0,19.2,-1.0,-1.0,-1.0,14.93,-1.0,12.19,14.7,18.428175
248,-1.0,-1.0,297.6,-1.0,132.3,-1.0,-1.0,-1.0,-1.0,187.1,60.62669
249,-1.0,14.3,57.0,-1.0,-1.0,-1.0,25.81,-1.0,22.63,36.0,45.491962
250,-1.0,58.8,69.5,80.65,39.4,85.949,48.6,-1.0,52.0,52.5,48.464718
251,-1.0,67.8,71.1,106.69,40.8,123.65,41.3,-1.0,45.7,88.3,43.581505
252,-1.0,16.3,42.7,-1.0,20.1,-1.0,14.1,11.2,19.36,39.3,31.354748
253,-1.0,-1.0,11.16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.72,15.641005
254,-1.0,23.0,34.9,-1.0,19.5,-1.0,35.51,48.1,35.56,30.4,48.073776
255,-1.0,23.5,-1.0,37.3,-1.0,52.165,24.55,-1.0,24.99,17.7,29.761063
256,-1.0,34.5,22.5,-1.0,-1.0,-1.0,21.66,-1.0,12.45,10.4,18.912676
257,-1.0,135.7,421.9,153.15,76.8,226.95,156.1,115.0,145.83,201.2,143.64276
258,22.22,29.16,-1.0,-1.0,29.98,34.79,32.43,15.95,38.92,26.74,34.06387
259,-1.0,-1.0,110.19,-1.0,-1.0,193.87,-1.0,-1.0,-1.0,45.33,56.641605
260,-1.0,70.9,38.3,123.79,75.6,159.18,98.2,-1.0,71.4,82.1,57.619312
261,-1.0,-1.0,81.1,36.43,43.4,73.465,38.2,40.3,39.0,65.4,62.70859
262,-1.0,24.5,42.0,-1.0,-1.0,-1.0,25.86,-1.0,16.74,10.0,32.887184
263,-1.0,-1.0,20.68,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.27,19.398966
264,15.9,11.2,33.0,27.68,24.7,59.477,24.4,6.8,20.36,29.1,24.613117
265,-1.0,36.7,126.4,-1.0,18.9,-1.0,29.59,27.4,36.51,56.0,62.45388
266,22.37,26.95,-1.0,177.25,27.44,38.76,26.21,30.88,27.05,28.15,33.669582
267,-1.0,29.4,154.0,-1.0,-1.0,-1.0,-1.0,12.2,23.8,35.1,56.45081
268,-1.0,-1.0,16.44,-1.0,-1.0,215.49,-1.0,-1.0,-1.0,35.32,25.368483
269,-1.0,11.4,24.6,-1.0,13.7,-1.0,20.92,-1.0,18.29,16.5,20.656387
270,-1.0,-1.0,9.3,10.53,12.4,18.561,12.3,7.6,11.5,11.7,13.147196
271,16.0,24.02,-1.0,-1.0,22.83,24.09,20.46,16.07,23.59,22.16,28.635578
