,AGU,ATM,LDO,LPIN,MIR,OBL,TLA,VAL,CEN,SFE_med,SFE_pred
44,-1.0,-1.0,16.08,81.38,-1.0,-1.0,-1.0,-1.0,-1.0,153.41,87.845695
45,-1.0,24.3,32.2,99.7,126.52,22.4,53.9,-1.0,36.07,82.181,112.29954
46,35.95,-1.0,35.13,-1.0,215.95,34.48,31.36,40.72,41.44,28.44,43.259323
47,36.7,-1.0,-1.0,69.2,46.56,47.8,-1.0,40.8,47.1,84.246,83.00286
48,35.7,-1.0,-1.0,86.9,58.76,34.4,43.3,39.3,52.96,120.22,97.857414
49,-1.0,47.4,41.9,135.2,65.16,54.2,66.5,-1.0,48.9,120.59,112.23144
50,-1.0,-1.0,-1.0,49.8,25.77,20.4,34.5,22.6,20.4,50.899,49.383423
51,-1.0,38.9,33.3,20.8,88.97,33.0,26.4,34.1,0.0,120.76,40.64926
52,-1.0,102.6,109.4,235.3,137.17,75.5,105.9,114.0,110.23,97.716,179.11797
53,56.76,23.33,-1.0,-1.0,56.47,30.72,38.16,38.54,38.1,101.95,74.03212
54,47.9,49.5,-1.0,84.9,44.08,54.2,-1.0,45.4,39.21,72.649,93.495834
55,-1.0,25.8,38.9,25.5,30.5,33.7,28.0,-1.0,32.6,47.286,49.420456
56,59.4,84.3,-1.0,113.6,225.32,63.9,109.3,76.7,96.12,178.36,161.27582
57,-1.0,63.5,23.3,36.5,15.6,-1.0,-1.0,-1.0,-1.0,31.594,35.763382
58,-1.0,111.3,31.3,36.2,44.9,-1.0,-1.0,-1.0,-1.0,76.698,64.773895
59,21.36,30.57,28.42,-1.0,-1.0,27.26,18.36,26.14,20.96,86.01,70.67641
60,-1.0,-1.0,26.15,24.4,-1.0,-1.0,-1.0,-1.0,-1.0,56.24,110.19135
61,-1.0,-1.0,54.2,89.3,37.6,31.9,-1.0,-1.0,-1.0,48.811,88.264366
62,-1.0,25.6,35.8,-1.0,56.4,-1.0,38.31,-1.0,-1.0,96.703,42.637825
63,-1.0,-1.0,-1.0,49.1,38.66,27.8,39.9,31.2,18.4,37.852,44.85034
64,-1.0,-1.0,-1.0,48.28,-1.0,-1.0,-1.0,-1.0,-1.0,48.52,60.212795
65,-1.0,-1.0,-1.0,76.4,81.86,22.5,53.8,43.9,34.0,56.626,83.06957
66,-1.0,-1.0,-1.0,-1.0,28.5,-1.0,15.05,-1.0,7.1,51.336,27.914207
67,-1.0,38.6,65.7,110.5,157.18,4.1,87.6,69.8,76.1,106.57,83.83494
68,-1.0,86.2,42.1,146.8,138.96,70.8,133.2,-1.0,104.2,226.64,208.62079
69,58.6,54.3,-1.0,72.2,65.1,43.9,-1.0,55.9,51.71,119.6,91.37839
70,-1.0,-1.0,29.3,31.4,33.27,14.5,12.4,31.7,13.4,38.032,56.171776
71,-1.0,-1.0,-1.0,32.3,25.78,20.0,27.2,12.6,22.1,60.598,47.983936
72,34.2,-1.0,45.0,59.2,39.17,41.0,51.9,27.1,40.99,57.938,105.92484
73,50.53,84.17,-1.0,-1.0,-1.0,68.7,134.85,55.38,179.84,126.67,107.81513
74,-1.0,-1.0,-1.0,38.1,-1.0,5.1,17.6,11.5,10.5,51.95,55.0124
75,14.7,-1.0,-1.0,50.1,36.85,11.3,-1.0,20.1,19.45,35.939,58.8416
76,-1.0,-1.0,9.5,25.82,14.33,-1.0,-1.0,-1.0,-1.0,77.25,43.869102
77,-1.0,40.6,21.9,57.8,134.28,23.2,21.8,-1.0,25.7,87.422,66.72051
78,-1.0,-1.0,-1.0,30.5,30.19,4.8,14.5,15.7,16.5,32.618,32.55075
79,27.9,30.4,-1.0,52.3,46.69,44.9,-1.0,23.9,42.85,82.599,66.38416
80,-1.0,23.9,23.4,68.5,44.24,29.2,35.8,51.5,30.7,47.18,133.89417
81,29.8,37.0,-1.0,16.6,38.5,9.4,27.05,-1.0,7.91,22.4,38.175785
82,14.3,-1.0,-1.0,-1.0,27.45,30.1,19.3,19.7,23.55,102.41,67.75324
83,-1.0,-1.0,123.5,108.4,103.98,35.5,83.1,48.8,50.0,77.623,164.4407
84,-1.0,-1.0,20.8,22.0,45.58,23.9,18.0,18.8,16.6,41.286,66.655365
85,-1.0,28.2,-1.0,-1.0,27.3,-1.0,8.74,-1.0,11.48,21.207,16.17355
86,24.3,32.7,-1.0,48.7,73.88,21.5,39.2,27.1,26.6,47.769,55.460426
87,-1.0,10.5,16.2,38.1,33.2,6.9,17.64,-1.0,-1.0,48.976,43.19448
88,-1.0,35.3,31.1,62.4,42.2,36.6,30.9,-1.0,-1.0,49.046,77.62063
89,-1.0,-1.0,-1.0,26.9,28.81,16.4,54.9,64.4,26.4,39.519,45.748604
90,-1.0,86.3,106.0,381.9,210.57,95.9,176.9,121.2,204.74,247.56,298.92798
91,-1.0,48.9,64.0,135.0,121.31,59.5,73.3,-1.0,-1.0,95.661,119.79762
92,29.2,26.8,-1.0,57.6,31.28,33.5,-1.0,28.9,31.42,62.279,77.12873
93,-1.0,13.0,-1.0,-1.0,47.7,-1.0,12.57,-1.0,28.04,49.874,29.406246
94,49.8,23.6,-1.0,45.4,46.86,27.5,38.7,33.6,36.88,83.94,68.17758
95,-1.0,12.0,11.3,-1.0,9.8,-1.0,26.54,-1.0,-1.0,25.626,19.838097
96,25.9,16.4,-1.0,73.9,47.02,10.2,23.9,31.7,14.13,44.132,44.24311
97,-1.0,62.0,57.4,167.7,174.27,37.2,65.2,-1.0,52.6,177.22,163.01083
98,7.7,22.5,-1.0,16.1,14.7,11.7,33.52,-1.0,11.03,27.675,21.97886
99,-1.0,-1.0,-1.0,43.57,-1.0,-1.0,-1.0,-1.0,-1.0,345.36,59.52876
100,-1.0,-1.0,24.1,21.4,23.8,20.6,-1.0,-1.0,-1.0,60.697,35.214073
101,12.6,-1.0,-1.0,11.4,11.3,7.9,5.4,8.0,2.63,20.99,36.79533
102,-1.0,6.2,-1.0,-1.0,31.1,-1.0,18.34,-1.0,14.36,43.752,31.889093
103,-1.0,-1.0,25.1,22.3,22.33,16.9,20.6,13.7,14.3,41.898,38.0852
104,-1.0,42.5,44.9,83.0,148.84,52.0,67.5,77.8,66.47,204.9,108.62146
105,39.8,15.4,-1.0,46.1,42.4,43.6,-1.0,26.3,28.77,53.028,57.188076
106,-1.0,-1.0,-1.0,-1.0,22.0,-1.0,10.11,-1.0,6.93,19.539,22.64012
107,30.6,23.0,19.4,127.9,100.26,33.2,42.3,29.6,40.36,78.72,73.12612
108,19.5,-1.0,-1.0,-1.0,-1.0,25.8,19.35,-1.0,48.52,78.44,64.3349
109,-1.0,28.1,33.1,-1.0,78.0,-1.0,35.99,-1.0,30.15,77.715,70.19269
110,-1.0,-1.0,-1.0,14.1,15.7,15.0,5.7,14.6,12.0,15.576,17.907621
111,22.1,39.2,-1.0,62.3,78.13,30.9,-1.0,47.6,28.8,58.738,55.188408
112,20.7,-1.0,-1.0,64.1,-1.0,25.9,39.5,32.0,22.6,54.237,75.75414
113,-1.0,19.3,19.1,68.7,27.95,16.0,23.1,-1.0,18.8,60.38,61.25915
114,-1.0,80.8,61.2,93.8,185.24,49.6,56.2,53.8,53.62,124.71,155.5461
115,-1.0,32.0,37.3,87.7,57.51,23.5,45.1,28.5,22.6,60.746,100.46274
116,41.6,-1.0,-1.0,119.9,90.3,26.3,54.3,54.1,37.61,90.513,120.75765
117,-1.0,26.8,48.1,-1.0,27.8,-1.0,-1.0,-1.0,17.57,39.035,46.335476
118,-1.0,21.2,49.7,64.3,57.66,23.4,34.6,-1.0,25.6,182.43,72.66535
119,-1.0,51.1,95.1,-1.0,190.5,-1.0,56.09,-1.0,-1.0,153.87,127.04865
120,-1.0,25.7,18.5,19.8,25.98,28.7,24.5,-1.0,-1.0,38.005,54.638832
121,16.65,37.87,26.35,-1.0,-1.0,26.33,18.4,23.73,30.44,68.0,88.29925
122,-1.0,44.0,35.4,118.0,104.49,42.8,54.6,-1.0,35.4,78.146,105.47903
123,33.87,-1.0,26.37,-1.0,61.43,24.61,21.53,25.33,32.3,44.9,41.016525
124,-1.0,63.6,81.9,109.9,66.81,49.4,59.3,43.0,48.99,156.81,118.45082
125,17.8,1.6,-1.0,21.3,25.2,11.1,46.77,-1.0,18.53,26.579,38.53109
126,23.47,35.94,33.62,-1.0,-1.0,33.77,28.34,12.86,25.47,50.6,56.173492
127,-1.0,-1.0,-1.0,63.8,96.52,17.9,38.8,32.2,24.5,44.027,80.20124
128,80.4,41.2,66.1,108.7,111.17,-1.0,69.0,57.9,40.48,77.578,126.59025
129,-1.0,11.09,16.99,15.4,-1.0,12.86,11.37,8.49,8.33,84.78,90.08843
130,-1.0,29.7,44.7,50.3,-1.0,32.3,42.0,-1.0,28.1,61.386,67.33668
131,-1.0,-1.0,40.28,24.04,-1.0,-1.0,-1.0,-1.0,-1.0,41.51,134.72386
132,-1.0,25.9,35.7,66.5,85.77,27.5,29.4,34.3,30.59,98.723,73.07075
133,83.1,92.7,162.3,486.6,127.78,70.9,130.8,-1.0,150.97,194.87,213.84746
134,20.0,-1.0,-1.0,49.4,-1.0,15.8,16.0,5.8,16.9,20.391,43.54547
135,12.2,-1.0,-1.0,27.4,-1.0,5.7,15.0,19.4,17.7,33.746,27.436525
136,22.8,-1.0,-1.0,47.1,-1.0,13.9,34.9,42.3,28.9,53.222,70.63338
137,21.04,31.21,32.49,-1.0,-1.0,28.23,21.85,21.63,26.61,55.17,96.11632
138,52.2,-1.0,-1.0,58.5,45.54,26.2,49.0,31.5,35.43,62.747,73.27444
139,89.3,43.1,-1.0,111.0,162.5,54.5,57.0,61.1,58.83,175.24,119.24705
140,34.51,34.87,56.69,-1.0,-1.0,29.97,41.41,72.32,34.22,99.18,114.26571
141,-1.0,12.9,28.6,39.6,35.07,24.2,25.8,-1.0,20.3,35.685,51.09311
142,-1.0,30.4,62.0,-1.0,111.0,-1.0,48.94,-1.0,43.9,87.072,64.18879
143,-1.0,30.6,33.1,38.0,54.74,26.5,30.4,-1.0,26.2,72.645,103.32867
144,-1.0,-1.0,20.8,25.4,30.22,19.4,17.5,23.9,17.7,52.437,48.518066
145,123.2,128.8,102.4,-1.0,120.54,54.3,99.6,70.5,120.31,210.31,126.64795
146,41.1,34.6,-1.0,202.3,168.87,23.2,90.9,39.4,75.81,170.0,145.43002
147,23.31,24.88,32.51,-1.0,-1.0,28.96,39.32,28.95,31.21,39.9,155.96887
148,38.7,4.1,-1.0,29.1,54.2,-1.0,-1.0,-1.0,26.47,44.452,33.08491
149,-1.0,51.1,56.7,120.1,44.08,44.4,38.5,-1.0,43.5,74.207,87.12179
150,20.5,13.3,-1.0,-1.0,29.8,17.5,27.36,-1.0,19.55,29.762,38.614395
151,18.9,38.55,31.85,-1.0,-1.0,-1.0,27.08,26.16,23.26,40.86,38.524403
152,-1.0,-1.0,83.35,109.95,29.81,-1.0,-1.0,-1.0,-1.0,33.56,36.684
153,-1.0,8.1,-1.0,-1.0,30.3,-1.0,3.28,-1.0,19.86,46.42,27.380102
154,35.4,-1.0,88.6,273.6,77.28,54.4,110.2,32.7,48.61,177.29,269.90616
155,-1.0,-1.0,13.6,16.5,14.35,10.8,6.8,15.7,12.8,40.36,43.914
156,-1.0,-1.0,17.85,13.95,-1.0,-1.0,-1.0,-1.0,-1.0,248.38,135.1289
157,-1.0,-1.0,-1.0,89.5,30.65,12.5,34.7,19.0,20.1,93.918,62.447403
158,77.6,58.9,-1.0,325.7,170.64,23.2,75.0,41.1,94.98,121.72,149.61264
159,-1.0,10.03,18.67,24.64,75.43,7.63,12.7,13.23,17.57,66.76,81.22257
160,-1.0,-1.0,-1.0,30.6,9.67,11.7,35.0,21.6,16.8,60.572,47.046764
161,24.3,-1.0,41.77,34.83,-1.0,49.04,22.15,49.59,13.42,139.84,34.465187
162,-1.0,50.79,46.91,15.14,49.21,29.81,61.96,42.75,20.01,117.24,153.94073
163,27.9,43.0,-1.0,38.6,38.33,28.9,-1.0,41.2,36.39,51.794,54.707867
164,-1.0,111.2,-1.0,313.2,162.59,81.9,132.6,112.2,161.95,269.57,279.80072
165,-1.0,54.2,64.1,121.1,113.5,-1.0,-1.0,-1.0,-1.0,98.889,132.79462
166,-1.0,18.5,59.5,25.3,73.14,12.6,81.4,-1.0,48.81,62.72,72.2093
167,15.69,-1.0,29.8,27.33,-1.0,17.42,21.93,18.41,10.16,144.44,184.49625
168,-1.0,-1.0,-1.0,30.5,-1.0,11.0,12.3,39.0,12.3,33.84,62.94766
169,-1.0,33.0,42.0,72.5,-1.0,43.0,49.9,48.4,45.3,56.953,85.24958
170,14.1,38.1,-1.0,28.2,14.1,-1.0,18.06,-1.0,15.85,21.284,23.232805
171,28.79,36.3,30.15,-1.0,-1.0,37.21,61.79,23.4,56.82,42.0,53.079628
172,-1.0,8.3,35.6,53.4,41.08,17.9,34.0,39.5,25.44,89.193,95.995285
173,-1.0,27.7,31.8,58.8,36.88,42.3,21.9,-1.0,16.6,51.991,67.98906
174,40.03,49.85,55.28,101.55,-1.0,54.14,38.48,34.73,41.33,74.92,88.046684
175,-1.0,-1.0,26.32,36.84,-1.0,-1.0,-1.0,-1.0,-1.0,37.38,79.84291
176,-1.0,40.5,40.8,59.4,-1.0,60.8,35.9,-1.0,26.0,53.009,97.320915
177,-1.0,11.4,24.6,122.9,84.3,14.3,15.64,-1.0,-1.0,58.809,66.62818
178,-1.0,79.4,107.4,94.2,76.53,105.4,81.9,-1.0,91.6,158.49,113.484886
179,-1.0,-1.0,40.8,138.5,165.85,59.9,67.4,-1.0,75.8,190.56,116.12881
180,56.2,-1.0,106.8,196.2,131.3,35.2,132.4,41.4,124.04,134.23,112.36603
181,20.8,-1.0,-1.0,15.7,32.3,-1.0,13.64,-1.0,20.74,38.813,36.221516
182,62.8,-1.0,-1.0,48.3,67.23,45.8,-1.0,60.2,53.94,140.35,77.26023
183,38.4,26.7,-1.0,-1.0,40.7,25.5,45.77,-1.0,26.07,73.285,45.495857
184,-1.0,-1.0,84.6,216.4,115.7,39.6,59.54,-1.0,-1.0,124.36,176.0956
185,-1.0,38.4,-1.0,-1.0,17.6,-1.0,20.06,-1.0,11.87,32.25,44.17113
186,22.5,-1.0,-1.0,21.9,30.62,27.9,38.1,50.1,37.48,41.785,57.538147
187,15.91,29.64,23.48,-1.0,61.47,26.33,20.23,21.95,22.12,74.55,90.421646
188,-1.0,-1.0,12.55,32.32,-1.0,-1.0,-1.0,-1.0,-1.0,66.4,111.76443
189,-1.0,-1.0,-1.0,22.4,17.89,-1.0,30.3,40.4,91.8,50.501,36.45836
190,-1.0,-1.0,8.2,18.33,44.79,-1.0,-1.0,-1.0,-1.0,77.54,40.483753
191,-1.0,-1.0,9.75,15.4,18.74,-1.0,-1.0,-1.0,-1.0,122.39,123.25408
192,-1.0,35.9,33.7,46.4,50.28,48.9,41.5,50.3,-1.0,48.28,60.34984
193,-1.0,-1.0,28.83,12.04,-1.0,-1.0,-1.0,-1.0,-1.0,65.72,151.86827
194,-1.0,-1.0,-1.0,-1.0,16.5,-1.0,31.09,-1.0,19.23,50.253,36.127785
195,3.66,12.77,23.84,-1.0,-1.0,15.66,15.14,11.45,14.27,56.13,56.8554
196,-1.0,24.0,25.4,45.1,-1.0,20.6,34.6,23.5,33.6,78.787,67.02181
197,-1.0,45.9,120.3,-1.0,166.3,-1.0,177.12,-1.0,-1.0,117.27,128.47763
198,80.9,-1.0,-1.0,153.5,-1.0,45.4,84.9,119.8,-1.0,149.34,201.06888
199,23.7,-1.0,-1.0,32.3,-1.0,16.0,18.5,18.3,22.84,34.001,56.54329
200,-1.0,11.3,37.8,43.7,48.88,27.3,19.9,24.3,28.19,100.09,95.51946
201,-1.0,29.8,40.6,40.1,41.99,25.3,51.3,-1.0,27.5,57.371,45.61657
202,15.5,-1.0,-1.0,50.3,-1.0,21.6,29.6,37.3,49.0,74.597,47.757347
203,-1.0,-1.0,40.25,33.57,-1.0,-1.0,-1.0,-1.0,-1.0,228.37,104.26133
204,-1.0,26.0,38.1,75.1,41.0,12.2,25.8,-1.0,32.3,76.972,57.718277
205,-1.0,-1.0,35.1,48.6,59.71,33.8,21.0,65.7,35.0,157.7,136.29402
206,57.0,-1.0,-1.0,75.0,-1.0,27.2,60.5,43.4,54.71,78.669,135.7931
207,-1.0,29.7,85.3,-1.0,128.0,-1.0,69.92,-1.0,-1.0,113.85,97.91632
208,-1.0,25.4,35.7,32.5,-1.0,33.4,28.0,40.0,33.0,85.677,44.645607
209,21.63,19.85,-1.0,-1.0,-1.0,23.24,24.05,37.17,29.91,82.4,118.77204
210,28.9,56.4,-1.0,22.9,42.1,24.2,-1.0,-1.0,19.2,44.895,53.106953
211,-1.0,-1.0,73.3,82.9,115.48,42.1,73.8,127.1,70.3,108.6,177.59222
212,-1.0,63.0,52.2,128.4,111.52,51.5,71.7,-1.0,59.7,225.26,134.1389
213,63.6,60.6,-1.0,107.6,74.04,46.3,-1.0,61.1,60.36,136.43,98.42645
214,-1.0,22.0,49.2,-1.0,10.1,-1.0,26.07,-1.0,18.67,44.701,55.18017
215,72.6,-1.0,-1.0,185.9,201.03,61.8,94.9,56.3,83.51,146.21,127.11227
216,36.12,-1.0,46.9,-1.0,46.9,49.41,35.1,35.29,39.96,100.84,37.7919
217,37.14,51.39,-1.0,-1.0,-1.0,16.81,24.48,41.07,55.75,69.0,52.75295
218,-1.0,51.8,51.7,76.7,71.35,57.3,37.0,-1.0,-1.0,108.21,120.57003
219,-1.0,-1.0,54.3,82.7,82.73,72.9,33.8,112.1,67.1,148.79,155.81918
220,37.3,25.0,-1.0,69.0,40.57,10.5,28.3,21.5,23.92,74.276,52.354828
221,7.8,14.6,-1.0,14.6,12.5,8.6,30.17,-1.0,7.8,11.285,31.04898
222,26.33,36.41,23.1,-1.0,-1.0,71.21,59.02,44.82,118.72,65.36,42.110363
223,23.7,-1.0,-1.0,27.3,17.73,21.6,31.6,26.0,27.53,30.885,46.012314
224,-1.0,45.0,42.1,68.6,55.44,26.7,50.3,47.0,33.75,371.68,79.337425
225,40.29,42.35,-1.0,-1.0,57.25,40.87,25.48,46.24,52.97,60.14,67.9482
226,37.1,-1.0,-1.0,43.9,40.89,44.0,27.2,48.6,44.4,58.444,97.38941
227,32.8,24.1,-1.0,28.6,30.66,22.3,35.9,30.3,26.5,53.903,67.36984
228,-1.0,-1.0,-1.0,30.2,38.01,15.5,11.2,4.4,16.2,54.231,54.312153
229,30.2,29.9,-1.0,54.7,44.72,23.6,29.0,23.5,29.04,68.178,63.285656
230,-1.0,48.0,84.9,80.6,82.74,35.9,56.8,-1.0,27.5,95.809,108.087944
231,-1.0,54.3,40.5,117.6,47.93,55.4,-1.0,-1.0,38.1,81.968,97.84937
232,-1.0,29.8,45.4,-1.0,89.2,-1.0,-1.0,-1.0,44.95,90.546,83.89936
233,39.7,-1.0,-1.0,81.6,58.8,-1.0,44.51,-1.0,16.57,34.058,72.177704
234,20.52,19.17,28.53,-1.0,-1.0,19.31,22.02,0.05,21.08,90.5,18.062769
235,54.14,69.14,38.4,-1.0,-1.0,41.15,43.99,58.15,54.46,127.3,76.12356
236,-1.0,32.5,30.7,44.0,91.8,32.1,34.5,98.3,40.2,96.663,106.48244
237,-1.0,3.1,39.1,45.6,26.5,-1.0,8.79,-1.0,-1.0,53.709,59.770023
238,-1.0,25.0,-1.0,-1.0,156.4,-1.0,80.7,-1.0,22.6,132.16,58.001137
239,30.72,36.08,25.79,-1.0,-1.0,30.2,30.79,39.49,51.73,69.05,73.447395
240,59.0,-1.0,-1.0,59.5,62.74,46.4,55.3,38.7,48.78,69.332,83.024605
241,-1.0,-1.0,20.86,44.88,-1.0,-1.0,-1.0,-1.0,-1.0,70.36,91.498726
242,46.06,58.73,53.75,-1.0,-1.0,56.25,46.67,58.04,52.3,55.36,82.75291
243,41.9,45.0,-1.0,98.3,46.16,23.2,44.9,38.2,29.37,94.493,82.519066
244,-1.0,35.4,49.6,25.1,64.94,44.9,38.5,-1.0,55.7,36.153,69.33025
245,-1.0,-1.0,50.85,50.78,-1.0,-1.0,-1.0,-1.0,-1.0,214.72,71.975136
246,-1.0,-1.0,-1.0,15.7,26.43,21.0,17.2,15.4,16.2,39.863,36.5485
247,37.5,-1.0,-1.0,41.7,25.04,24.9,36.2,23.9,26.57,41.759,52.49143
248,-1.0,41.1,69.7,210.2,152.55,30.1,79.1,-1.0,65.3,156.46,195.01294
249,-1.0,19.6,23.3,30.6,41.31,25.4,27.0,59.8,22.4,104.93,127.45035
250,-1.0,34.5,58.6,55.4,-1.0,40.4,48.8,42.8,38.5,62.454,60.048412
251,-1.0,95.5,127.0,318.3,124.39,94.5,117.4,-1.0,84.4,249.95,169.2158
252,9.0,21.4,-1.0,27.8,18.1,-1.0,15.74,-1.0,11.73,40.511,24.84987
253,-1.0,62.9,50.1,96.6,55.42,64.8,49.3,92.9,-1.0,59.625,73.79151
254,-1.0,13.1,27.5,37.5,21.06,12.5,22.7,-1.0,15.9,89.835,45.14226
255,13.5,18.8,-1.0,25.6,19.7,10.0,16.83,-1.0,15.97,11.861,40.31141
256,18.1,-1.0,-1.0,45.6,21.36,17.4,23.0,12.3,14.29,42.787,37.22612
257,36.1,29.8,-1.0,53.8,41.78,27.0,37.8,28.8,28.94,95.787,63.698402
258,20.92,23.05,27.82,52.16,-1.0,26.49,21.38,17.39,-1.0,26.23,43.62556
259,-1.0,-1.0,34.2,51.4,47.47,29.9,56.4,37.9,44.9,49.389,90.60615
260,8.9,-1.0,-1.0,41.5,-1.0,13.2,27.6,7.8,19.96,33.788,68.38205
261,39.3,23.5,-1.0,49.7,67.92,19.2,32.9,38.5,25.27,55.604,59.57
262,-1.0,-1.0,-1.0,17.7,39.3,21.2,25.5,26.6,19.3,21.436,50.029278
263,-1.0,-1.0,77.33,43.88,33.3,-1.0,-1.0,-1.0,-1.0,88.6,76.44143
264,-1.0,-1.0,-1.0,12.6,8.91,4.6,11.0,10.9,7.6,19.184,25.135942
265,-1.0,-1.0,-1.0,28.1,11.79,24.0,16.7,4.2,4.9,57.057,13.738155
266,-1.0,-1.0,22.34,40.8,-1.0,-1.0,-1.0,-1.0,-1.0,64.74,87.98797
267,17.34,31.15,21.45,-1.0,-1.0,32.87,30.19,50.4,65.37,48.0,60.320793
268,-1.0,29.1,11.7,8.3,23.2,3.0,21.5,-1.0,32.5,44.324,35.85741
269,14.9,41.1,-1.0,80.7,54.78,34.0,-1.0,23.9,56.65,68.328,64.33252
270,0.6,-1.0,-1.0,27.4,-1.0,19.1,22.9,32.9,17.9,24.312,52.024826
271,-1.0,-1.0,-1.0,28.1,17.44,11.9,8.0,10.1,6.0,66.663,33.564514
272,-1.0,18.49,9.62,19.34,-1.0,18.42,12.91,14.09,18.35,83.39,48.351967
273,11.2,9.4,-1.0,19.4,16.8,-1.0,17.06,-1.0,10.52,15.909,18.41313
274,-1.0,29.1,-1.0,-1.0,17.5,-1.0,17.95,-1.0,6.24,20.599,30.413446
275,-1.0,23.2,42.1,-1.0,14.8,-1.0,-1.0,-1.0,14.13,41.349,45.674824
276,-1.0,-1.0,49.37,60.67,50.53,-1.0,-1.0,-1.0,-1.0,49.43,57.358185
277,26.11,41.5,48.21,-1.0,63.87,30.49,33.78,35.52,42.36,93.48,125.68389
