,AGU,ATM,LDO,LPIN,MIR,OBL,SFE,TLA,VAL,CEN_med,CEN_pred
22,97.68,48.43,-1.0,-1.0,57.14,38.17,92.01,48.24,80.82,52.64,57.600376
23,-1.0,51.0,74.2,103.2,-1.0,39.7,-1.0,-1.0,52.1,40.98,46.384846
24,-1.0,37.6,40.8,48.3,26.66,49.9,102.11,52.1,-1.0,56.0,37.293926
25,24.4,24.6,-1.0,36.4,-1.0,20.2,71.563,34.02,-1.0,28.9,34.211777
26,-1.0,30.6,27.3,63.4,-1.0,35.1,-1.0,-1.0,10.6,16.5,24.426191
27,-1.0,39.3,44.4,69.4,58.24,32.7,84.541,49.3,-1.0,36.9,44.41121
28,-1.0,24.6,45.7,25.2,-1.0,36.2,-1.0,39.14,28.7,24.52,37.02616
29,-1.0,71.9,173.1,146.2,-1.0,-1.0,-1.0,-1.0,27.2,92.36,48.84807
30,-1.0,1.2,24.8,11.9,-1.0,-1.0,-1.0,25.53,-1.0,10.23,6.959417
31,-1.0,27.8,41.5,67.9,-1.0,44.1,102.06,38.5,31.9,46.3,47.91753
32,-1.0,31.7,47.4,77.9,-1.0,42.4,61.341,49.2,43.7,49.5,46.282883
33,-1.0,8.6,18.7,22.6,-1.0,-1.0,-1.0,21.2,-1.0,16.61,13.487299
34,42.7,-1.0,-1.0,21.3,41.9,16.7,42.331,35.39,-1.0,21.01,19.796234
35,12.7,-1.0,-1.0,13.9,-1.0,13.0,17.003,28.1,9.6,21.0,16.570145
36,-1.0,53.3,91.9,106.0,-1.0,53.9,-1.0,-1.0,39.4,70.09,55.06615
37,-1.0,109.8,42.5,63.4,-1.0,-1.0,-1.0,-1.0,87.6,73.92,52.223934
38,-1.0,-1.0,-1.0,16.0,14.13,6.5,24.217,16.9,51.6,0.0,19.87262
39,-1.0,24.7,55.5,36.4,44.11,24.8,56.472,30.6,-1.0,26.7,16.314077
40,-1.0,27.7,19.9,40.3,-1.0,-1.0,-1.0,33.45,-1.0,22.85,25.82767
41,-1.0,-1.0,12.8,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.51,7.841268
42,-1.0,61.3,79.9,125.8,130.68,67.2,161.08,58.4,-1.0,59.2,73.57382
43,-1.0,72.2,86.4,153.3,94.31,45.5,262.3,61.5,-1.0,40.2,55.086857
44,1.3,2.5,-1.0,-1.0,37.1,21.2,32.017,5.14,-1.0,22.09,12.001894
45,33.2,18.1,-1.0,39.2,34.41,17.2,57.101,-1.0,19.5,35.03,31.8247
46,-1.0,-1.0,25.1,22.3,22.33,16.9,41.898,20.6,13.7,14.3,16.106787
47,-1.0,20.2,18.6,18.4,-1.0,-1.0,-1.0,-1.0,-1.0,22.04,13.20866
48,40.24,58.38,35.52,-1.0,30.03,64.5,22.13,57.75,27.36,49.91,63.260994
49,-1.0,18.3,24.2,22.9,-1.0,-1.0,-1.0,10.83,-1.0,9.85,14.99676
50,-1.0,43.9,63.0,135.5,62.31,39.7,98.849,50.3,-1.0,39.3,52.435036
51,29.0,-1.0,-1.0,21.9,34.1,-1.0,36.638,26.46,-1.0,13.84,16.347597
52,22.8,-1.0,-1.0,47.1,-1.0,13.9,53.222,34.9,42.3,28.9,23.656698
53,-1.0,-1.0,33.2,25.4,-1.0,-1.0,-1.0,33.11,-1.0,9.0,20.161592
54,-1.0,66.6,98.8,-1.0,64.04,57.1,148.8,70.1,-1.0,62.4,77.7707
55,-1.0,34.9,28.9,23.7,51.68,30.8,69.427,29.5,-1.0,36.9,28.624926
56,-1.0,51.2,-1.0,-1.0,27.9,-1.0,52.428,50.71,-1.0,22.47,55.2373
57,51.2,34.0,-1.0,96.2,95.86,40.2,117.95,-1.0,22.3,38.21,46.15824
58,-1.0,27.2,64.9,70.9,-1.0,42.2,-1.0,-1.0,38.2,35.45,40.4455
59,20.27,-1.0,28.5,-1.0,98.77,27.03,28.8,21.86,23.83,17.17,29.967646
60,-1.0,23.5,42.5,73.5,-1.0,20.8,65.94,42.1,33.1,37.6,31.464996
61,-1.0,-1.0,-1.0,31.8,28.11,18.4,54.231,25.6,26.7,24.8,24.7582
62,24.35,29.28,65.67,-1.0,-1.0,34.02,51.3,42.48,36.07,41.17,38.238373
63,21.4,13.0,-1.0,15.3,27.3,15.3,33.495,12.07,-1.0,14.74,17.061926
64,-1.0,-1.0,47.5,14.3,-1.0,-1.0,-1.0,-1.0,-1.0,17.91,17.84648
65,-1.0,33.8,-1.0,-1.0,27.6,-1.0,20.067,40.35,-1.0,14.5,20.231255
66,35.6,33.6,-1.0,109.6,57.91,22.9,-1.0,-1.0,35.9,38.75,36.76811
67,-1.0,6.9,40.8,-1.0,112.0,-1.0,83.109,26.03,-1.0,28.01,16.541615
68,29.4,101.97,99.09,134.11,-1.0,94.2,-1.0,158.03,37.86,135.47,131.29933
69,-1.0,23.4,47.7,61.7,-1.0,32.1,-1.0,25.31,43.2,32.9,35.632988
70,-1.0,23.1,58.3,52.6,27.63,52.6,72.42,42.7,-1.0,26.1,30.577642
71,-1.0,-1.0,-1.0,51.7,49.36,40.1,77.278,41.0,42.2,31.3,39.00091
72,-1.0,20.0,37.7,80.5,-1.0,-1.0,-1.0,-1.0,-1.0,36.87,27.565578
73,-1.0,44.7,19.1,214.9,-1.0,-1.0,-1.0,88.42,19.7,35.99,47.05042
74,18.19,-1.0,23.33,-1.0,-1.0,24.73,39.1,20.26,20.26,23.54,24.601534
75,-1.0,38.7,59.3,55.9,-1.0,50.6,61.318,58.1,45.4,44.5,48.642647
76,-1.0,20.9,-1.0,-1.0,47.6,-1.0,36.575,39.12,-1.0,16.41,23.696579
77,-1.0,27.9,47.2,47.7,-1.0,39.6,-1.0,-1.0,74.3,49.46,49.768536
78,-1.0,18.4,22.4,0.2,-1.0,-1.0,-1.0,19.64,-1.0,12.21,16.426825
79,-1.0,17.9,42.2,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,25.06,16.006933
80,-1.0,-1.0,-1.0,39.5,62.67,14.7,18.352,46.2,20.0,18.2,23.615301
81,-1.0,33.8,7.6,21.5,-1.0,-1.0,-1.0,18.88,-1.0,16.26,15.5708275
82,-1.0,39.9,33.1,56.2,49.94,35.8,109.33,45.1,-1.0,40.5,44.473988
83,-1.0,-1.0,17.1,63.6,62.73,38.3,93.144,39.2,62.8,37.1,36.94996
84,-1.0,38.4,36.1,77.7,38.83,47.0,46.291,45.6,-1.0,48.8,34.166332
85,21.61,30.63,-1.0,-1.0,59.66,42.65,56.12,43.21,28.1,54.39,51.051647
86,-1.0,27.0,35.7,-1.0,-1.0,-1.0,-1.0,32.39,-1.0,18.74,21.786552
87,8.8,47.3,-1.0,-1.0,44.7,38.4,-1.0,101.66,-1.0,41.54,34.34444
88,-1.0,-1.0,43.1,48.8,-1.0,-1.0,-1.0,41.99,-1.0,27.6,26.987093
89,-1.0,26.6,29.2,28.6,32.22,23.1,76.681,31.9,-1.0,28.5,23.81015
90,85.6,97.9,82.4,305.3,111.96,68.6,107.27,121.8,59.8,82.66,84.86694
91,27.0,36.47,65.95,-1.0,-1.0,35.23,23.66,59.18,26.2,31.46,45.413116
92,30.09,-1.0,53.22,27.58,-1.0,-1.0,244.51,60.51,65.62,15.59,35.562866
93,-1.0,-1.0,-1.0,22.8,30.37,25.4,44.485,17.7,32.5,34.4,22.360348
94,7.3,10.7,-1.0,10.4,18.4,5.9,19.667,20.87,-1.0,7.52,9.929662
95,-1.0,-1.0,-1.0,23.4,14.59,9.6,31.794,6.5,0.2,8.0,6.709827
96,-1.0,-1.0,-1.0,68.0,57.43,24.2,65.982,48.7,56.4,30.9,34.85463
97,59.3,-1.0,-1.0,95.0,104.79,54.7,149.68,95.1,52.4,69.27,64.28435
98,-1.0,28.4,-1.0,103.4,51.35,45.8,68.348,65.5,35.4,48.22,44.320152
99,-1.0,27.0,15.0,33.8,-1.0,-1.0,-1.0,29.53,-1.0,12.79,23.579744
100,-1.0,30.8,33.7,51.8,-1.0,26.5,47.488,28.6,-1.0,23.1,36.66849
101,27.99,-1.0,56.08,-1.0,-1.0,33.08,97.92,43.79,37.33,43.66,38.94226
102,-1.0,-1.0,-1.0,55.3,69.64,26.9,71.109,24.4,41.4,36.8,28.661663
103,-1.0,-1.0,-1.0,-1.0,-1.0,19.6,-1.0,-1.0,16.8,24.82,27.716835
104,-1.0,72.6,102.4,207.3,-1.0,-1.0,-1.0,89.94,55.8,85.42,67.656456
105,-1.0,12.7,41.9,-1.0,-1.0,-1.0,-1.0,34.21,-1.0,17.77,12.407314
106,-1.0,17.3,-1.0,-1.0,70.6,-1.0,27.889,48.9,-1.0,12.51,26.376837
107,31.34,52.41,-1.0,-1.0,71.93,25.55,132.15,22.65,26.17,25.61,39.442448
108,-1.0,19.5,10.4,12.7,-1.0,-1.0,-1.0,18.0,-1.0,15.26,14.255958
109,-1.0,-1.0,18.0,19.5,23.05,10.3,28.786,10.2,31.4,16.2,27.886915
110,-1.0,36.0,43.7,69.1,-1.0,46.5,-1.0,107.63,47.6,49.98,44.22424
111,-1.0,-1.0,37.7,185.9,189.62,53.1,263.58,51.8,140.7,45.7,53.55153
112,-1.0,68.7,116.8,207.5,64.84,55.5,98.372,63.9,-1.0,51.4,47.356007
113,-1.0,27.5,42.8,61.4,-1.0,35.6,-1.0,52.52,59.2,33.91,44.172195
114,-1.0,-1.0,-1.0,25.0,34.48,29.1,36.664,28.4,44.9,24.5,29.912193
115,71.0,72.6,50.1,90.3,75.43,38.6,134.68,52.2,75.6,55.12,58.158134
116,47.7,47.4,-1.0,177.3,67.65,49.2,113.59,-1.0,51.1,52.71,47.85097
117,-1.0,-1.0,-1.0,22.9,37.11,17.1,52.713,35.4,30.6,19.8,24.496582
118,-1.0,46.6,52.1,44.8,-1.0,43.8,-1.0,-1.0,29.1,31.9,38.48119
119,-1.0,32.4,45.2,85.2,80.41,45.3,62.532,45.8,-1.0,33.7,33.808495
120,-1.0,13.5,42.0,58.0,-1.0,17.5,-1.0,24.03,29.8,23.71,23.227066
121,-1.0,40.3,52.1,62.6,60.74,41.6,88.458,55.6,-1.0,65.1,48.222343
122,16.07,23.83,23.45,41.64,-1.0,21.23,49.68,21.29,15.98,17.97,22.010263
123,-1.0,16.2,3.1,10.2,-1.0,-1.0,-1.0,20.87,-1.0,12.72,11.852076
124,-1.0,80.1,58.7,87.6,-1.0,-1.0,-1.0,67.25,-1.0,58.96,61.770657
125,25.6,20.5,-1.0,26.5,49.5,22.9,-1.0,27.22,-1.0,22.22,21.106606
126,-1.0,61.2,85.9,117.3,-1.0,44.7,-1.0,76.8,49.5,72.56,54.066456
127,-1.0,10.5,13.2,36.0,-1.0,-1.0,-1.0,13.14,-1.0,8.97,15.540229
128,15.95,20.58,18.06,-1.0,59.64,11.57,373.38,20.85,11.99,17.36,22.374212
129,21.4,17.7,-1.0,35.3,35.19,26.7,30.898,-1.0,33.2,27.82,29.097816
130,-1.0,35.1,51.3,68.1,-1.0,32.4,60.223,54.9,41.7,45.2,41.42824
131,-1.0,-1.0,-1.0,12.0,14.72,10.0,18.862,13.0,26.2,48.8,13.20685
132,-1.0,35.5,20.4,43.8,43.31,61.6,52.202,29.8,-1.0,20.6,30.008709
133,-1.0,71.2,95.9,197.0,106.75,69.2,108.66,71.9,-1.0,66.5,50.28719
134,-1.0,22.8,48.6,56.3,-1.0,-1.0,-1.0,44.07,-1.0,32.8,27.54276
135,-1.0,-1.0,-1.0,-1.0,-1.0,47.6,-1.0,-1.0,27.1,71.92,37.65526
136,-1.0,30.0,56.0,42.7,47.46,23.3,54.284,58.3,-1.0,51.9,40.4492
137,17.9,-1.0,-1.0,13.9,-1.0,14.1,27.935,5.3,8.0,14.9,14.474519
138,-1.0,-1.0,-1.0,-1.0,19.9,-1.0,46.901,0.71,-1.0,11.43,23.231964
139,-1.0,44.6,123.9,108.9,-1.0,32.0,78.212,55.0,55.4,41.2,46.73868
140,-1.0,18.7,44.4,-1.0,-1.0,16.4,-1.0,-1.0,-1.0,18.83,23.440086
141,-1.0,15.7,53.0,67.8,51.8,19.5,65.908,30.0,-1.0,24.1,10.674642
142,-1.0,19.62,23.74,36.36,19.81,13.59,214.32,16.19,18.43,9.2,17.920279
143,-1.0,41.6,32.2,64.7,36.17,15.8,73.63,36.2,-1.0,47.6,25.576807
144,31.68,34.61,28.38,-1.0,48.97,25.25,10.42,31.18,29.56,28.09,28.150846
145,-1.0,30.8,15.3,23.9,-1.0,-1.0,-1.0,22.69,-1.0,12.98,16.484823
146,-1.0,27.0,22.2,14.7,-1.0,34.9,-1.0,7.71,-1.0,21.23,22.266531
147,-1.0,13.1,32.9,54.3,-1.0,28.6,-1.0,-1.0,29.0,18.97,26.254477
148,84.6,72.9,-1.0,131.1,116.26,81.9,148.33,-1.0,89.5,84.54,78.668335
149,-1.0,27.7,86.4,79.4,118.34,68.0,108.06,41.2,-1.0,85.8,61.928177
150,39.2,-1.0,-1.0,47.5,50.93,31.0,183.52,35.5,41.8,32.5,36.302948
151,-1.0,-1.0,-1.0,37.5,52.05,19.1,50.452,21.9,16.2,19.8,21.067122
152,-1.0,-1.0,119.7,104.8,299.27,57.2,212.16,136.6,-1.0,153.9,77.36862
153,-1.0,22.3,29.6,42.1,-1.0,19.9,82.279,29.7,-1.0,13.4,18.488768
154,-1.0,-1.0,16.6,34.7,-1.0,12.4,-1.0,32.58,32.5,12.83,23.837934
155,29.06,38.97,65.45,-1.0,44.36,33.44,55.74,53.48,31.41,36.42,51.76033
156,55.16,46.95,45.28,-1.0,-1.0,84.3,29.43,40.59,45.16,45.52,62.23007
157,-1.0,-1.0,-1.0,33.7,51.26,16.5,14.716,42.5,34.9,13.2,25.203962
158,-1.0,51.9,51.2,62.6,-1.0,41.0,-1.0,-1.0,30.8,28.8,38.61695
159,-1.0,111.2,-1.0,313.2,162.59,81.9,269.57,132.6,112.2,161.95,109.08881
160,13.1,0.5,-1.0,23.7,22.1,10.9,38.266,23.37,-1.0,12.41,15.930176
161,-1.0,31.5,12.4,20.8,30.1,20.4,49.866,19.0,-1.0,25.89,18.59062
162,-1.0,102.7,-1.0,184.6,240.82,66.7,282.61,200.2,-1.0,79.5,112.205345
163,-1.0,17.1,49.0,110.2,-1.0,44.7,-1.0,63.28,47.9,62.4,46.292072
164,29.0,28.6,-1.0,98.0,35.36,23.2,57.157,30.1,30.7,29.63,29.011297
165,-1.0,43.5,83.6,42.3,-1.0,60.2,-1.0,-1.0,40.6,54.57,50.59308
166,-1.0,25.6,67.8,60.7,-1.0,-1.0,-1.0,50.58,-1.0,10.56,33.715378
167,26.6,8.7,-1.0,-1.0,14.9,-1.0,29.711,20.44,-1.0,18.92,15.391106
168,61.2,65.01,45.24,-1.0,52.12,45.13,79.37,38.17,43.54,53.99,48.28377
169,13.5,27.07,26.15,46.64,-1.0,19.99,-1.0,26.99,10.17,17.94,22.848206
170,-1.0,-1.0,-1.0,79.0,94.97,29.8,39.928,34.2,39.3,35.7,30.329988
171,-1.0,24.3,75.5,85.0,-1.0,31.9,-1.0,101.21,50.9,68.12,45.10289
172,-1.0,-1.0,-1.0,49.1,49.4,30.9,96.844,54.3,32.2,40.0,44.01712
173,-1.0,-1.0,-1.0,69.9,45.61,41.2,77.218,59.9,63.9,56.9,57.957367
174,-1.0,42.5,58.0,165.5,-1.0,-1.0,-1.0,102.29,16.2,59.78,63.314594
175,24.3,-1.0,-1.0,68.6,72.0,22.3,34.441,52.23,-1.0,16.55,35.839066
176,49.4,16.3,34.3,42.0,42.34,36.4,82.32,42.2,34.6,29.55,38.447124
177,27.82,50.14,28.08,-1.0,-1.0,46.69,69.56,38.29,20.8,42.43,44.382076
178,18.5,27.49,-1.0,-1.0,-1.0,63.48,76.46,23.16,27.86,23.01,40.85049
179,-1.0,-1.0,-1.0,7.8,12.24,2.2,10.143,13.2,14.9,14.4,10.036111
180,-1.0,50.3,41.0,-1.0,-1.0,65.4,-1.0,-1.0,-1.0,46.39,43.52021
181,21.9,15.7,-1.0,37.4,29.0,35.0,66.382,-1.0,21.1,29.05,29.672453
182,-1.0,44.9,85.8,187.2,184.78,68.9,125.09,92.7,59.2,92.99,102.705414
183,-1.0,9.8,33.0,43.8,42.47,20.8,63.574,36.8,24.5,26.97,25.164358
184,-1.0,32.3,51.3,93.6,-1.0,44.8,72.064,36.4,-1.0,31.3,33.023945
185,-1.0,91.1,95.6,303.4,93.07,48.7,87.436,85.1,87.0,69.5,65.4412
186,-1.0,38.2,27.8,28.9,-1.0,-1.0,-1.0,35.52,-1.0,33.21,27.22379
187,-1.0,23.4,20.0,23.4,-1.0,-1.0,-1.0,31.2,-1.0,7.76,22.322071
188,43.9,25.1,-1.0,81.7,88.9,23.2,72.401,41.3,22.1,35.87,45.592102
189,49.6,-1.0,-1.0,-1.0,63.76,29.2,47.923,37.0,25.3,27.1,37.542694
190,-1.0,20.6,43.0,-1.0,-1.0,32.2,-1.0,-1.0,-1.0,34.06,38.78767
191,-1.0,31.2,59.8,145.2,172.06,52.8,73.619,79.5,-1.0,71.4,51.922287
192,28.3,28.3,-1.0,41.5,42.97,43.0,102.87,23.0,27.1,26.81,41.954586
193,-1.0,74.3,81.3,217.7,-1.0,67.5,229.56,88.1,98.1,102.4,83.123245
194,-1.0,31.8,85.2,258.5,-1.0,56.8,-1.0,141.41,41.4,71.33,89.57247
195,-1.0,58.2,93.7,109.3,-1.0,-1.0,-1.0,96.34,-1.0,70.36,68.80392
196,-1.0,23.9,-1.0,57.6,34.12,16.9,43.433,40.6,26.3,26.93,25.318071
197,19.53,58.65,36.23,-1.0,64.14,54.71,100.63,59.71,24.76,61.04,62.23711
198,-1.0,24.2,39.3,35.7,-1.0,-1.0,-1.0,44.17,-1.0,28.11,26.249704
199,32.0,37.1,-1.0,101.6,153.0,42.6,109.91,31.5,41.2,54.87,40.93376
200,-1.0,25.3,33.8,42.2,-1.0,31.4,-1.0,-1.0,36.4,33.97,32.849724
201,-1.0,25.6,-1.0,3.2,-1.0,-1.0,-1.0,-1.0,-1.0,8.57,7.5515475
202,20.93,28.94,32.81,66.46,-1.0,27.64,52.68,15.45,28.4,25.24,28.83885
203,37.5,30.1,-1.0,49.2,50.59,38.0,67.671,57.3,30.1,41.73,44.551384
204,-1.0,-1.0,-1.0,-1.0,15.4,-1.0,25.304,8.79,-1.0,7.49,10.841563
205,-1.0,-1.0,-1.0,-1.0,-1.0,40.9,-1.0,-1.0,37.9,49.89,43.089043
206,-1.0,-1.0,-1.0,30.9,94.23,18.6,44.124,27.2,32.7,17.9,14.970171
207,-1.0,-1.0,-1.0,-1.0,15.28,10.4,22.06,11.8,6.3,4.6,14.298816
208,27.92,24.7,36.73,-1.0,-1.0,26.53,98.91,32.04,32.79,25.96,25.821548
209,-1.0,85.7,83.1,95.8,-1.0,73.1,-1.0,58.93,64.4,62.16,64.76694
210,41.7,39.6,-1.0,87.0,53.2,35.4,106.64,-1.0,44.6,32.88,41.431297
211,110.3,83.4,-1.0,207.6,117.28,83.0,173.93,-1.0,67.0,63.53,85.43626
212,17.47,-1.0,32.51,-1.0,-1.0,23.44,43.35,40.25,25.5,40.13,26.269995
213,-1.0,63.6,91.3,68.4,119.53,74.8,79.212,83.1,-1.0,67.5,71.57355
214,-1.0,-1.0,-1.0,-1.0,23.1,-1.0,14.494,22.29,-1.0,6.62,13.696046
215,-1.0,8.9,21.2,17.5,-1.0,-1.0,-1.0,17.42,-1.0,8.62,11.310763
216,-1.0,12.8,-1.0,-1.0,30.0,-1.0,45.741,40.18,-1.0,22.84,21.203995
217,-1.0,26.6,38.6,46.0,-1.0,-1.0,-1.0,85.16,-1.0,17.85,30.46182
218,-1.0,71.3,37.4,204.5,-1.0,70.6,128.04,80.4,59.2,83.6,75.08244
219,-1.0,18.7,11.5,39.9,-1.0,-1.0,-1.0,12.91,-1.0,10.89,8.058025
220,-1.0,52.8,36.2,41.0,48.16,17.8,118.04,-1.0,-1.0,57.4,30.835836
221,-1.0,34.6,32.3,27.9,-1.0,-1.0,-1.0,50.61,-1.0,8.7,28.855824
222,-1.0,24.1,32.5,51.2,-1.0,25.7,-1.0,35.92,18.7,23.28,22.02716
223,-1.0,-1.0,65.4,81.1,36.43,43.4,73.465,38.2,40.3,39.0,36.436565
224,-1.0,40.5,53.3,53.8,66.11,44.8,76.533,52.1,-1.0,47.1,46.379208
225,26.5,17.0,52.0,53.4,34.37,21.2,100.95,21.8,29.1,17.41,26.204721
226,66.3,35.6,39.1,52.3,70.7,43.0,68.713,38.7,56.8,48.62,48.84194
227,-1.0,65.1,106.4,152.5,-1.0,60.7,169.4,96.2,73.8,73.2,85.44865
228,26.2,-1.0,-1.0,42.0,42.03,28.8,78.565,37.7,31.6,38.99,32.196182
229,-1.0,-1.0,-1.0,29.8,24.71,19.0,60.716,23.5,20.6,22.8,30.744516
230,98.26,-1.0,-1.0,-1.0,75.21,94.61,15.1,112.28,85.73,76.44,101.99429
231,65.04,103.56,101.29,-1.0,146.83,58.17,348.29,91.19,70.11,101.56,108.514046
232,-1.0,-1.0,105.4,94.6,34.05,27.2,170.62,48.4,49.9,27.2,41.094746
233,88.1,49.6,-1.0,95.4,142.65,64.0,101.65,-1.0,67.7,65.42,72.825935
234,42.5,-1.0,-1.0,111.3,51.0,41.7,83.555,61.9,58.0,43.48,49.575764
235,-1.0,23.1,37.5,25.6,-1.0,-1.0,-1.0,-1.0,-1.0,18.24,23.542774
236,-1.0,32.1,28.4,40.7,-1.0,12.3,-1.0,-1.0,-1.0,22.15,23.871935
237,-1.0,53.7,118.0,-1.0,-1.0,88.7,-1.0,57.57,55.7,59.63,58.10282
238,47.3,43.7,52.7,54.1,33.88,36.9,109.63,31.9,24.5,23.32,38.672974
239,16.67,26.76,29.45,-1.0,-1.0,16.37,26.2,29.02,26.25,27.27,22.58048
240,6.38,13.25,29.73,-1.0,-1.0,13.87,-1.0,24.79,9.66,16.33,18.622286
241,17.1,15.0,-1.0,-1.0,20.9,13.6,17.669,19.25,-1.0,20.29,14.757965
242,-1.0,31.6,-1.0,102.9,-1.0,38.5,-1.0,84.11,38.0,43.73,46.313057
243,28.99,31.07,16.65,43.66,-1.0,20.57,-1.0,24.15,24.93,12.52,21.102957
244,14.5,20.18,36.86,-1.0,-1.0,26.22,48.68,28.34,35.42,24.48,24.139605
245,-1.0,44.9,47.2,42.3,42.14,42.5,66.422,63.8,-1.0,47.3,46.96968
246,-1.0,39.5,72.1,-1.0,-1.0,56.6,-1.0,93.68,54.1,62.12,57.04982
247,-1.0,-1.0,12.3,20.4,23.26,12.3,60.274,23.3,25.9,14.8,15.162379
248,-1.0,-1.0,-1.0,-1.0,17.3,-1.0,37.858,33.98,-1.0,15.45,15.970101
249,-1.0,9.5,33.0,-1.0,20.0,-1.0,40.276,-1.0,-1.0,19.36,9.648797
250,-1.0,32.9,26.9,33.0,-1.0,-1.0,-1.0,16.34,-1.0,17.47,19.098236
251,-1.0,8.1,29.5,36.1,-1.0,-1.0,-1.0,25.96,-1.0,13.81,14.148158
252,53.6,33.9,-1.0,46.0,-1.0,30.8,60.98,46.44,-1.0,38.93,35.6465
253,-1.0,47.9,58.6,147.1,-1.0,72.5,-1.0,63.92,28.2,59.01,86.96228
254,-1.0,72.4,33.5,199.8,138.04,53.5,179.28,64.0,-1.0,49.0,49.67093
255,-1.0,82.7,58.0,119.7,128.53,76.1,215.59,92.4,94.3,104.7,99.686676
256,-1.0,36.6,38.5,52.1,42.54,130.2,55.618,37.6,-1.0,24.3,38.11696
257,-1.0,37.2,38.5,36.7,49.76,48.9,57.058,36.2,-1.0,32.2,42.72186
258,-1.0,30.2,57.3,73.3,113.22,48.3,87.246,78.8,-1.0,5.8,50.96487
259,-1.0,26.9,32.9,36.5,-1.0,-1.0,-1.0,43.8,-1.0,28.76,25.404444
260,-1.0,71.2,76.6,113.3,-1.0,69.2,136.29,78.5,89.1,91.1,82.41268
261,-1.0,12.9,16.3,14.6,-1.0,-1.0,-1.0,17.54,-1.0,12.55,13.328881
262,-1.0,-1.0,19.8,29.2,-1.0,-1.0,-1.0,-1.0,-1.0,19.79,13.442135
263,-1.0,3.3,15.0,12.8,15.88,11.0,30.39,10.7,1.6,15.06,13.124831
264,22.77,34.22,26.3,-1.0,-1.0,29.2,29.93,28.4,16.97,24.28,29.198587
265,-1.0,-1.0,-1.0,-1.0,-1.0,74.9,-1.0,-1.0,50.7,68.29,51.142433
266,-1.0,27.9,27.5,100.5,55.1,35.2,67.079,40.5,-1.0,30.6,31.740881
267,-1.0,18.3,16.4,59.4,31.68,23.0,50.499,21.6,-1.0,13.0,19.338778
268,-1.0,-1.0,-1.0,27.7,29.95,23.3,55.633,34.0,20.6,26.5,26.68623
269,15.73,10.5,10.97,16.32,-1.0,-1.0,-1.0,11.57,10.36,11.34,10.484236
270,40.1,28.0,-1.0,45.2,57.33,16.7,80.498,-1.0,28.8,32.39,37.240986
271,-1.0,27.1,53.7,130.0,-1.0,40.7,-1.0,45.04,64.5,45.6,54.20134
272,61.31,128.92,129.66,-1.0,-1.0,64.86,62.75,110.76,42.42,141.73,155.53244
273,-1.0,-1.0,13.5,21.3,22.29,9.5,59.885,10.9,14.0,12.8,12.15652
274,-1.0,23.0,32.3,34.3,-1.0,21.1,-1.0,27.37,14.4,27.19,22.697792
275,-1.0,11.09,16.99,15.4,-1.0,12.86,84.78,11.37,8.49,8.33,14.455265
276,-1.0,87.3,80.0,75.1,-1.0,-1.0,-1.0,-1.0,54.9,75.91,94.79278
