,AGU,ATM,LDO,LPIN,MIR,OBL,SFE,VAL,CEN,TLA_med,TLA_pred
81,9.9,-1.0,-1.0,45.6,-1.0,20.5,52.587,0.8,23.6,15.4,28.300291
82,-1.0,-1.0,92.6,164.7,90.3,61.1,256.11,-1.0,-1.0,124.18,92.704216
83,-1.0,63.9,43.2,52.7,80.25,62.2,96.331,-1.0,76.9,49.5,57.496113
84,-1.0,32.3,21.6,30.6,-1.0,14.8,-1.0,-1.0,16.2,66.15,23.782227
85,19.66,21.06,68.37,-1.0,38.79,18.36,58.2,20.77,35.9,40.56,38.16675
86,-1.0,32.4,60.7,200.3,-1.0,51.6,-1.0,39.1,67.54,59.74,75.05001
87,-1.0,-1.0,-1.0,-1.0,18.6,-1.0,27.304,-1.0,34.45,11.45,18.955301
88,-1.0,72.6,85.2,107.4,66.05,76.3,171.11,-1.0,78.8,70.9,72.96057
89,30.85,34.15,38.33,-1.0,-1.0,58.23,24.54,31.33,31.67,26.89,34.451584
90,42.9,15.7,-1.0,38.1,39.0,18.0,-1.0,-1.0,20.21,31.45,29.160606
91,-1.0,40.4,103.6,168.7,-1.0,-1.0,-1.0,20.0,38.82,132.87,60.9485
92,-1.0,19.6,27.1,20.7,31.71,17.7,68.585,37.2,19.4,26.2,22.850658
93,-1.0,31.3,38.6,-1.0,-1.0,25.8,-1.0,21.1,30.64,265.63,36.230846
94,-1.0,20.3,34.5,24.3,-1.0,-1.0,-1.0,-1.0,15.58,24.57,26.80519
95,-1.0,26.1,32.0,86.9,-1.0,-1.0,-1.0,-1.0,33.91,71.36,44.194862
96,-1.0,122.7,158.2,409.7,79.11,100.2,190.31,124.8,98.0,108.2,107.14856
97,-1.0,24.5,-1.0,72.2,56.3,30.8,71.432,35.8,45.96,54.2,44.583366
98,-1.0,39.1,65.4,-1.0,-1.0,31.3,-1.0,34.9,44.05,44.15,54.4342
99,-1.0,45.5,48.2,-1.0,-1.0,32.3,-1.0,32.8,34.31,25.26,45.51857
100,-1.0,36.6,110.5,83.2,-1.0,52.2,-1.0,49.9,52.59,96.54,75.96857
101,90.9,54.4,51.6,339.7,133.91,-1.0,177.86,60.1,87.7,85.0,76.962
102,-1.0,44.3,51.3,76.8,-1.0,33.8,-1.0,37.8,41.33,3.63,46.572052
103,-1.0,66.6,33.6,48.3,-1.0,89.5,-1.0,58.2,75.3,68.78,57.724255
104,29.7,-1.0,-1.0,40.1,-1.0,21.9,61.004,25.6,21.12,27.5,28.514597
105,-1.0,38.5,53.5,59.2,92.54,37.8,50.131,-1.0,57.1,58.8,49.82079
106,-1.0,41.1,67.1,62.2,-1.0,-1.0,-1.0,-1.0,34.03,44.91,46.86466
107,-1.0,-1.0,18.9,31.2,31.92,24.8,31.108,28.8,22.9,27.1,24.011675
108,-1.0,88.2,104.7,164.9,167.61,76.3,121.66,-1.0,80.2,47.3,86.462524
109,-1.0,69.2,74.7,131.4,-1.0,80.9,109.88,71.8,81.7,85.5,74.11238
110,24.5,23.9,29.7,67.3,85.94,30.3,49.105,37.7,67.82,39.8,53.557053
111,29.06,41.19,40.58,-1.0,268.58,40.58,130.36,36.88,40.43,37.87,27.897755
112,-1.0,20.6,17.4,29.2,21.01,25.7,52.426,-1.0,18.1,21.2,22.082993
113,29.98,34.58,45.04,-1.0,45.76,42.09,112.07,27.29,25.53,37.68,29.209198
114,-1.0,70.2,128.2,85.8,93.41,59.8,114.67,30.7,56.43,63.5,70.321724
115,-1.0,17.7,24.1,53.8,49.52,29.3,31.859,-1.0,31.8,25.2,28.971664
116,-1.0,4.7,-1.0,-1.0,14.2,-1.0,11.396,-1.0,5.28,9.56,9.436725
117,-1.0,-1.0,-1.0,41.7,91.45,37.4,99.754,11.2,27.0,30.8,23.227058
118,-1.0,23.6,23.8,41.8,-1.0,30.5,-1.0,30.5,-1.0,42.49,30.824265
119,-1.0,12.8,-1.0,-1.0,28.8,-1.0,48.47,-1.0,19.13,20.84,16.41786
120,-1.0,44.2,50.2,55.3,-1.0,-1.0,-1.0,-1.0,25.97,36.19,40.38293
121,-1.0,-1.0,-1.0,-1.0,77.79,11.8,50.284,12.9,11.1,21.6,10.254135
122,-1.0,-1.0,-1.0,6.3,6.43,5.6,10.275,13.1,5.8,8.9,10.828191
123,-1.0,68.5,-1.0,-1.0,53.0,-1.0,43.135,-1.0,47.18,64.59,69.790054
124,-1.0,16.1,-1.0,-1.0,30.3,-1.0,22.177,-1.0,16.69,36.26,24.080553
125,-1.0,15.3,33.3,59.1,-1.0,-1.0,-1.0,-1.0,23.3,24.18,36.045277
126,16.81,-1.0,28.96,-1.0,52.72,19.69,21.15,20.6,31.54,33.22,26.735271
127,26.76,29.77,22.11,-1.0,-1.0,30.88,75.63,0.05,34.18,25.04,25.60075
128,-1.0,29.0,38.0,33.6,-1.0,28.4,-1.0,20.4,32.68,34.21,34.199055
129,-1.0,19.9,35.1,27.7,-1.0,36.7,-1.0,38.5,28.45,39.67,34.73823
130,-1.0,24.7,45.8,121.5,-1.0,35.9,78.368,58.2,51.5,51.1,49.806442
131,23.54,19.36,32.47,-1.0,-1.0,20.62,96.52,26.32,27.63,28.94,25.247929
132,34.48,42.57,42.46,-1.0,-1.0,29.68,85.62,23.5,38.72,40.95,34.367462
133,-1.0,-1.0,-1.0,47.0,44.62,32.5,76.123,24.6,36.5,45.2,33.825714
134,38.54,54.63,45.93,63.62,-1.0,38.61,36.66,30.08,-1.0,35.67,36.606293
135,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.785,-1.0,18.94,49.9,23.866158
136,33.83,42.69,8.76,-1.0,-1.0,12.79,27.55,67.57,40.56,25.52,24.574116
137,14.92,21.33,21.51,-1.0,-1.0,28.01,61.62,7.25,33.34,19.85,25.722383
138,-1.0,19.9,21.3,41.7,-1.0,0.0,-1.0,-1.0,-1.0,25.77,23.80801
139,-1.0,24.5,10.0,42.0,-1.0,-1.0,-1.0,-1.0,16.74,25.86,22.291142
140,26.7,24.2,-1.0,66.1,57.6,19.7,-1.0,-1.0,26.61,36.61,36.608315
141,-1.0,16.1,13.2,22.0,23.54,25.5,50.729,-1.0,17.4,20.9,19.745693
142,-1.0,-1.0,-1.0,43.2,23.98,10.6,29.252,23.4,20.6,19.0,23.272745
143,29.5,46.7,36.8,62.8,34.0,20.4,63.105,31.8,29.24,35.0,31.457613
144,26.2,-1.0,-1.0,59.0,32.58,18.3,54.219,20.8,24.88,29.9,27.397095
145,-1.0,15.55,26.16,35.27,-1.0,6.51,63.06,19.94,21.12,15.08,22.94855
146,-1.0,21.0,-1.0,-1.0,26.4,-1.0,22.853,-1.0,18.15,18.31,30.123772
147,-1.0,-1.0,54.4,40.3,-1.0,-1.0,-1.0,-1.0,22.93,40.03,36.985863
148,-1.0,64.8,69.8,73.0,79.67,64.7,117.64,74.3,-1.0,56.5,65.11868
149,24.47,31.85,32.95,-1.0,59.3,31.2,99.62,30.7,23.74,19.28,24.75189
150,-1.0,22.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.97,15.16,37.122402
151,15.3,32.6,-1.0,40.6,58.7,18.8,47.132,-1.0,28.43,2.81,46.68641
152,-1.0,47.2,35.9,36.4,61.67,32.4,141.28,42.9,39.66,36.5,38.833855
153,35.47,70.8,69.09,-1.0,-1.0,62.34,192.22,69.39,122.29,78.15,83.05815
154,-1.0,4.3,7.5,13.2,-1.0,-1.0,-1.0,-1.0,5.82,16.32,11.337433
155,-1.0,12.8,21.4,57.0,-1.0,24.4,-1.0,28.3,22.34,15.37,28.315817
156,-1.0,54.2,-1.0,-1.0,30.8,-1.0,47.568,-1.0,9.24,32.45,45.55768
157,-1.0,10.6,97.8,71.8,-1.0,28.8,-1.0,34.7,23.82,27.69,51.52339
158,26.17,-1.0,35.73,-1.0,28.74,23.48,32.84,25.33,26.31,30.33,26.762526
159,-1.0,39.2,107.1,85.1,147.05,65.2,119.21,-1.0,99.7,127.5,85.46093
160,12.1,-1.0,-1.0,14.3,-1.0,16.3,22.807,1.8,13.4,13.7,18.610226
161,24.21,-1.0,19.53,-1.0,-1.0,30.07,62.81,22.72,27.32,19.19,25.196064
162,-1.0,-1.0,61.2,118.6,81.86,29.2,58.597,42.9,29.1,51.4,34.885048
163,16.0,18.8,-1.0,22.2,49.8,16.0,-1.0,-1.0,25.79,29.01,31.55755
164,-1.0,60.2,77.5,62.5,65.06,42.0,104.97,75.7,54.31,69.0,59.841774
165,-1.0,16.2,9.1,22.2,-1.0,-1.0,-1.0,-1.0,-1.0,8.59,19.558716
166,20.9,14.8,-1.0,26.8,48.9,14.2,-1.0,-1.0,19.35,23.0,32.581356
167,-1.0,52.3,56.4,159.0,-1.0,52.2,-1.0,91.3,85.76,91.88,72.25311
168,-1.0,48.0,84.9,80.6,82.74,35.9,95.809,-1.0,27.5,56.8,48.830208
169,-1.0,36.5,26.2,34.8,-1.0,-1.0,-1.0,28.9,24.85,18.92,37.920284
170,12.1,-1.0,-1.0,12.5,-1.0,7.3,26.855,5.5,9.85,7.43,12.364166
171,-1.0,37.3,41.9,61.3,-1.0,41.5,66.677,44.3,57.3,52.6,45.57172
172,-1.0,63.6,71.5,-1.0,-1.0,47.6,-1.0,52.3,45.72,53.8,63.58124
173,-1.0,38.8,82.1,221.8,-1.0,44.0,-1.0,47.1,49.32,73.31,62.38628
174,-1.0,17.3,-1.0,-1.0,70.6,-1.0,27.889,-1.0,12.51,48.9,32.781384
175,-1.0,-1.0,-1.0,-1.0,41.1,-1.0,58.905,-1.0,29.33,68.31,35.088882
176,-1.0,23.1,16.8,60.3,-1.0,17.9,-1.0,13.8,18.03,23.82,23.208729
177,-1.0,-1.0,26.8,19.8,19.48,14.1,31.372,32.7,37.3,23.5,28.755766
178,11.6,27.4,-1.0,-1.0,18.4,10.3,24.765,-1.0,17.5,34.43,36.3414
179,26.1,-1.0,-1.0,24.9,43.07,18.2,-1.0,36.5,22.5,23.2,34.087784
180,-1.0,40.8,32.8,47.7,41.75,31.6,53.971,-1.0,34.3,41.6,33.97016
181,-1.0,54.4,38.5,-1.0,63.7,-1.0,52.93,-1.0,-1.0,64.43,34.714645
182,21.5,38.43,14.97,-1.0,40.59,32.46,-1.0,16.39,25.05,20.55,24.516218
183,-1.0,75.9,85.9,108.4,144.82,56.6,133.0,55.8,98.18,60.3,80.512314
184,20.2,58.1,-1.0,-1.0,44.5,33.7,32.18,-1.0,32.19,54.23,67.38401
185,-1.0,46.8,114.7,217.1,143.6,62.8,148.14,-1.0,-1.0,148.93,89.803276
186,-1.0,21.2,22.2,47.4,-1.0,18.5,-1.0,10.4,-1.0,33.07,24.300667
187,-1.0,-1.0,-1.0,33.3,41.63,16.0,52.874,26.5,16.6,24.2,22.156544
188,-1.0,-1.0,-1.0,6.3,8.93,10.0,15.692,18.7,9.0,10.5,14.043181
189,-1.0,12.1,15.4,36.5,28.73,16.7,83.673,22.5,18.06,19.2,19.61756
190,-1.0,-1.0,-1.0,83.8,53.19,43.2,53.095,43.9,49.7,54.9,49.0347
191,-1.0,77.9,86.9,130.8,93.19,48.7,77.183,69.4,68.93,80.6,70.35854
192,-1.0,24.8,82.8,21.1,-1.0,-1.0,-1.0,-1.0,-1.0,53.2,63.59238
193,-1.0,7.9,53.8,51.1,43.11,37.5,56.465,36.4,38.76,52.2,42.409767
194,31.8,12.4,90.1,51.4,48.3,41.5,82.486,43.4,42.95,22.4,45.144386
195,-1.0,17.0,-1.0,-1.0,34.4,-1.0,20.678,-1.0,8.84,19.07,22.273512
196,-1.0,11.8,41.4,36.8,-1.0,21.1,-1.0,12.6,17.92,24.58,33.94127
197,33.63,62.88,38.21,-1.0,-1.0,59.03,38.09,38.05,78.52,61.0,59.205753
198,-1.0,40.4,32.5,33.4,-1.0,22.4,-1.0,-1.0,16.22,29.09,29.417896
199,-1.0,38.9,42.4,53.0,76.65,39.2,148.75,96.0,42.4,43.2,44.96472
200,55.08,50.37,72.33,-1.0,-1.0,46.48,163.29,112.43,52.4,59.93,56.783367
201,-1.0,43.2,46.6,79.9,42.0,52.8,39.952,-1.0,33.9,30.5,41.341324
202,-1.0,-1.0,-1.0,34.6,18.78,13.2,75.168,26.3,11.0,24.0,18.564835
203,-1.0,-1.0,-1.0,20.4,188.05,14.0,34.743,14.7,15.8,25.7,18.571232
204,-1.0,-1.0,-1.0,-1.0,19.0,-1.0,27.64,-1.0,11.48,26.13,17.410732
205,-1.0,17.8,16.7,-1.0,23.1,-1.0,24.665,-1.0,12.8,18.69,24.339558
206,30.3,24.4,-1.0,36.7,57.5,23.8,-1.0,-1.0,29.61,34.79,38.323997
207,-1.0,25.0,27.9,40.9,26.04,24.5,32.942,-1.0,10.7,24.9,24.364254
208,57.9,11.3,-1.0,49.2,52.88,25.3,40.517,15.6,14.67,18.6,25.989113
209,28.44,-1.0,3.2,19.06,-1.0,1.2,47.86,9.02,10.62,3.17,15.136178
210,-1.0,56.2,111.6,110.4,-1.0,74.9,-1.0,50.7,49.73,49.66,66.06205
211,30.7,46.8,-1.0,19.7,20.8,10.4,-1.0,-1.0,9.44,20.04,22.941788
212,20.3,22.5,-1.0,-1.0,63.6,14.9,52.029,-1.0,23.75,43.55,28.910261
213,-1.0,23.3,35.0,38.1,-1.0,21.4,-1.0,19.2,25.76,24.92,32.440083
214,26.0,-1.0,-1.0,134.6,41.64,21.4,113.67,15.7,21.14,18.4,29.291483
215,-1.0,-1.0,-1.0,5.8,16.11,17.0,25.11,24.0,13.0,13.3,17.604103
216,-1.0,60.3,124.4,325.1,243.75,113.8,264.91,101.6,184.12,150.2,144.8694
217,-1.0,53.4,70.6,57.2,67.07,44.4,97.102,-1.0,40.5,56.5,52.593475
218,18.56,23.75,18.69,-1.0,-1.0,20.17,21.02,18.63,20.81,19.42,20.070272
219,-1.0,15.2,6.6,15.3,-1.0,-1.0,-1.0,-1.0,12.46,19.55,14.419696
220,96.3,82.12,70.74,-1.0,58.71,81.03,101.37,72.57,112.57,97.23,85.86854
221,-1.0,17.1,56.8,18.2,-1.0,-1.0,-1.0,-1.0,15.29,38.73,28.271711
222,23.86,18.78,22.94,-1.0,30.37,16.73,234.96,11.01,20.68,10.76,18.289667
223,-1.0,86.4,53.1,69.9,84.43,65.2,93.563,-1.0,82.4,68.0,63.652264
224,-1.0,9.2,21.0,49.1,-1.0,19.6,-1.0,12.0,11.65,18.02,19.688591
225,-1.0,209.8,456.4,780.1,480.4,224.9,500.41,-1.0,-1.0,594.15,308.73996
226,-1.0,22.7,46.4,96.2,89.84,26.5,107.66,-1.0,-1.0,52.7,53.878845
227,-1.0,-1.0,-1.0,-1.0,25.7,-1.0,20.54,-1.0,22.03,16.99,35.987377
228,-1.0,30.6,26.2,-1.0,-1.0,-1.0,-1.0,-1.0,22.67,39.06,28.27959
229,26.14,44.64,56.58,-1.0,53.85,26.6,29.39,25.97,26.79,36.57,33.791286
230,-1.0,39.1,38.2,28.9,46.24,43.5,40.786,49.9,-1.0,37.1,41.267822
231,-1.0,16.7,0.0,47.3,-1.0,28.4,-1.0,44.0,46.74,62.24,49.454384
232,-1.0,7.3,51.0,-1.0,-1.0,35.2,-1.0,51.2,33.53,30.89,47.49027
233,-1.0,35.8,42.1,66.3,34.31,37.3,58.269,-1.0,52.2,42.3,42.22326
234,-1.0,-1.0,-1.0,18.8,21.2,11.5,19.37,13.4,14.8,16.8,16.769129
235,-1.0,-1.0,15.5,26.9,24.65,11.1,80.747,22.4,12.4,22.9,16.830626
236,-1.0,19.3,23.2,24.0,-1.0,-1.0,-1.0,-1.0,14.83,9.67,25.053242
237,-1.0,-1.0,-1.0,81.0,23.77,14.7,61.696,23.8,17.2,17.2,26.284767
238,-1.0,-1.0,-1.0,19.9,-1.0,22.9,39.289,34.9,17.8,14.3,23.53822
239,4.72,35.74,7.37,11.19,-1.0,26.58,-1.0,18.41,24.26,19.61,22.15317
240,-1.0,35.1,30.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.21,30.14719
241,-1.0,92.8,129.5,264.0,130.3,33.4,225.29,-1.0,-1.0,107.16,103.58332
242,-1.0,-1.0,44.9,41.8,-1.0,-1.0,-1.0,-1.0,12.2,27.68,28.679379
243,-1.0,-1.0,139.5,296.8,330.57,110.0,213.25,139.1,173.7,146.5,145.54613
244,-1.0,25.0,42.9,30.7,-1.0,-1.0,-1.0,-1.0,-1.0,15.77,38.957405
245,-1.0,9.7,-1.0,-1.0,23.4,-1.0,28.242,-1.0,16.05,24.09,14.953393
246,-1.0,35.7,71.2,59.8,64.12,32.3,58.933,-1.0,55.6,57.8,53.133682
247,30.2,19.3,-1.0,50.2,36.89,22.4,67.297,25.6,27.71,32.9,31.156445
248,-1.0,4.8,50.8,43.6,-1.0,32.6,-1.0,36.2,32.28,39.93,46.576538
249,-1.0,43.8,72.6,153.7,162.2,29.6,126.37,-1.0,26.9,53.3,56.430172
250,-1.0,-1.0,-1.0,36.7,32.63,15.8,30.512,24.8,18.0,22.1,22.612387
251,50.2,22.3,-1.0,131.0,56.56,38.2,91.482,79.6,47.79,48.1,58.216137
252,-1.0,21.0,21.5,14.1,35.42,14.3,31.051,-1.0,16.9,22.8,21.729504
253,-1.0,43.3,39.7,126.2,119.49,59.4,115.78,-1.0,21.7,42.8,46.662773
254,52.04,111.58,62.2,-1.0,79.44,53.44,20.1,41.67,78.42,56.14,63.178185
255,-1.0,37.4,32.6,43.5,-1.0,-1.0,-1.0,-1.0,5.61,93.52,32.829952
256,-1.0,44.4,27.5,36.9,32.83,7.2,48.993,42.7,43.7,182.1,33.205795
257,-1.0,15.6,20.2,52.0,-1.0,-1.0,-1.0,-1.0,30.92,18.78,32.545788
258,-1.0,-1.0,-1.0,44.3,27.93,36.2,59.664,57.1,37.5,62.4,41.456497
259,-1.0,11.2,15.8,21.0,-1.0,-1.0,-1.0,-1.0,9.265,22.97,19.187754
260,55.61,64.36,63.05,-1.0,-1.0,87.48,-1.0,32.97,67.06,56.0,55.937126
261,30.88,40.02,47.78,-1.0,-1.0,33.51,76.1,46.26,39.14,34.75,37.57367
262,16.13,50.51,22.87,151.0,-1.0,-1.0,-1.0,28.18,46.35,72.19,46.385895
263,-1.0,-1.0,-1.0,21.6,33.83,17.0,56.973,12.4,11.9,14.0,17.327482
264,-1.0,24.0,39.3,55.1,-1.0,-1.0,-1.0,-1.0,25.18,41.33,37.32335
265,-1.0,-1.0,10.9,15.3,13.56,12.6,20.89,9.2,10.0,5.7,12.994278
266,-1.0,43.1,35.8,54.5,-1.0,33.9,-1.0,28.5,28.02,177.15,33.89408
267,-1.0,21.4,30.4,65.4,34.1,19.7,38.689,-1.0,23.3,28.8,27.353376
268,39.4,41.6,-1.0,74.1,56.36,60.5,79.062,50.1,40.15,49.9,49.09269
269,86.51,-1.0,57.63,-1.0,25.01,69.59,90.43,122.42,80.84,75.44,73.668205
270,-1.0,25.4,33.8,63.6,64.24,35.9,67.058,-1.0,27.4,35.9,34.92068
271,24.1,46.9,-1.0,32.7,37.06,49.4,39.657,42.0,63.44,33.6,54.286625
272,46.6,65.6,68.0,123.3,48.08,48.7,40.911,47.3,46.58,56.1,49.85515
273,-1.0,13.5,8.6,5.5,-1.0,-1.0,-1.0,-1.0,6.03,7.47,12.647752
274,-1.0,44.2,65.8,64.4,-1.0,6.5,100.48,-1.0,28.3,68.3,31.253757
275,-1.0,10.9,-1.0,-1.0,39.3,-1.0,20.053,-1.0,8.24,1.46,19.25713
276,38.6,-1.0,-1.0,64.8,33.94,40.9,122.39,42.8,43.06,34.1,42.732643
277,29.2,36.9,-1.0,76.2,41.61,34.7,46.283,30.5,27.82,31.7,35.263214
